obs,time,elapsed,date,hhmmss,averaging,id,machine,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd.dt,αVc,Edyn,Hr,Hs,dHs.dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv.Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm.,PhiPS2,PS2.1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt..Fo.,DarkPulseID,Fmin,Fo.,Fv..Fm.,qP,qN,qP_Fo,qN_Fo,qL,X1.qL,ID,P1_dur,P2_dur,P3_dur,P1_Qmax,P1_Fmax,P2_dQdt,P3_ΔF,ID.1,Duration,Fo.1,F1,F2,Fmax,T.HIR,T.F1,T.F2,T.Fmax,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME.1,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF.dt,dF_dc.dt,F_dc_avg,period,time.1,hhmmss.1,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔH2O.MN,ΔH2O.SLP,ΔH2O.SD,ΔH2O.OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_.,Flow_.,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccH2O_hum,AccH2O_des,AccCO2_soda,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_.,Desiccant_.,Humidifier_.,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r,NA.,chamber
56,1510789088,367,20171115 17:38:07,17:38:07,5,ely_can14_t3_ch3,ozzie,1510789080,0.002658786,2.658786322,14.10946791,864.1275847,696.9024157,63.35957437,78.56301647,0.158016445,3.674899698,0.15433653,0.096783819,321.5123566,27.78326328,27.78326328,3.747155313,63.07589942,2.232433089,3.539280628,1.514722225,-117.2524768,-192.950293,-11.36481323,-0.055226506,56.47549726,2.734031739,14.10946791,933.0375225,909.6110545,3.347604637,64.1108677,2.658786322,23.11720249,24.52479939,-0.000856319,117.0155887,0,0,1,0,48110,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999.977037,1681.180722,0.840600012,0.160758024,2.7,0.5,0: Broadleaf,2,TRUE,1510789080,864.1275926,895.8948519,24.5549,23.11501481,854.8852222,24.05073333,500.0832222,90.81604815,0.09994373,26.80936296,27.58191852,999.9,0,0,10003.80926,0,3.30984,-31.76721852,885.8800741,917.0936296,1.439882593,895.8948519,23.11501481,2.22997963,2.099214815,19.17932593,18.21322593,1999.977037,0.979999778,0.020000204,0,2.221118519,0,5838.801852,17299.94815,39.347,39.88188889,39.062,38.65025926,38.68240741,1959.976667,40.00037037,0,1678812691,0,2.221452,-0.038369243,8.705384647,5838.9148,15,0,--:--:--,1510781725,1510781719,0,0.193,0.167,6.707,0.869,420,32,0.3,0.13,1.46175775,-0.34643606,0.033496112,1,1,1,1-Jan,2.97203,2.75383,0.154273,0.158823,0.104793,0.101715,32862.2,35601.2,35219,38391,44675.2,49792.9,55017.7,61559.3,1.96903,1.81175,0.0942945,0,26.0215,999.9,54.371,32.398,29.2393,55.8102,48.5978,1,0.0677312,2.25794,20.0998,5.19618,12.0043,4.97535,3.29383,9999,9999,9999,999.9,1.86357,1.86844,1.86823,1.86935,1.87012,1.86621,1.86723,1.86862,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,9.39,0.5027,4.007189801,0.005759537,9.86E-07,-6.55E-10,-0.004475374,-0.022503083,0.002517292,-2.92E-05,-3,1614,1,27,122.7,122.8,1.96411,2.60986,1.54785,2.30225,1.34644,2.46094,38.379,24.0262,18,501.46,400.929,23.1616,28.0267,30.0001,27.9294,27.8682,39.3684,30.0359,91.803,23.1385,937.914,23.2266,102.085,102.478,NA,3
57,1510789093,372,20171115 17:38:12,17:38:12,5,ely_can14_t3_ch3,ozzie,1510789085,0.002634048,2.634048225,14.28449149,879.7099563,708.8887389,64.44913072,79.97946484,0.156493718,3.676589791,0.152885129,0.095870493,321.5147717,27.77583773,27.77583773,3.745530919,63.0703044,2.230631174,3.536737606,1.514899745,-116.1615267,-193.9893704,-11.41964227,-0.055767662,56.01808375,2.693644391,14.28449149,949.516416,926.1631091,3.311010634,64.1108677,2.634048225,23.11977506,24.51041939,-0.000391064,117.0155887,0,0,1,0,48140,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999.991786,1681.193143,0.840600024,0.160758046,2.7,0.5,0: Broadleaf,2,TRUE,1510789085,879.7099643,911.2345357,24.53515357,23.11648929,870.3746071,24.03188571,500.076,90.81585357,0.099867304,26.79714286,27.56546071,999.9,0,0,10010.32464,0,3.30984,-31.52458571,901.8364286,932.7976429,1.4186625,911.2345357,23.11648929,2.228181786,2.099343571,19.16637857,18.21420357,1999.991786,0.979999607,0.020000386,0,2.24865,0,5839.2,17300.07143,39.3615,39.88828571,39.06875,38.66485714,38.687,1959.990357,40.00142857,0,1678812696,0,2.22284,0.186576919,5.030769221,5839.406,15,0,--:--:--,1510781725,1510781719,0,0.193,0.167,6.707,0.869,420,32,0.3,0.13,1.43529975,-0.281815497,0.027253686,1,1,1,1-Jan,2.97201,2.75377,0.156105,0.160615,0.104749,0.101739,32790.9,35525.2,35218.9,38390.8,44677.5,49791.3,55017.7,61559,1.9688,1.812,0.091821,0,26.0269,999.9,54.371,32.398,29.2387,55.8502,48.2091,1,0.0679421,2.22144,20.1001,5.19543,12.0041,4.97445,3.2936,9999,9999,9999,999.9,1.86357,1.86844,1.86823,1.86935,1.87013,1.86619,1.86722,1.86859,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,9.486,0.5021,4.007189801,0.005759537,9.86E-07,-6.55E-10,-0.004475374,-0.022503083,0.002517292,-2.92E-05,-3,1614,1,27,122.8,122.9,1.99097,2.61719,1.54785,2.30103,1.34644,2.44019,38.379,24.0262,18,501.347,401.096,23.0964,28.0309,30.0002,27.9336,27.8723,39.9704,29.7382,91.803,23.0785,958.214,23.2678,102.085,102.478,NA,3
58,1510789098,377,20171115 17:38:17,17:38:17,5,ely_can14_t3_ch3,ozzie,1510789090,0.002563326,2.563326167,14.29887617,896.986992,721.3070562,65.57827878,81.55037791,0.152046076,3.675768962,0.148636539,0.093197802,321.5138987,27.77533596,27.77533596,3.745421175,63.08306354,2.229038612,3.53349772,1.516382563,-113.042684,-196.934063,-11.59464686,-0.057495209,55.87201484,2.641890129,14.29887617,966.5247443,942.8838909,3.370887375,64.1108677,2.563326167,23.15246193,24.50277091,-3.33E-05,117.0155887,0,0,1,0,47984,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999.986296,1681.188533,0.840600026,0.160758051,2.7,0.5,0: Broadleaf,2,TRUE,1510789090,896.987,928.4316296,24.51758889,23.12620741,887.549,24.01512963,500.0941111,90.81588519,0.100012863,26.78156296,27.54832222,999.9,0,0,10007.16704,0,3.307133333,-31.44464815,919.5315185,950.4112963,1.391392593,928.4316296,23.12620741,2.226588148,2.100225926,19.1548963,18.2208963,1999.986296,0.979999556,0.020000441,0,2.282181481,0,5839.451111,17300.02963,39.375,39.88418519,39.07133333,38.67781481,38.687,1959.984815,40.00148148,0,1678812701,0,2.241396154,-0.159319662,0.600683742,5839.571154,15,0,--:--:--,1510781725,1510781719,0,0.193,0.167,6.707,0.869,420,32,0.3,0.13,1.4098335,-0.291102889,0.028354123,1,1,1,1-Jan,2.97226,2.75407,0.157946,0.162554,0.104733,0.101837,32719.4,35442.9,35219,38390.5,44678.4,49785.8,55017.8,61558.8,1.96905,1.81205,0.0919178,0,26.0305,999.9,54.371,32.398,29.2416,55.6502,47.9888,1,0.0680259,2.14469,20.1013,5.19603,12.0047,4.97515,3.29363,9999,9999,9999,999.9,1.86357,1.86844,1.86823,1.86935,1.87013,1.86621,1.86723,1.86862,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,9.583,0.5018,4.007189801,0.005759537,9.86E-07,-6.55E-10,-0.004475374,-0.022503083,0.002517292,-2.92E-05,-3,1614,1,27,122.9,123,2.02148,2.62085,1.54785,2.30103,1.34644,2.34375,38.4034,24.0175,18,501.548,401.151,23.0448,28.0349,30.0002,27.9376,27.8762,40.5023,29.4361,91.803,23.0447,971.635,23.3069,102.085,102.477,NA,3
59,1510789103,382,20171115 17:38:22,17:38:22,5,ely_can14_t3_ch3,ozzie,1510789095,0.002520858,2.520858422,14.26405339,912.4390634,734.1130567,66.74177411,82.9542552,0.149435948,3.672570083,0.146138299,0.091626657,321.517202,27.7736728,27.7736728,3.74505744,63.10498019,2.228313088,3.531120811,1.516744352,-111.1698564,-198.6980474,-11.70792682,-0.058628628,56.28368025,2.592304977,14.26405339,984.2438257,960.2066667,3.45983336,64.1108677,2.520858422,23.18421023,24.51075939,0.000127017,117.0155887,0,0,1,0,48016,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000.007143,1681.206032,0.840600014,0.160758027,2.7,0.5,0: Broadleaf,2,TRUE,1510789095,912.4390714,944.1031786,24.50989286,23.14463214,902.9096429,24.00779286,500.1003214,90.81481786,0.100026243,26.770125,27.53649643,999.9,0,0,9994.996071,0,3.295458571,-31.66413214,935.3646786,966.4722143,1.365271429,944.1031786,23.14463214,2.225863571,2.101875,19.14967143,18.23339643,2000.007143,0.979999929,0.020000043,0,2.271596429,0,5839.525357,17300.22143,39.375,39.89935714,39.0755,38.68257143,38.687,1960.006071,40.00107143,0,1678812706,0,2.228034615,0.414574359,-1.912820531,5839.523462,15,0,--:--:--,1510781725,1510781719,0,0.193,0.167,6.707,0.869,420,32,0.3,0.13,1.37811275,-0.339841689,0.033017391,1,1,1,1-Jan,2.97198,2.75365,0.159815,0.164317,0.10475,0.101946,32646.5,35367.8,35218.7,38390.1,44677.4,49779.1,55017.5,61557.9,1.96875,1.81222,0.0898615,0,26.0332,999.9,54.346,32.398,29.2267,55.8102,48.5657,1,0.0680793,2.09921,20.1019,5.19588,12.0049,4.9753,3.29365,9999,9999,9999,999.9,1.86357,1.86844,1.86821,1.86935,1.87012,1.86618,1.86725,1.8686,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,9.682,0.5022,4.007189801,0.005759537,9.86E-07,-6.55E-10,-0.004475374,-0.022503083,0.002517292,-2.92E-05,-3,1614,1,27,123,123.1,2.04712,2.61475,1.54785,2.30103,1.34644,2.41089,38.4034,24.0262,18,501.382,401.275,23.0157,28.0386,30.0002,27.9412,27.8799,41.0996,29.1355,91.803,23.0129,991.869,23.3339,102.084,102.476,NA,3
60,1510789108,387,20171115 17:38:27,17:38:27,5,ely_can14_t3_ch3,ozzie,1510789100,0.002446721,2.446721441,14.46813404,929.8826956,744.1527768,67.6539474,84.53940769,0.144947818,3.672451398,0.141842961,0.088925271,321.5154894,27.77372219,27.77372219,3.745068241,63.16432152,2.228364801,3.52788528,1.51670344,-107.9004156,-201.7861861,-11.88935267,-0.060464917,56.82756112,2.52225187,14.46813404,1000.945668,977.1168242,3.390855148,64.1108677,2.446721441,23.24287696,24.52880182,0.000309255,117.0155887,0,0,1,0,48129,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999.996667,1681.197211,0.840600007,0.160758013,2.7,0.5,0: Broadleaf,2,TRUE,1510789100,929.8827037,961.8296296,24.51067407,23.18231111,920.2504815,24.00853704,500.1012963,90.81402593,0.100030319,26.75454444,27.51791852,999.9,0,0,9994.627407,0,3.292065926,-31.94696667,953.2474815,984.6571481,1.328372593,961.8296296,23.18231111,2.225914444,2.105278148,19.15004815,18.25917037,1999.996667,0.980000111,0.019999848,0,2.273448148,0,5839.4,17300.13704,39.375,39.90944444,39.09,38.6847037,38.687,1959.996296,40.00037037,0,1678812711,0,2.240157692,0.754307682,-3.115213674,5839.445385,15,0,--:--:--,1510781725,1510781719,0,0.193,0.167,6.707,0.869,420,32,0.3,0.13,1.3536415,-0.400082026,0.038768426,1,1,1,1-Jan,2.97182,2.75386,0.16164,0.166196,0.10481,0.102091,32575.5,35287.8,35218.7,38389.6,44674.3,49770.6,55017.3,61557.3,1.9687,1.81238,0.0890046,0,26.036,999.9,54.346,32.398,29.2299,55.4602,48.6979,1,0.0684502,2.02679,20.1029,5.19618,12.0053,4.97515,3.29365,9999,9999,9999,999.9,1.86359,1.86844,1.86823,1.86935,1.87012,1.86622,1.86727,1.8686,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,9.778,0.5031,4.007189801,0.005759537,9.86E-07,-6.55E-10,-0.004475374,-0.022503083,0.002517292,-2.92E-05,-3,1614,1,27,123,123.2,2.07764,2.60864,1.54785,2.30103,1.34644,2.47681,38.4034,24.035,18,501.385,401.387,22.9941,28.0428,30.0002,27.9454,27.884,41.6367,28.8361,91.424,23.0062,1005.31,23.3501,102.084,102.475,NA,3
61,1510789112,391.5,20171115 17:38:32,17:38:32,5,ely_can14_t3_ch3,ozzie,1510789105,0.002417492,2.417492051,14.44929482,944.7384363,757.094286,68.83005459,85.88943194,0.143356653,3.671421667,0.140317987,0.087966389,321.5199657,27.76937876,27.76937876,3.744118471,63.22976575,2.229257428,3.525645558,1.514861043,-106.6113995,-203.0061132,-11.96368201,-0.061229032,57.23000829,2.476294323,14.44929482,1017.121102,992.8213515,3.49381299,64.1108677,2.417492051,23.27304924,24.54427333,0.000224586,117.0155887,0,0,1,0,47927,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000.024444,1681.220567,0.840600009,0.160758018,2.7,0.5,0: Broadleaf,2,TRUE,1510789105,944.7384444,976.8992222,24.52065556,23.21651852,935.0191481,24.01806296,500.1046296,90.81342963,0.100021796,26.74375185,27.50409259,999.9,0,0,9990.738519,0,3.27802,-32.16097778,968.4865185,1000.119556,1.304137778,976.8992222,23.21651852,2.226805556,2.108371481,19.15647778,18.28256667,2000.024444,0.980000222,0.01999973,0,2.242614815,0,5839.215556,17300.37778,39.375,39.92781481,39.10866667,38.6847037,38.687,1960.023333,40.00111111,0,1678812715,0,2.234226923,-0.121740183,-4.468376049,5839.198462,15,0,--:--:--,1510781725,1510781719,0,0.193,0.167,6.707,0.869,420,32,0.3,0.13,1.32409625,-0.360613171,0.035400843,1,1,1,1-Jan,2.97198,2.75369,0.163305,0.167765,0.104856,0.102259,32510.6,35221.3,35218.4,38389.4,44671.9,49761.1,55017.1,61557,1.96893,1.81222,0.0879541,0,26.0384,999.9,54.322,32.398,29.2119,55.8302,48.5176,1,0.0678201,0.870948,20.1082,5.19573,12.0043,4.97505,3.29363,9999,9999,9999,999.9,1.86358,1.86844,1.86824,1.86935,1.87012,1.86621,1.86725,1.86861,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,9.868,0.5038,4.007189801,0.005759537,9.86E-07,-6.55E-10,-0.004475374,-0.022503083,0.002517292,-2.92E-05,-3,1614,1,27,123.1,123.2,2.10449,2.61597,1.54785,2.30103,1.34644,2.47437,38.4034,24.035,18,501.564,401.326,23.0132,28.0461,29.9999,27.9487,27.8872,42.1217,28.8361,91.424,23.4324,1025.46,23.3577,102.084,102.474,NA,3
62,1510789118,397,20171115 17:38:37,17:38:37,5,ely_can14_t3_ch3,ozzie,1510789110,0.002705367,2.705367153,14.52118574,962.400099,792.8073087,72.07694446,87.49523084,0.162752885,3.671862155,0.158848847,0.099623492,321.5195027,27.70032582,27.70032582,3.729046993,63.32302937,2.231447653,3.523911719,1.49759934,-119.3066914,-191.0156515,-11.25134616,-0.054186372,57.2647201,2.420582047,14.52118574,1035.579306,1011.561636,3.424551175,64.1108677,2.705367153,23.33261679,24.60993333,0.017291375,117.0155887,0,0,1,0,48083,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000.021429,1681.218043,0.840600015,0.160758029,2.7,0.5,0: Broadleaf,2,TRUE,1510789110,962.4001071,994.5751786,24.54471429,23.26991429,952.5778214,24.04101786,500.0908214,90.813625,0.09994715,26.73539286,27.48745,999.9,0,0,9992.408571,0,3.284771429,-32.17509643,986.6163214,1018.27175,1.274798929,994.5751786,23.26991429,2.228995357,2.113224643,19.17224286,18.31920714,2000.021429,0.980000143,0.019999814,0,2.221764286,0,5838.686429,17300.34286,39.38385714,39.93035714,39.125,38.687,38.687,1960.02,40.00142857,0,1678812721,0,2.229956,0.139799994,-9.846923068,5838.6396,15,0,--:--:--,1510781725,1510781719,0,0.193,0.167,6.707,0.869,420,32,0.3,0.13,1.289176,-0.313758574,0.032575005,1,1,1,1-Jan,2.97206,2.75376,0.165286,0.169793,0.105067,0.102369,32433.3,35135.3,35218,38389.2,44661.2,49754.6,55017.1,61556.4,1.96882,1.8123,0.0884682,0,26.0414,999.9,54.322,32.398,29.2118,55.1502,48.0369,1,0.065841,0.792508,20.1131,5.19632,12.0043,4.97505,3.29365,9999,9999,9999,999.9,1.86359,1.86844,1.86823,1.86935,1.87014,1.86624,1.86724,1.86859,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,9.973,0.5072,4.007189801,0.005759537,9.86E-07,-6.55E-10,-0.004475374,-0.022503083,0.002517292,-2.92E-05,-3,1614,1,27,123.2,123.3,2.13379,2.62573,1.54785,2.30103,1.34644,2.37549,38.4034,24.0262,18,501.537,401.399,23.4142,28.0517,29.999,27.9531,27.8917,42.7584,28.8361,91.424,23.4488,1038.84,23.3236,102.083,102.473,NA,3
63,1510789122,401.5,20171115 17:38:42,17:38:42,5,ely_can14_t3_ch3,ozzie,1510789114,0.002704406,2.70440597,14.59909533,977.3052418,806.8911901,73.35743089,88.85039595,0.163090354,3.671567286,0.159170012,0.099825636,321.513383,27.70013305,27.70013305,3.729004994,63.42509741,2.234986662,3.523820623,1.494018332,-119.2643033,-191.0491086,-11.25418511,-0.054213934,57.62933045,2.431036293,14.59909533,1051.734932,1027.318667,3.50062846,64.1108677,2.70440597,23.33748839,24.67312667,0.010377949,117.0155887,0,0,1,0,47901,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999.983214,1681.185932,0.840600021,0.160758041,2.7,0.5,0: Broadleaf,2,TRUE,1510789114,977.30525,1009.702143,24.58361786,23.30336429,967.3963929,24.07813929,500.09125,90.813675,0.099984471,26.73495357,27.48760714,999.9,0,0,9991.270714,0,3.275413929,-32.39751429,1001.936393,1033.794643,1.280254286,1009.702143,23.30336429,2.232529286,2.116262857,19.19764643,18.34212143,1999.983214,0.979999929,0.020000043,0,2.201810714,0,5837.723929,17300.01071,39.3905,39.937,39.125,38.687,38.69825,1959.982143,40.00107143,0,1678812726,0,2.21592,0.63083078,-15.63307694,5837.6404,15,0,--:--:--,1510781725,1510781719,0,0.193,0.167,6.707,0.869,420,32,0.3,0.13,1.284939268,-0.094306829,0.027163328,1,1,1,1-Jan,2.97217,2.75366,0.166924,0.171335,0.105231,0.102378,32369.7,35070,35218.1,38389.2,44652.7,49754.2,55016.8,61556.5,1.9688,1.81205,0.0893101,0,26.0434,999.9,54.297,32.408,29.2166,55.5202,48.2171,1,0.0665447,1.22136,20.1108,5.19618,12.0046,4.97505,3.2934,9999,9999,9999,999.9,1.86358,1.86844,1.86822,1.86935,1.87013,1.86622,1.86723,1.86859,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,10.066,0.5097,4.007189801,0.005759537,9.86E-07,-6.55E-10,-0.004475374,-0.022503083,0.002517292,-2.92E-05,-3,1614,1,27,123.3,123.4,2.15942,2.61475,1.54785,2.30103,1.34644,2.33154,38.4034,24.035,18,501.56,401.286,23.4972,28.0551,30,27.9576,27.8955,43.2371,28.8361,91.424,23.4558,1059.05,23.2004,102.083,102.474,NA,3
64,1510789128,407,20171115 17:38:47,17:38:47,5,ely_can14_t3_ch3,ozzie,1510789120,0.002577285,2.57728472,14.66300313,995.9839917,816.9274067,74.27002719,90.54875322,0.154946763,3.669096818,0.151401247,0.094937573,321.5170674,27.73538413,27.73538413,3.736692182,63.53647823,2.239946497,3.525449568,1.496745685,-113.6582562,-196.3400132,-11.57613994,-0.057341935,57.404151,2.477130682,14.66300313,1069.949577,1046.026485,3.387368998,64.1108677,2.57728472,23.33927487,24.69306606,0.000393843,117.0155887,0,0,1,0,48064,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000.006429,1681.205421,0.840600009,0.160758017,2.7,0.5,0: Broadleaf,2,TRUE,1510789120,995.984,1028.309286,24.63811786,23.33363571,985.9669643,24.13014643,500.0809643,90.81387143,0.099992618,26.74280714,27.49522857,999.9,0,0,9981.763929,0,3.272656071,-32.32638214,1021.142786,1052.8775,1.3044875,1028.309286,23.33363571,2.237483571,2.119016429,19.233225,18.36286429,2000.006429,0.98000025,0.0199997,0,2.210585714,0,5836.480357,17300.20357,39.40821429,39.937,39.125,38.687,38.71175,1960.005714,40.00071429,0,1678812731,0,2.2319,0.03070086,-17.41538458,5836.343077,15,0,--:--:--,1510781725,1510781719,0,0.193,0.167,6.707,0.869,420,32,0.3,0.13,1.29819325,0.325621576,0.039579802,1,1,1,1-Jan,2.97197,2.75378,0.168867,0.1733,0.10528,0.102372,32293.8,34986.3,35217.7,38388.7,44650,49754.1,55016.5,61556,1.9686,1.81225,0.0900254,0,26.0475,999.9,54.297,32.408,29.2155,55.5602,48.5897,1,0.067815,1.47908,20.1086,5.19632,12.004,4.975,3.29343,9999,9999,9999,999.9,1.86359,1.86844,1.86821,1.86935,1.87012,1.86622,1.86725,1.8686,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,10.17,0.5105,4.007189801,0.005759537,9.86E-07,-6.55E-10,-0.004475374,-0.022503083,0.002517292,-2.92E-05,-3,1614,1,27,123.4,123.5,2.18994,2.6123,1.54785,2.30225,1.34644,2.4585,38.4034,24.0262,18,501.466,401.42,23.5095,28.0595,30.0008,27.962,27.8988,43.8849,29.4403,91.424,23.4711,1072.49,23.1372,102.082,102.472,NA,3
65,1510789133,412,20171115 17:38:52,17:38:52,5,ely_can14_t3_ch3,ozzie,1510789125,0.002588503,2.588503377,14.10334414,1013.717992,840.8409868,76.44355448,92.16035823,0.155823373,3.669842594,0.152238837,0.095464462,321.5150166,27.74350872,27.74350872,3.738465869,63.59816237,2.243532327,3.527668479,1.494933542,-114.1529989,-195.8717945,-11.54727242,-0.057049318,57.53045069,2.553606753,14.10334414,1087.92407,1063.651333,3.528660299,64.1108677,2.588503377,23.31370564,24.68177758,-0.000586858,117.0155887,0,0,1,0,47808,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999.993704,1681.194722,0.840600007,0.160758014,2.7,0.5,0: Broadleaf,2,TRUE,1510789125,1013.718,1046.177037,24.67773704,23.33303704,1003.598407,24.16794815,500.0811852,90.8132,0.100011515,26.7535,27.50795185,999.9,0,0,9984.700741,0,3.259787407,-32.4605,1039.365926,1071.17037,1.34470037,1046.177037,23.33303704,2.241063704,2.118947778,19.25892222,18.36234074,1999.993704,0.980000222,0.01999973,0,2.195659259,0,5834.499259,17300.09259,39.42092593,39.937,39.125,38.687,38.73366667,1959.993333,40.00037037,0,1678812736,0,2.222542308,-0.543832478,-24.45299147,5834.467308,15,0,--:--:--,1510781725,1510781719,0,0.193,0.167,6.707,0.869,420,32,0.3,0.13,1.319782,0.446695835,0.04517903,1,1,1,1-Jan,2.97218,2.7538,0.170667,0.174972,0.105237,0.102247,32223.6,34915.3,35217.4,38388.5,44652,49760.7,55016.3,61555.5,1.96865,1.81195,0.085786,0,26.052,999.9,54.297,32.408,29.2138,56.2302,47.9928,1,0.0683791,1.66028,20.1069,5.19662,12.004,4.97485,3.2935,9999,9999,9999,999.9,1.86357,1.86844,1.86821,1.86935,1.87012,1.86624,1.86724,1.8686,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,10.26,0.5099,4.007189801,0.005759537,9.86E-07,-6.55E-10,-0.004475374,-0.022503083,0.002517292,-2.92E-05,-3,1614,1,27,123.5,123.6,2.21436,2.62085,1.54785,2.30103,1.34644,2.34863,38.4034,24.0262,18,501.525,401.281,23.5024,28.0642,30.0008,27.9648,27.9028,44.3589,29.7485,91.424,23.4489,1093.15,23.0941,102.082,102.472,NA,3
