obs,time,elapsed,date,hhmmss,averaging,id,machine,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd.dt,αVc,Edyn,Hr,Hs,dHs.dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME.1,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time.1,hhmmss.1,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2.MN,ΔCO2.SLP,ΔCO2.SD,ΔCO2.OK,ΔH2O.MN,ΔH2O.SLP,ΔH2O.SD,ΔH2O.OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_.,Flow_.,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,CO2_hrs,AccH2O_des,AccCO2_soda,AccH2O_hum,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_.,Desiccant_.,Humidifier_.,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r,NA.,chamber
103,1678292699,873.9000001,20230308 10:24:58,10:24:58,5,pas_smi10_t1_ch3,gibson,1678292691,0.003588614,3.588613835,16.67870371,406.5105396,270.9461805,24.61737328,36.93435235,0.218358092,3.055448775,0.210044401,0.13199833,321.5177854,28.55660281,27.48458889,3.682300821,58.69867525,2.180085197,3.714027937,1.502215623,-158.2578701,24.16215902,1.716155103,189.1382294,24.77905113,3.588368287,16.67870371,449.9259127,425.1730788,1.85202813,67.63847787,3.588613835,20.77451009,23.99552848,1.64E-06,117.43,6,1,1,0,48094,2000.014815,1681.212144,0.840599846,0.160757702,4.6,0.5,0: Broadleaf,2,TRUE,1678292691,406.5105556,430.6397778,23.99467037,20.77385556,406.1492593,23.79122963,500.1972222,90.7571,0.099959656,27.63127037,27.48458889,999.9,0,0,10001.52963,0,7.365021481,-24.1292037,416.5042593,439.7755556,3.220817037,430.6397778,20.77385556,2.177687778,1.885375926,18.79911111,16.51319259,2000.014815,0.980004,0.0199959,0,2.614540741,0,7629.815556,16705.55185,45.187,47.125,46.25918519,45.187,44.625,1960.024815,39.99,0,1678292705,0,0,--:--:--,1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-21.00451,-55.9744728,5.931887106,0,3.220742,-0.000846079,0.001365632,1,1,2,2-Jan,2.85333,2.71047,0.0907207,0.0964414,0.102938,0.0927673,25952.6,22066.4,25543.5,23786.7,39116.7,35691.9,46191,42400,1.76367,1.88813,0.0798702,0,26.1851,999.9,58.412,28.47,25.1026,53.5728,45.0841,1,0.0647332,0.687094,20.2426,5.23182,11.9914,4.9557,3.30398,999.9,9999,9999,9999,1.86814,1.86384,1.87149,1.86218,1.86172,1.86813,1.85823,1.86478,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.366,0.2035,0.230012463,8.16E-05,7.70E-07,-4.34E-10,-0.148957186,-0.029328065,0.002450792,-2.50E-05,1,1579,2,27,47549.3,47549.2,1.1438,2.34253,1.44775,2.30591,1.44409,2.45728,34.0092,15.7781,18,421.14,483.839,25.2169,28.2155,30,28.139,28.1164,22.9421,33.5279,93.8968,25.2135,473.814,20.7312,97.7514,99.7122,NA,3
104,1678292704,878.9000001,20230308 10:25:03,10:25:03,5,pas_smi10_t1_ch3,gibson,1678292696,0.003587413,3.587413073,17.17670148,412.3777334,272.8347652,24.78893512,37.46738386,0.218192248,3.054764948,0.20988914,0.131900388,321.517644,28.56330356,27.48766786,3.682964361,58.67907084,2.180148577,3.715376788,1.502815784,-158.2049165,24.67268817,1.752889802,189.7383055,31.81066102,3.588244478,17.17670148,466.8507831,437.9184121,2.608355506,67.63847787,3.587413073,20.77536001,23.99544667,-1.10E-05,117.43,7,1,1,0,47746,2000.013929,1681.2114,0.840599846,0.160757702,4.6,0.5,0: Broadleaf,2,TRUE,1678292696,412.37775,442.9931786,23.99539643,20.77465714,412.0135714,23.79192857,500.1913214,90.75691786,0.100033968,27.63748214,27.48766786,999.9,0,0,9998.105,0,7.39798,-30.61540714,422.5160714,452.3913571,3.220739643,442.9931786,20.77465714,2.177749286,1.885444643,18.79955714,16.51376071,2000.013929,0.980004,0.0199959,0,2.629432143,0,7634.915714,16705.54286,45.187,47.125,46.25442857,45.187,44.625,1960.023929,39.99,0,1678292711,0,0,--:--:--,1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-26.09357,-82.26768856,8.026047066,0,3.2206165,-0.000149043,0.001335385,1,1,2,2-Jan,2.85378,2.71015,0.0928184,0.0990894,0.102937,0.0927737,25892.6,22001.7,25543.4,23786.6,39116.6,35691.6,46190.8,42400,1.76378,1.88787,0.0794977,0,26.1851,999.9,58.412,28.47,25.1029,54.3328,44.2909,1,0.0647993,0.703159,20.2426,5.23182,11.9914,4.9557,3.30395,999.9,9999,9999,9999,1.86813,1.86386,1.87149,1.86219,1.86172,1.86813,1.85822,1.86476,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.373,0.2035,0.230012463,8.16E-05,7.70E-07,-4.34E-10,-0.148957186,-0.029328065,0.002450792,-2.50E-05,1,1579,2,27,47549.3,47549.3,1.17432,2.33887,1.44775,2.30591,1.44409,2.47314,34.0092,15.7781,18,421.196,483.669,25.2224,28.2143,30.0001,28.139,28.1156,23.5562,33.5279,93.8968,25.219,487.207,20.731,97.751,99.712,NA,3
105,1678292709,883.9000001,20230308 10:25:08,10:25:08,5,pas_smi10_t1_ch3,gibson,1678292701,0.003582492,3.582491518,17.73926861,423.0760941,278.8354934,25.33423101,38.43953786,0.21784811,3.05575719,0.209573217,0.131700538,321.5176672,28.57002662,27.48827407,3.683095018,58.65724416,2.180073696,3.71663164,1.503021322,-157.9878759,25.53256653,1.813449267,190.8758071,38.52309329,3.585898082,17.73926861,483.9998826,452.7231576,2.978406717,67.63847787,3.582491518,20.77777266,23.99355333,-2.15E-05,117.43,7,1,1,0,48053,2000.014074,1681.211522,0.840599846,0.160757702,4.6,0.5,0: Broadleaf,2,TRUE,1678292701,423.0761111,459.8991852,23.99448889,20.77583704,422.7065185,23.79105926,500.1888889,90.75732593,0.099941578,27.64325926,27.48827407,999.9,0,0,10003.05852,0,7.368370741,-36.82318148,433.4770741,469.6567407,3.218657407,459.8991852,20.77583704,2.177676667,1.885559259,18.79901481,16.51472593,2000.014074,0.980004,0.0199959,0,2.627633333,0,7641.100741,16705.55556,45.187,47.125,46.25,45.187,44.625,1960.024074,39.99,0,1678292715,0,0,--:--:--,1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-31.9944925,-75.51298424,7.432891456,0,3.2200585,-0.017969606,0.00211863,1,1,2,2-Jan,2.85357,2.71017,0.0951852,0.101693,0.102933,0.0927828,25825.2,21938.5,25543.5,23787,39117.1,35692.1,46191,42400.9,1.7637,1.8879,0.0798702,0,26.186,999.9,58.412,28.47,25.0992,53.7128,44.2628,1,0.0647256,0.681827,20.2426,5.23182,11.9914,4.9557,3.30398,999.9,9999,9999,9999,1.86817,1.86384,1.87149,1.86219,1.86172,1.86813,1.85822,1.86478,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.379,0.2034,0.230012463,8.16E-05,7.70E-07,-4.34E-10,-0.148957186,-0.029328065,0.002450792,-2.50E-05,1,1579,2,27,47549.4,47549.4,1.20972,2.36572,1.44775,2.30591,1.44409,2.25952,34.0092,15.7694,18,421.154,483.686,25.2299,28.2143,30,28.139,28.1156,24.249,33.5279,93.8968,25.2314,507.419,20.731,97.7515,99.714,NA,3
106,1678292714,888.9000001,20230308 10:25:13,10:25:13,5,pas_smi10_t1_ch3,gibson,1678292706,0.003587553,3.58755336,18.48111887,435.5928752,285.6366955,25.95233648,39.57703279,0.218140632,3.055197549,0.209842499,0.131870815,321.514224,28.57429486,27.48944286,3.683346935,58.64014806,2.180126035,3.717804452,1.503220899,-158.2111032,26.22447322,1.862994147,191.3905882,41.99910707,3.584932885,18.48111887,501.0568909,468.3299333,3.132155198,67.63847787,3.58755336,20.77869332,23.99858121,1.78E-05,117.43,6,1,1,0,48120,1999.9925,1681.1934,0.840599852,0.160757715,4.6,0.5,0: Broadleaf,2,TRUE,1678292706,435.5928929,475.6525357,23.99491071,20.77721071,435.2171429,23.79146429,500.2019643,90.75788214,0.0999694,27.64865714,27.48944286,999.9,0,0,10000.17786,0,7.409308214,-40.05961429,446.3018571,485.7449286,3.217706786,475.6525357,20.77721071,2.1777275,1.885694643,18.7994,16.51585714,1999.9925,0.980003786,0.019996129,0,2.646685714,0,7648.357857,16705.37857,45.187,47.125,46.25664286,45.187,44.625,1960.0025,39.99,0,1678292720,0,0,--:--:--,1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-37.2143875,-47.03080638,4.710852809,0,3.218423,-0.019701388,0.002263056,1,1,2,2-Jan,2.85342,2.70993,0.0976331,0.104258,0.10295,0.0927888,25754.9,21875.5,25543.2,23786.6,39116,35691.3,46190.6,42400.2,1.76402,1.88792,0.079982,0,26.1873,999.9,58.387,28.47,25.0904,54.1428,45.0761,1,0.0646646,0.691612,20.2427,5.23197,11.9909,4.9557,3.30395,999.9,9999,9999,9999,1.86815,1.86384,1.87149,1.86219,1.86172,1.86814,1.85824,1.86477,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.388,0.2037,0.230012463,8.16E-05,7.70E-07,-4.34E-10,-0.148957186,-0.029328065,0.002450792,-2.50E-05,1,1579,2,27,47549.5,47549.5,1.24023,2.34619,1.44775,2.30591,1.44409,2.42432,34.0092,15.7781,18,421.329,483.702,25.2382,28.2125,29.9999,28.1378,28.1156,24.8616,33.5279,93.8968,25.2377,520.866,20.7247,97.7504,99.7122,NA,3
107,1678292719,893.9000001,20230308 10:25:18,10:25:18,5,pas_smi10_t1_ch3,gibson,1678292711,0.003586359,3.586358802,19.16123827,451.1613148,295.5308772,26.85148717,40.99183262,0.217894756,3.052715742,0.209608482,0.131723535,321.5135294,28.58216426,27.49564815,3.68468466,58.6209567,2.180288614,3.719298928,1.504396046,-158.1584232,26.31358578,1.870966598,191.5396587,44.30899853,3.584974332,19.16123827,518.4568406,484.5373333,3.245173108,67.63847787,3.586358802,20.78016281,23.99909939,-2.89E-06,117.43,7,1,1,0,47539,1999.988148,1681.189744,0.840599854,0.160757717,4.6,0.5,0: Broadleaf,2,TRUE,1678292711,451.1613333,493.3958519,23.99653333,20.77885556,450.7775926,23.79301111,500.2103704,90.75849259,0.099990337,27.65553333,27.49564815,999.9,0,0,9987.612593,0,7.416182222,-42.23451852,462.2538519,503.8655926,3.217684444,493.3958519,20.77885556,2.17788963,1.885857407,18.80058889,16.51721481,1999.988148,0.980003778,0.019996137,0,2.666577778,0,7657.858519,16705.34444,45.187,47.125,46.25688889,45.187,44.625,1959.998148,39.99,0,1678292726,0,0,--:--:--,1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-40.5204375,-27.34046116,2.718249449,0,3.218358,-0.005069268,0.002210176,1,1,2,2-Jan,2.85368,2.70999,0.10012,0.106685,0.102952,0.0927856,25684.2,21816.1,25543.4,23786.5,39116.2,35691.4,46190.8,42400,1.76383,1.88795,0.0800565,0,26.1873,999.9,58.387,28.48,25.1046,54.7828,44.7035,1,0.0646113,0.70893,20.2425,5.23271,11.9915,4.95565,3.30393,999.9,9999,9999,9999,1.86818,1.86385,1.87149,1.86218,1.86172,1.86813,1.85824,1.86477,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.396,0.2037,0.230012463,8.16E-05,7.70E-07,-4.34E-10,-0.148957186,-0.029328065,0.002450792,-2.50E-05,1,1579,2,27,47549.6,47549.6,1.27319,2.32788,1.44775,2.30591,1.44409,2.48535,34.0092,15.7781,18,421.208,483.704,25.2425,28.2119,30.0002,28.1366,28.1139,25.5352,33.5279,93.8968,25.2401,541.198,20.7285,97.7511,99.7118,NA,3
108,1678292724,898.9000001,20230308 10:25:23,10:25:23,5,pas_smi10_t1_ch3,gibson,1678292716,0.003587989,3.587989399,19.48129149,465.7232669,307.2913018,27.91995309,42.31480582,0.217891117,3.049112094,0.209595721,0.131716321,321.513027,28.58804237,27.50004643,3.68563309,58.60791127,2.18047494,3.72044472,1.505158149,-158.2303325,26.42585896,1.881260962,191.5898144,45.45448797,3.586325014,19.48129149,534.675402,500.6095455,3.213786447,67.63847787,3.587989399,20.7805204,24.00084545,6.39E-06,117.43,7,1,1,0,47705,1999.985,1681.1871,0.840599854,0.160757719,4.6,0.5,0: Broadleaf,2,TRUE,1678292716,465.7232857,509.0599286,23.99864286,20.77975,465.3321071,23.79502857,500.2088571,90.75823571,0.100024618,27.66080357,27.50004643,999.9,0,0,9969.507143,0,7.459883214,-43.33654643,477.1747857,519.8623929,3.218895,509.0599286,20.77975,2.178075,1.885933929,18.80195714,16.51785714,1999.985,0.980003786,0.019996129,0,2.663782143,0,7666.966786,16705.30714,45.187,47.125,46.25664286,45.187,44.625,1959.995,39.99,0,1678292730,0,0,--:--:--,1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-42.341425,-15.52140788,1.561996207,0,3.2183525,0.014463039,0.002195128,1,1,2,2-Jan,2.85396,2.70965,0.102546,0.109271,0.102953,0.0927937,25615,21753.7,25543.4,23787.3,39116.3,35692.3,46190.9,42401.5,1.7639,1.8877,0.0808015,0,26.1894,999.9,58.387,28.48,25.1052,54.8828,44.0745,1,0.0658028,1.44698,20.2371,5.23376,11.9917,4.9558,3.30395,999.9,9999,9999,9999,1.86815,1.86385,1.87149,1.86218,1.86172,1.86813,1.85823,1.86478,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.404,0.2037,0.230012463,8.16E-05,7.70E-07,-4.34E-10,-0.148957186,-0.029328065,0.002450792,-2.50E-05,1,1579,2,27,47549.7,47549.6,1.30371,2.3584,1.44775,2.30591,1.44409,2.23999,34.0092,15.7606,18,421.25,483.534,25.1576,28.2119,30.0009,28.1366,28.1132,26.1437,33.5279,93.8968,25.0658,554.573,20.7267,97.7512,99.7152,NA,3
109,1678292729,903.9000001,20230308 10:25:28,10:25:28,5,pas_smi10_t1_ch3,gibson,1678292721,0.003573726,3.573725802,20.29542391,482.4126473,316.7295451,28.77742202,43.83106203,0.21685792,3.050513613,0.208643034,0.131114043,321.5157166,28.59568712,27.5040037,3.686486605,58.59271928,2.180477932,3.721414468,1.506008672,-157.6013079,26.52058326,1.887216247,192.3222082,46.63463529,3.585352394,20.29542391,552.9638235,517.3566788,3.371622834,67.63847787,3.573725802,20.78088044,23.98928727,-6.70E-05,117.43,6,1,1,0,48263,2000.001852,1681.201256,0.840599849,0.160757709,4.6,0.5,0: Broadleaf,2,TRUE,1678292721,482.4126667,526.8922593,23.99873704,20.7804963,482.0127778,23.79512963,500.1744815,90.7581037,0.099924744,27.66526296,27.5040037,999.9,0,0,9976.572222,0,7.460747407,-44.47963333,494.2744815,538.0736296,3.218251111,526.8922593,20.7804963,2.178081111,1.885998889,18.8019963,16.51839259,2000.001852,0.980004,0.0199959,0,2.61062963,0,7677.721852,16705.44074,45.187,47.125,46.25,45.187,44.625,1960.011852,39.99,0,1678292735,0,0,--:--:--,1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-43.9085475,-12.40049493,1.235837626,0,3.21784525,-0.007609644,0.00310539,1,1,2,2-Jan,2.85331,2.71059,0.105042,0.111651,0.102916,0.0927884,25543.6,21695.2,25543.3,23786.8,39117.6,35691.9,46190.5,42400.6,1.76385,1.88818,0.0802055,0,26.1895,999.9,58.387,28.49,25.119,53.9928,44.7596,1,0.0654344,1.10499,20.2397,5.23316,11.9912,4.95575,3.30398,999.9,9999,9999,9999,1.86819,1.86383,1.87149,1.8622,1.86171,1.86815,1.85823,1.86478,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.412,0.2031,0.230012463,8.16E-05,7.70E-07,-4.34E-10,-0.148957186,-0.029328065,0.002450792,-2.50E-05,1,1579,2,27,47549.8,47549.7,1.33789,2.35107,1.44775,2.30591,1.44409,2.34619,34.0092,15.7694,18,421.222,483.845,25.0519,28.2094,30.0001,28.1366,28.1132,26.8063,33.5279,93.8968,25.0599,574.695,20.7283,97.7504,99.7132,NA,3
110,1678292734,908.9000001,20230308 10:25:33,10:25:33,5,pas_smi10_t1_ch3,gibson,1678292726,0.003563665,3.563665459,20.6902836,497.4849087,327.9602129,29.79785376,45.20055168,0.216188163,3.052383798,0.208027713,0.13072484,321.515535,28.5981968,27.50289286,3.686246997,58.57882863,2.180028059,3.721528938,1.506218938,-157.1576467,26.80625507,1.906370472,193.0705138,47.29252242,3.579404698,20.6902836,569.1697451,533.7248485,3.262994389,67.63847787,3.563665459,20.78110273,23.98024303,-3.59E-05,117.43,7,1,1,0,47859,2000.000714,1681.2003,0.84059985,0.16075771,4.6,0.5,0: Broadleaf,2,TRUE,1678292726,497.4849286,542.6165357,23.99375714,20.78083929,497.07725,23.79036429,500.1745714,90.75814643,0.099989954,27.66578929,27.50289286,999.9,0,0,9985.979643,0,7.451883929,-45.13155714,509.7147857,554.1317857,3.212925,542.6165357,20.78083929,2.177629643,1.886030714,18.79868214,16.51866071,2000.000714,0.980004,0.0199959,0,2.604642857,0,7687.66,16705.43214,45.187,47.125,46.25,45.187,44.625,1960.010714,39.99,0,1678292741,0,0,--:--:--,1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-44.574155,-9.609865666,1.006824402,0,3.21569025,-0.054068105,0.006158412,1,1,2,2-Jan,2.85356,2.71036,0.107447,0.11414,0.102894,0.0927965,25474.6,21634.5,25542.9,23786.9,39118.3,35691.8,46190.1,42400.9,1.7638,1.88803,0.079833,0,26.1895,999.9,58.363,28.48,25.0913,54.5128,44.988,1,0.0652337,0.970188,20.2408,5.23331,11.9906,4.95565,3.30395,999.9,9999,9999,9999,1.86819,1.86383,1.87149,1.86219,1.86171,1.86814,1.85822,1.86478,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.421,0.2028,0.230012463,8.16E-05,7.70E-07,-4.34E-10,-0.148957186,-0.029328065,0.002450792,-2.50E-05,1,1579,2,27,47549.8,47549.8,1.36597,2.323,1.44775,2.30591,1.44409,2.46704,34.0092,15.7781,18,421.182,483.743,25.034,28.2094,29.9999,28.1348,28.1127,27.3816,33.5279,93.8968,25.0542,588.156,20.7283,97.7494,99.7138,NA,3
111,1678292739,913.9000001,20230308 10:25:38,10:25:38,5,pas_smi10_t1_ch3,gibson,1678292731,0.003562423,3.56242325,21.66119162,514.5504236,337.1207813,30.63036487,46.75139621,0.216019349,3.057519368,0.207884512,0.130633179,321.5158939,28.59566587,27.50235926,3.686131906,58.56625702,2.179384189,3.7212284,1.506747717,-157.1028653,26.71152803,1.896424951,193.0209816,48.20629397,3.570597673,21.66119162,587.2480697,550.4849697,3.345872862,67.63847787,3.56242325,20.78251928,23.98010424,9.84E-06,117.43,7,1,1,0,47779,2000.002963,1681.202189,0.840599849,0.160757709,4.6,0.5,0: Broadleaf,2,TRUE,1678292731,514.5504444,560.5737037,23.98651481,20.78152963,514.1337407,23.78342593,500.1825556,90.75877407,0.099952422,27.66440741,27.50235926,999.9,0,0,10011.77889,0,7.295933333,-46.02322222,527.196,572.4704444,3.204984444,560.5737037,20.78152963,2.176986667,1.886106296,18.79395926,16.51928148,2000.002963,0.980004,0.0199959,0,2.597092593,0,7699.155556,16705.45185,45.187,47.12266667,46.25,45.187,44.625,1960.012963,39.99,0,1678292745,0,0,--:--:--,1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-45.529255,-9.332215385,1.000117173,0,3.20901425,-0.094444615,0.009311478,1,1,2,2-Jan,2.8539,2.71021,0.109846,0.116362,0.102896,0.0927958,25406.3,21580.6,25543,23787.3,39118.5,35692.5,46190.4,42401.6,1.76395,1.88815,0.0803173,0,26.1895,999.9,58.363,28.48,25.0927,54.3728,44.1867,1,0.064812,0.900196,20.2414,5.23361,11.9909,4.9556,3.30393,999.9,9999,9999,9999,1.86818,1.86384,1.87149,1.86221,1.86171,1.86813,1.85825,1.86477,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.43,0.2028,0.230012463,8.16E-05,7.70E-07,-4.34E-10,-0.148957186,-0.029328065,0.002450792,-2.50E-05,1,1579,2,27,47549.9,47549.9,1.39771,2.34985,1.44775,2.30591,1.44409,2.28271,34.0318,15.7606,18,421.262,483.808,25.0334,28.2083,29.9999,28.1342,28.1109,28.0115,33.5279,93.8968,25.0495,608.274,20.7283,97.7499,99.7154,NA,3
112,1678292744,918.9000001,20230308 10:25:43,10:25:43,5,pas_smi10_t1_ch3,gibson,1678292736,0.003563977,3.563977028,22.02082876,529.7483002,349.2755315,31.73468053,48.13218091,0.216132143,3.055902485,0.207984847,0.130696943,321.516162,28.5932154,27.50019286,3.685664669,58.56408991,2.17898194,3.720679248,1.506682729,-157.1713869,26.63827987,1.892180936,192.8752359,48.4223258,3.565160645,22.02082876,602.9486367,566.5399394,3.205139566,67.63847787,3.563977028,20.78301089,23.98186485,6.99E-06,117.43,7,1,1,0,47759,2000.004643,1681.2036,0.840599849,0.160757708,4.6,0.5,0: Broadleaf,2,TRUE,1678292736,529.7483214,576.0154286,23.982125,20.78215,529.3235714,23.77921429,500.2051071,90.75850714,0.100077746,27.66188214,27.50019286,999.9,0,0,10003.66036,0,7.13547,-46.266975,542.765,588.2402143,3.199961429,576.0154286,20.78215,2.176580714,1.8861575,18.79097143,16.51970714,2000.004643,0.980004,0.0199959,0,2.633832143,0,7710.035714,16705.46786,45.187,47.12275,46.25,45.187,44.625,1960.014643,39.99,0,1678292750,0,0,--:--:--,1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-46.01265,-4.455278049,0.575546426,0,3.2045145,-0.07563242,0.007964533,1,1,2,2-Jan,2.85367,2.71015,0.112133,0.118675,0.102902,0.0928007,25341.2,21524,25543.2,23787.1,39118.4,35692,46190.5,42401.2,1.7639,1.88815,0.0800192,0,26.1906,999.9,58.363,28.49,25.1062,54.3828,44.359,1,0.0648806,0.895724,20.2415,5.23361,11.9911,4.9556,3.304,999.9,9999,9999,9999,1.8682,1.86383,1.87149,1.86219,1.86171,1.86813,1.85826,1.86478,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.438,0.2029,0.230012463,8.16E-05,7.70E-07,-4.34E-10,-0.148957186,-0.029328065,0.002450792,-2.50E-05,1,1579,2,27,47550,47550,1.427,2.35107,1.44897,2.30591,1.44409,2.32178,34.0092,15.7606,18,421.234,483.808,25.0352,28.2071,30.0001,28.1342,28.1109,28.6052,33.5279,93.8968,25.0416,621.693,20.7283,97.7504,99.7145,NA,3
113,1678292749,923.9000001,20230308 10:25:48,10:25:48,5,pas_smi10_t1_ch3,gibson,1678292741,0.003564214,3.564213725,22.21338222,546.6919046,364.4298365,33.11163095,49.6717304,0.21628347,3.055369624,0.208123628,0.130784747,321.5158348,28.59109562,27.49568889,3.684693444,58.56956538,2.178903991,3.720198327,1.505789453,-157.1818253,27.0112079,1.918941219,193.2641586,48.97987665,3.563035165,22.21338222,620.2781074,583.0886242,3.327264656,67.63847787,3.564213725,20.78370326,23.98283818,3.38E-06,117.43,6,1,1,0,47846,2000.002593,1681.201878,0.840599849,0.160757709,4.6,0.5,0: Broadleaf,2,TRUE,1678292741,546.6919259,593.5268519,23.98122963,20.78311852,546.2581481,23.77835556,500.1987037,90.75878519,0.099941619,27.65967037,27.49568889,999.9,0,0,10000.94519,0,6.96470963,-46.83476667,560.1244074,606.1238889,3.19810037,593.5268519,20.78311852,2.176506667,1.886250741,18.79042963,16.52048148,2000.002593,0.980004,0.0199959,0,2.626777778,0,7722.442593,16705.46296,45.187,47.12266667,46.25,45.187,44.625,1960.012593,39.99,0,1678292756,0,0,--:--:--,1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-46.53818,-5.592893809,0.656370868,0,3.199539,-0.017829794,0.003079172,1,1,2,2-Jan,2.85344,2.71044,0.11444,0.120911,0.102906,0.0928035,25275.2,21469.4,25543,23787.2,39117.7,35692.4,46189.8,42401.7,1.76397,1.88832,0.0791699,0,26.1895,999.9,58.363,28.48,25.094,54.4828,45.0761,1,0.0648399,0.887704,20.2414,5.23316,11.9911,4.95595,3.30393,999.9,9999,9999,9999,1.8682,1.86384,1.87149,1.8622,1.86172,1.86813,1.85828,1.86478,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.447,0.203,0.230012463,8.16E-05,7.70E-07,-4.34E-10,-0.148957186,-0.029328065,0.002450792,-2.50E-05,1,1579,2,27,47550.1,47550.1,1.45996,2.32544,1.44775,2.30591,1.44409,2.45117,34.0318,15.7694,18,421.276,483.923,25.0351,28.2071,30.0001,28.1342,28.1109,29.2532,33.5279,93.8968,25.0383,641.775,20.7283,97.7492,99.7154,NA,3
