"obs","time","elapsed","date","hhmmss","averaging","id","machine","TIME","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd.dt","αVc","Edyn","Hr","Hs","dHs.dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME.1","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time.1","hhmmss.1","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2.MN","ΔCO2.SLP","ΔCO2.SD","ΔCO2.OK","ΔH2O.MN","ΔH2O.SLP","ΔH2O.SD","ΔH2O.OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_.","Flow_.","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccH2O_des","CO2_hrs","AccH2O_hum","AccCO2_soda","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_.","Desiccant_.","Humidifier_.","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","NA.","chamber"
24,1679451164,842,"20230321 21:12:44","21:12:44",5,"pas_smi25_t1_ch5","gibson",1679451161.5,3.11733182036471e-05,0.0311733182036471,-1.16026070153333,420.382778114815,1423.64528102443,127.885334771182,37.7627721089114,0.00180490937157718,4.21985374371471,0.0018044805965748,0.00112783888715043,0,28.0371874564788,27.4902,3.6835101354179,57.3640393270822,2.18232770046279,3.80434803068773,1.50118243495511,-1.37474333278084,125.747250664215,6.48039306683648,130.852900398271,-1.35959026938168,-0.00686140046551585,-1.16026070153333,430.464469405989,430.805951515151,-0.0032819670612502,67.362036200111,0.0311733182036471,24.2923844342952,24.3006723529412,5.07754461459241e-06,113.798706594193,1,0,1,0,47143,0,0,0,0,1.37,0.5,"0: Broadleaf",2,"True",1679451161.5,420.382777777778,420.009666666667,24.2941111111111,24.2959444444444,419.745888888889,23.8873777777778,500.277333333333,89.7293555555555,0.100138122222222,28.0429333333333,27.4902,999.9,0,0,10004.1766666667,0,1.05719,0.373148444444445,430.849777777778,430.468222222222,-0.00181388855555556,420.009666666667,24.2959444444444,2.17989444444444,2.18005666666667,18.8153111111111,18.8165111111111,0,0,0,0,2.75106666666667,0,-23.4047666666667,-2.77046666666667,34.812,39.986,37.5,39.201,36.062,0,0,0,1679451184.6,0,1679450769.5,"21:06:09",1679450764,1679450769.5,4,-0.386,0.086,0.636,0.437,420,25,1.08,0.17,0.408078097560976,-0.143435686411149,0.0442261801010662,0,0.0261045759268293,-0.119079841463415,0.0168558638131015,0,0,2,"0/2",2.87811,2.71012,0.0910639,0.0910566,0.102832,0.103078,25725.1,22376.1,25316.3,23964.9,38730.8,35545.7,45734.8,42708.6,1.81133,1.90385,0.0970811,0,25.9065,999.9,58.754,28.832,26.0795,54.3902,41.6146,1,-0.168857,-1.7523,20.2394,5.23511,11.9914,4.95715,3.304,9999,999.9,9999,9999,1.86844,1.86414,1.87176,1.86249,1.86196,1.86844,1.85852,1.86506,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.636,0.407,0.381477694450777,0.000907279173934401,-8.99695527370061e-07,4.44952496222222e-10,0.0156051079356458,-0.0225371605359267,0.00203451205433426,-1.69783905009899e-05,1,1918,2,28,6.7,6.6,1.05225,2.37549,1.44775,2.31079,1.44409,2.40845,33.6029,24.3589,18,426.806,468.706,28.7494,25.3704,30,25.2154,25.2002,21.0993,22.2027,100,28.7528,420,24.3149,96.8202,100.446,NA,5
25,1679452150.1,1828.09999990463,"20230321 21:29:10","21:29:10",5,"pas_smi26_t1_ch5","gibson",1679452147.35,0.00114770960643211,1.14770960643211,-0.811456338290625,420.192300407293,427.879499650655,38.439635563484,37.74903660359,0.0681840824109997,3.75415736489626,0.0675035066834905,0.0422502724429502,0,20.3337063608151,19.98763,2.34481614887773,34.7400766692334,0.844491248486303,2.43088481504188,1.50032490039143,-50.6139936436559,118.070664701003,6.34140472891084,73.7980757862574,-0.803449454837684,1.10834586555754,-0.811456338290625,423.771026293687,424.17243030303,-0.000384258272601662,67.374938679898,1.14770960643211,8.85981328707686,9.40853585294118,0.000726918475197234,113.19959295848,3,1,1,0,48463,0,0,0,0,2.44,0.5,"0: Broadleaf",2,"True",1679452147.35,420.1923,420.0275,9.400206,8.864459,419.1188,9.522831,500.0387,89.7376,0.09992574,20.571,19.98763,999.9,0,0,10030.86,0,0.61206,0.1649108,424.1798,423.784,0.5357457,420.0275,8.864459,0.8435518,0.7954752,4.462096,3.626811,0,0,0,0,2.68365,0,-23.78658,-2.8023,34.4622,40.1498,37.4622,39.125,35.187,0,0,0,1679452171,0,1679451951.1,"21:25:51",1679451944.6,1679451951.1,6,0.035,-0.005,1.073,-0.134,420,8,0.88,0.1,0.204589090243902,-0.339966495470384,0.06333243947976,0,0.542118951219512,-0.0295691289198598,0.00955759610288659,1,1,2,"1/2",2.88012,2.71053,0.0908434,0.0909347,0.0518654,0.049177,25728.4,22388.2,25314.7,23976.1,40961.6,37707.8,45732.2,42729.6,1.80695,1.87332,-0.00376999,0,20.0509,999.9,39.543,28.651,17.3685,54.4794,41.3902,1,-0.174362,2.00198,20.2368,5.23496,11.9899,4.957,3.304,9999,999.9,9999,9999,1.86844,1.86407,1.87179,1.86249,1.86189,1.86844,1.85852,1.86498,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.074,-0.1225,0.81850821349282,0.000907279173934401,-8.99695527370061e-07,4.44952496222222e-10,-0.0778459809654993,-0.0225371605359267,0.00203451205433426,-1.69783905009899e-05,1,1918,2,28,3.4,3.3,1.04126,2.38037,1.44775,2.31079,1.44409,2.38281,33.513,24.3502,18,424.318,449.676,18.352,25.1597,29.9995,25.2082,25.1779,20.8812,58.3025,40.2637,18.3842,420,8.91678,96.8145,100.494,NA,5
26,1679452155.1,1833.09999990463,"20230321 21:29:15","21:29:15",5,"pas_smi26_t1_ch5","gibson",1679452152.6,0.00117786596390918,1.17786596390918,-0.980276699687085,420.245000490912,431.275135939617,38.7445859015729,37.7536685154656,0.0700691946833256,3.74614383002287,0.0693491603943401,0.0434073007327296,0,20.3227655019205,19.9837444444444,2.34425195705086,34.7902848513621,0.845492197853389,2.43025373740303,1.49875975919747,-51.9438890083947,117.752883987331,6.33760338278917,72.1465983617259,-0.965785462900628,1.18617990287386,-0.980276699687085,423.766075969177,424.227618181818,0.00424357144941758,67.374938679898,1.17786596390918,8.84573128534513,9.41016855882353,0.000582742229111599,113.19959295848,4,1,1,0,48718,0,0,0,0,2.44,0.5,"0: Broadleaf",2,"True",1679452152.6,420.245,420.017,9.41137333333334,8.83807111111111,419.171333333333,9.53387,500.092222222222,89.7373333333333,0.0999484222222222,20.5667888888889,19.9837444444444,999.9,0,0,10001.0477777778,0,0.61206,0.227915333333333,424.237666666667,423.762222222222,0.573302,420.017,8.83807111111111,0.844551555555555,0.793105,4.47901666666667,3.58449,0,0,0,0,2.75456666666667,0,-23.7631333333333,-2.83611111111111,34.465,40.1456666666667,37.465,39.125,35.187,0,0,0,1679452175.8,0,1679451951.1,"21:25:51",1679451944.6,1679451951.1,6,0.035,-0.005,1.073,-0.134,420,8,0.88,0.1,0.198919529268293,-0.11583514912892,0.0591499638033835,0,0.545879609756098,0.0919960348432052,0.0149342563613734,1,1,2,"1/2",2.88007,2.71027,0.090848,0.0909356,0.0518667,0.0491086,25728.4,22388.6,25314.7,23976.6,40961,37710.9,45731.6,42730,1.80675,1.87377,-0.00395998,0,20.0492,999.9,39.44,28.651,17.3232,54.1894,41.5064,1,-0.174957,1.99843,20.2368,5.23511,11.9888,4.95715,3.304,9999,999.9,9999,9999,1.86844,1.86408,1.87179,1.86248,1.86192,1.86844,1.85852,1.86501,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.073,-0.1225,0.81850821349282,0.000907279173934401,-8.99695527370061e-07,4.44952496222222e-10,-0.0778459809654993,-0.0225371605359267,0.00203451205433426,-1.69783905009899e-05,1,1918,2,28,3.5,3.4,1.04004,2.37183,1.44775,2.31079,1.44409,2.39746,33.513,24.3589,18,424.172,449.914,18.3828,25.1544,29.9996,25.2035,25.1736,20.8806,58.0173,39.8785,18.3936,420,8.91678,96.8137,100.495,NA,5
27,1679452160.1,1838.09999990463,"20230321 21:29:20","21:29:20",5,"pas_smi26_t1_ch5","gibson",1679452157.3,0.00118681995732012,1.18681995732012,-1.03853455484253,420.237800522384,432.412625760104,38.8465458177552,37.7527990623525,0.0706146892828811,3.75350008525755,0.0698848805137568,0.043742992049508,0,20.3171082783744,19.98219,2.34402628136789,34.7979471386491,0.84545636808045,2.42961564575005,1.49856991328744,-52.3387601178171,117.436845982758,6.30801886927139,71.406104734212,-0.988463149322631,1.1602506371968,-1.03853455484253,423.724107039525,424.226466666667,0.00179895497965122,67.374938679898,1.18681995732012,8.83989272268357,9.41565208823529,-0.000254344719941304,113.19959295848,3,1,1,0,48371,0,0,0,0,2.44,0.5,"0: Broadleaf",2,"True",1679452157.3,420.2378,419.9934,9.41103,8.850226,419.1645,9.533532,500.0622,89.73676,0.09999199,20.56253,19.98219,999.9,0,0,10028.505,0,0.61206,0.2444761,424.2303,423.7436,0.5608052,419.9934,8.850226,0.8445152,0.7941905,4.478403,3.603882,0,0,0,0,2.7885,0,-23.8395,-2.82851,34.4748,40.1684,37.4685,39.125,35.187,0,0,0,1679452181.2,0,1679451951.1,"21:25:51",1679451944.6,1679451951.1,6,0.035,-0.005,1.073,-0.134,420,8,0.88,0.1,0.204918773170732,0.14151628641115,0.0576237148856184,0,0.553314658536585,0.0819179790940761,0.0148975795965191,1,1,2,"1/2",2.88022,2.71038,0.0908522,0.0909336,0.0518965,0.0491755,25728.7,22388.8,25315.1,23976.7,40960.6,37708.6,45732.6,42730.4,1.80713,1.87332,-0.00356883,0,20.0466,999.9,39.342,28.651,17.2792,54.4394,41.5705,1,-0.175165,1.99512,20.2371,5.23526,11.9888,4.95725,3.304,9999,999.9,9999,9999,1.86841,1.86408,1.8718,1.86249,1.86192,1.86844,1.85852,1.86497,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.074,-0.1224,0.81850821349282,0.000907279173934401,-8.99695527370061e-07,4.44952496222222e-10,-0.0778459809654993,-0.0225371605359267,0.00203451205433426,-1.69783905009899e-05,1,1918,2,28,3.6,3.5,1.04126,2.38525,1.44775,2.31079,1.44409,2.30957,33.5355,24.3502,18,424.344,449.605,18.3981,25.1491,29.9998,25.1987,25.1694,20.8793,58.0173,39.8785,18.4057,420,8.91678,96.8155,100.496,NA,5
28,1679452165.1,1843.09999990463,"20230321 21:29:25","21:29:25",5,"pas_smi26_t1_ch5","gibson",1679452162.6,0.00117725317252578,1.17725317252578,-1.26246231944209,420.231556189501,437.686378620063,39.3192522586507,37.7512103916842,0.0700514524782925,3.74190611678735,0.0693309747765505,0.0433959736453787,0,20.3201189731104,19.9838333333333,2.34426486259747,34.8143645085388,0.845946406578923,2.42987749028548,1.49831845601854,-51.9168649083867,117.095172086276,6.30926356254232,71.4875707404319,-0.910808213120672,1.18654655729429,-1.26246231944209,423.773371177469,424.276048484848,0.0239948462708988,67.374938679898,1.17725317252578,8.84720846026759,9.41352111764706,0.000322289900532027,113.19959295848,3,1,1,0,48661,0,0,0,0,2.44,0.5,"0: Broadleaf",2,"True",1679452162.6,420.231555555556,420.030444444444,9.41674111111111,8.84325777777778,419.157888888889,9.53917666666667,500.086111111111,89.7342444444444,0.100061988888889,20.5642777777778,19.9838333333333,999.9,0,0,9985.62333333333,0,0.61206,0.201131111111111,424.226444444444,423.778111111111,0.573483555555556,420.030444444444,8.84325777777778,0.845004222222222,0.793543,4.48667111111111,3.59232111111111,0,0,0,0,2.82938888888889,0,-23.9224888888889,-2.80087777777778,34.437,40.1663333333333,37.465,39.1387777777778,35.1732222222222,0,0,0,1679452186,0,1679451951.1,"21:25:51",1679451944.6,1679451951.1,6,0.035,-0.005,1.073,-0.134,420,8,0.88,0.1,0.196565846341463,0.282519610452962,0.052600358023061,0,0.55813343902439,0.119802418118466,0.0162536928637678,0,0,2,"0/2",2.88025,2.71014,0.0908642,0.0909341,0.0518882,0.0491361,25729,22388.7,25315.7,23976.6,40961.3,37710.1,45733,42730.3,1.8072,1.87342,-0.00394508,0,20.0432,999.9,39.244,28.651,17.2369,53.8494,41.6466,1,-0.175813,1.99367,20.237,5.23511,11.9897,4.95715,3.304,9999,999.9,9999,9999,1.86844,1.86407,1.87179,1.86249,1.86192,1.86844,1.85852,1.86499,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.074,-0.1225,0.81850821349282,0.000907279173934401,-8.99695527370061e-07,4.44952496222222e-10,-0.0778459809654993,-0.0225371605359267,0.00203451205433426,-1.69783905009899e-05,1,1918,2,28,3.7,3.6,1.04004,2.37915,1.44775,2.31079,1.44409,2.38281,33.513,24.3502,18,424.355,449.626,18.4116,25.1438,29.9996,25.1945,25.1646,20.8781,57.7368,39.501,18.4166,420,8.91678,96.8169,100.496,NA,5
29,1679452170.1,1848.09999990463,"20230321 21:29:30","21:29:30",5,"pas_smi26_t1_ch5","gibson",1679452167.3,0.00117690064434274,1.17690064434274,-0.638648017649412,420.240900322258,423.517828407623,38.0466862609753,37.7523037193183,0.0700171485062425,3.74627724878121,0.0692982028790739,0.0433753558792482,0,20.3187343001179,19.98393,2.34427889745006,34.8074552117489,0.84568842060402,2.42961864192406,1.49859047684604,-51.9013184155148,116.86347580838,6.28937986940253,71.2515372622676,-1.03493127254473,1.20163921983067,-0.638648017649412,423.738562184492,424.17616969697,-0.0248799630100508,67.374938679898,1.17690064434274,8.84310946133794,9.41222767647058,-2.81629495996519e-05,113.19959295848,3,1,1,0,48347,0,0,0,0,2.44,0.5,"0: Broadleaf",2,"True",1679452167.3,420.2409,419.9823,9.413806,8.832965,419.1672,9.536276,500.0333,89.73495,0.09996062,20.56255,19.98393,999.9,0,0,10001.81,0,0.61206,0.2584686,424.2345,423.725,0.5808404,419.9823,8.832965,0.8447474,0.7926258,4.482331,3.575913,0,0,0,0,2.81405,0,-23.86669,-2.82132,34.437,40.1498,37.437,39.125,35.1808,0,0,0,1679452190.8,0,1679451951.1,"21:25:51",1679451944.6,1679451951.1,6,0.035,-0.005,1.073,-0.134,420,8,0.88,0.1,0.223276170731707,0.213679756097561,0.0462694875157576,0,0.568509926829268,0.0613981463414648,0.0105991733994092,1,1,2,"1/2",2.88048,2.71018,0.0908452,0.090929,0.0518707,0.0490313,25729.7,22389,25315.9,23976.8,40962.7,37714.8,45733.7,42730.9,1.80725,1.8733,-0.00356138,0,20.0397,999.9,39.147,28.661,17.2035,54.6094,41.7147,1,-0.176153,1.98245,20.2371,5.23511,11.9896,4.9571,3.304,9999,999.9,9999,9999,1.86843,1.86408,1.8718,1.86248,1.86193,1.86844,1.85852,1.86498,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.074,-0.1225,0.81850821349282,0.000907279173934401,-8.99695527370061e-07,4.44952496222222e-10,-0.0778459809654993,-0.0225371605359267,0.00203451205433426,-1.69783905009899e-05,1,1918,2,28,3.8,3.6,1.04126,2.37671,1.44775,2.31079,1.44409,2.38281,33.513,24.3502,18,424.351,449.511,18.423,25.1384,29.9996,25.1903,25.1599,20.8796,57.4604,39.501,18.4294,420,8.91678,96.8181,100.497,NA,5
30,1679452175.1,1853.09999990463,"20230321 21:29:35","21:29:35",5,"pas_smi26_t1_ch5","gibson",1679452172.6,0.00120603981677379,1.20603981677379,-0.71855036553045,420.129111474762,424.830711099569,38.1647150743901,37.7423463392998,0.0717812003447305,3.74139153144839,0.0710248068800639,0.04445779892192,0,20.3130603765246,19.9767111111111,2.34323100299979,34.7714904750521,0.844849631849588,2.42971934854432,1.49838137115021,-53.1863559197241,118.302751669451,6.37493995967887,71.4913357094058,-0.716324421172211,1.20200704650109,-0.71855036553045,423.765007722046,424.122236363636,-0.000708913640415715,67.374938679898,1.20603981677379,8.81666691360383,9.4007989117647,-0.000145275469755921,113.19959295848,3,1,1,0,48292,0,0,0,0,2.44,0.5,"0: Broadleaf",2,"True",1679452172.6,420.129111111111,420.026,9.40444777777778,8.82347555555556,419.055444444445,9.52702444444444,500.078111111111,89.7351555555556,0.0999577666666667,20.5632222222222,19.9767111111111,999.9,0,0,9983.60777777778,0,0.61206,0.102901977777778,424.117666666667,423.765111111111,0.580971,420.026,8.82347555555556,0.843909333333333,0.791775777777778,4.46815111111111,3.56070666666667,0,0,0,0,2.78656666666667,0,-23.9587666666667,-2.80365555555556,34.437,40.1525555555556,37.472,39.125,35.1732222222222,0,0,0,1679452196.2,0,1679451951.1,"21:25:51",1679451944.6,1679451951.1,6,0.035,-0.005,1.073,-0.134,420,8,0.88,0.1,0.212851117073171,-0.270171441114983,0.0633596680063514,0,0.574326634146342,0.0740539442508717,0.0105428639783576,1,1,2,"1/2",2.88039,2.71013,0.0908429,0.0909364,0.0518409,0.0491033,25730,22389.1,25316.1,23977,40964.3,37712.1,45734,42731.1,1.80735,1.87332,-0.00384822,0,20.0372,999.9,39.049,28.651,17.1513,54.6494,41.871,1,-0.17643,1.9666,20.2371,5.23526,11.9882,4.95705,3.304,9999,999.9,9999,9999,1.86844,1.86411,1.8718,1.86249,1.86197,1.86844,1.85852,1.86498,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.074,-0.1226,0.81850821349282,0.000907279173934401,-8.99695527370061e-07,4.44952496222222e-10,-0.0778459809654993,-0.0225371605359267,0.00203451205433426,-1.69783905009899e-05,1,1918,2,28,3.8,3.7,1.04126,2.38403,1.44897,2.31079,1.44409,2.37183,33.513,24.3502,18,424.373,449.491,18.435,25.1322,29.9997,25.1857,25.1557,20.8813,57.4604,39.1136,18.4422,420,8.91678,96.8188,100.498,NA,5
31,1679452180.1,1858.09999990463,"20230321 21:29:40","21:29:40",5,"pas_smi26_t1_ch5","gibson",1679452177.3,0.00117118973586128,1.17118973586128,-1.08659035493089,420.193300548263,433.779086997232,38.9687248452791,37.7482400644165,0.0696854095018696,3.73737228226015,0.0689715448795978,0.0431707438971462,0,20.3207091443477,19.97685,2.34325116024818,34.7698700111274,0.844845044435975,2.42981939295602,1.4984061158122,-51.6494673514823,118.282228469048,6.38071492645801,73.0134760440235,-0.898147867651806,1.19415571871282,-1.08659035493089,423.71988723461,424.239054545455,0.00317713140518209,67.374938679898,1.17118973586128,8.83899585809126,9.40482538235294,3.0041518519494e-05,113.19959295848,3,1,1,0,48510,0,0,0,0,2.44,0.5,"0: Broadleaf",2,"True",1679452177.3,420.1933,419.9999,9.404365,8.827185,419.1198,9.526945,500.0759,89.73542,0.09999626,20.56389,19.97685,999.9,0,0,9968.632,0,0.61206,0.19320056,424.1825,423.7405,0.5771809,419.9999,8.827185,0.8439046,0.7921111,4.468072,3.566703,0,0,0,0,2.68918,0,-23.75082,-2.81339,34.437,40.156,37.4622,39.125,35.1746,0,0,0,1679452201,0,1679451951.1,"21:25:51",1679451944.6,1679451951.1,6,0.035,-0.005,1.073,-0.134,420,8,0.88,0.1,0.195432312195122,-0.236735017421604,0.0656521198095456,0,0.575994292682927,0.0338828362369343,0.00921610255236996,1,1,2,"1/2",2.88021,2.7102,0.0908616,0.0909442,0.051839,0.0489963,25730.1,22389,25316.7,23977.1,40965.1,37716.5,45734.8,42731.2,1.80747,1.87355,-0.00284985,0,20.0355,999.9,38.945,28.661,17.1135,54.9594,41.9191,1,-0.176982,1.92849,20.2375,5.23496,11.9887,4.957,3.304,9999,999.9,9999,9999,1.86844,1.8641,1.8718,1.86249,1.86195,1.86845,1.85852,1.865,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.074,-0.1226,0.81850821349282,0.000907279173934401,-8.99695527370061e-07,4.44952496222222e-10,-0.0778459809654993,-0.0225371605359267,0.00203451205433426,-1.69783905009899e-05,1,1918,2,28,3.9,3.8,1.04126,2.3938,1.44897,2.31079,1.44409,2.26685,33.513,24.3502,18,424.411,449.592,18.4479,25.1269,29.9997,25.1815,25.1515,20.8768,57.1414,39.1136,18.4595,420,8.91678,96.8206,100.498,NA,5
32,1679452185.1,1863.09999990463,"20230321 21:29:45","21:29:45",5,"pas_smi26_t1_ch5","gibson",1679452182.6,0.00120942544990987,1.20942544990987,-0.966706486536096,420.287889374092,430.447551889262,38.6690009703246,37.7563137034719,0.0718725994531092,3.75036685043466,0.0711160836729642,0.0445148585357757,0,20.3129055382353,19.9880222222222,2.34487310707987,34.7462301181904,0.844234719298901,2.42971601934141,1.50063838778097,-53.3356623410251,116.295066992722,6.25211578999001,69.2115204416867,-1.02921883873186,1.17990220827578,-0.966706486536096,423.775817916206,424.258012121212,-0.00127441493198158,67.374938679898,1.20942544990987,8.81034012285417,9.39579305882353,-0.000106293530406666,113.19959295848,3,1,1,0,48531,0,0,0,0,2.44,0.5,"0: Broadleaf",2,"True",1679452182.6,420.287888888889,420.027666666667,9.39767666666667,8.82737888888889,419.214222222222,9.52033333333333,500.073111111111,89.7344777777778,0.0999301555555556,20.5632,19.9880222222222,999.9,0,0,10017.0888888889,0,0.61206,0.260030333333333,424.274888888889,423.768666666667,0.570300111111111,420.027666666667,8.82737888888889,0.843295666666667,0.792120111111111,4.45776222222222,3.56686444444444,0,0,0,0,2.71565555555556,0,-23.8283,-2.77917777777778,34.437,40.1318888888889,37.437,39.125,35.1732222222222,0,0,0,1679452205.8,0,1679451951.1,"21:25:51",1679451944.6,1679451951.1,6,0.035,-0.005,1.073,-0.134,420,8,0.88,0.1,0.206018995121951,-0.0443060905923344,0.0674796671989926,1,0.578743634146342,-0.00902314285714182,0.00934339621429867,1,2,2,"2/2",2.88032,2.71038,0.090865,0.0909335,0.0518223,0.0491347,25730.1,22389.9,25316.7,23977.8,40965.8,37712.1,45734.7,42732.5,1.80765,1.87365,-0.00270456,0,20.0333,999.9,38.848,28.661,17.0712,54.6394,42.0032,1,-0.177482,1.92962,20.2374,5.23496,11.99,4.9571,3.304,9999,999.9,9999,9999,1.86843,1.86409,1.87179,1.86248,1.86192,1.86844,1.85852,1.865,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.073,-0.1227,0.81850821349282,0.000907279173934401,-8.99695527370061e-07,4.44952496222222e-10,-0.0778459809654993,-0.0225371605359267,0.00203451205433426,-1.69783905009899e-05,1,1918,2,28,4,3.9,1.04126,2.38892,1.44897,2.31079,1.44409,2.32788,33.513,24.3502,18,424.473,449.613,18.4651,25.1216,29.9996,25.1768,25.1467,20.8794,56.8451,38.7292,18.4707,420,8.91678,96.8207,100.501,NA,5
33,1679452190.1,1868.09999990463,"20230321 21:29:50","21:29:50",5,"pas_smi26_t1_ch5","gibson",1679452187.3,0.00115655251582053,1.15655251582053,-1.06749133317227,420.261900535445,433.742510666035,38.9651976913698,37.7541689685173,0.0686778117057839,3.74861236596343,0.0679863876868206,0.0425530337623309,0,20.3243715482438,19.99334,2.34564547023575,34.7579412011253,0.844552071449238,2.42981040379312,1.50109339878651,-51.0039659476856,115.293284871116,6.20134873777644,70.4906676612065,-1.02438962514268,1.14565467960997,-1.06749133317227,423.70786221441,424.244478787879,-0.00224497659093641,67.374938679898,1.15655251582053,8.84444022566807,9.40291520588235,6.32748152800662e-05,113.19959295848,3,1,1,0,48594,0,0,0,0,2.44,0.5,"0: Broadleaf",2,"True",1679452187.3,420.2619,419.997,9.401162,8.847427,419.1883,9.523778,500.0799,89.73486,0.09999993,20.56383,19.99334,999.9,0,0,10010.513,0,0.61206,0.2648039,424.2504,423.7461,0.5537361,419.997,8.847427,0.843612,0.7939228,4.463116,3.599104,0,0,0,0,2.72233,0,-23.88088,-2.78885,34.437,40.1374,37.437,39.125,35.1746,0,0,0,1679452211.2,0,1679451951.1,"21:25:51",1679451944.6,1679451951.1,6,0.035,-0.005,1.073,-0.134,420,8,0.88,0.1,0.213417604878049,0.445757310104529,0.0761724757116885,0,0.573540634146341,-0.107766648083624,0.0141204374539368,0,0,2,"0/2",2.88037,2.71036,0.0908551,0.0909482,0.0518414,0.0491484,25730.9,22389.9,25317.2,23978.1,40965.3,37712.3,45735.1,42733.3,1.80748,1.87342,-0.00221282,0,20.0312,999.9,38.725,28.661,17.0196,54.2294,42.0072,1,-0.177691,1.94039,20.2373,5.23496,11.9905,4.95695,3.304,9999,999.9,9999,9999,1.86843,1.86407,1.87178,1.86246,1.86191,1.86844,1.85852,1.86499,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.073,-0.1226,0.81850821349282,0.000907279173934401,-8.99695527370061e-07,4.44952496222222e-10,-0.0778459809654993,-0.0225371605359267,0.00203451205433426,-1.69783905009899e-05,1,1918,2,28,4.1,4,1.04004,2.39014,1.44775,2.31079,1.44409,2.27173,33.513,24.3502,18,424.344,449.441,18.4761,25.1158,29.9997,25.1726,25.1425,20.8767,56.8451,38.7292,18.4779,420,8.91678,96.8219,100.503,NA,5
