obs,time,elapsed,date,hhmmss,averaging,id,machine,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd.dt,αVc,Edyn,Hr,Hs,dHs.dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME.1,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time.1,hhmmss.1,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2.MN,ΔCO2.SLP,ΔCO2.SD,ΔCO2.OK,ΔH2O.MN,ΔH2O.SLP,ΔH2O.SD,ΔH2O.OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_.,Flow_.,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccH2O_des,CO2_hrs,AccH2O_hum,AccCO2_soda,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_.,Desiccant_.,Humidifier_.,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r,NA.,chamber
192,1679424076,2411.4,20230321 13:41:16,13:41:16,5,pas_smi25_t1_ch5,gibson,1679424069,0.001525462,1.525462072,25.0751774,1530.656659,1040.459926,93.51492468,137.5730469,0.089130125,4.229460569,0.088099649,0.055153872,321.5131367,28.23813753,27.53098148,3.692309838,60.46948755,2.186947727,3.616613627,1.505362111,-67.27287737,-80.63162717,-4.128885214,169.4797469,117.4880339,1.525837602,25.0751774,1616.052668,1592.747455,3.344263587,67.67971381,1.525462072,23.92235172,24.329505,5.29E-05,125.5925992,4,1,1,0,47646,1999.985556,1681.187578,0.84059986,0.160757729,1.37,0.5,0: Broadleaf,2,TRUE,1679424069,1530.656667,1563.474074,24.33228148,23.92455185,1529.66037,24.07608519,500.2171111,89.77851111,0.099938156,27.17736296,27.53098148,999.9,0,0,10029.10556,0,11.6291,-32.8179963,1568.82963,1601.797407,0.40773263,1563.474074,23.92455185,2.184515185,2.14791,18.84920741,18.5789963,1999.985556,0.980005444,0.019994741,0,2.45837037,0,2642.251481,16705.32593,43.687,45.35633333,44.625,43.61566667,43.24766667,1959.995556,39.99037037,0,1679424096,0,1679416288,11:31:27,1679416288,1679416288,2,-0.389,0.348,0.376,0.446,419,29,0.41,0.14,-32.6274,-2.143197909,0.68868216,0,0.410592317,-0.036454077,0.005616572,1,1,2,2-Jan,2.86228,2.71063,0.217087,0.219447,0.102975,0.101581,22182.3,19136.8,25351.3,23874,38809.8,35480.9,45828.4,42558.8,1.78113,1.88028,0.0976175,0,25.9419,999.9,58.778,29.547,27.1772,54.2117,43.8622,1,-0.0150813,1.03979,20.2258,5.23361,11.9867,4.9568,3.30395,9999,999.9,9999,9999,1.86844,1.86417,1.87179,1.86255,1.86203,1.86846,1.85852,1.86508,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.03,0.256,0.120863778,0.000907279,-9.00E-07,4.45E-10,-0.143567473,-0.022537161,0.002034512,-1.70E-05,1,1918,2,28,129.8,129.8,3.05298,2.31201,1.44775,2.30835,1.44409,2.44873,35.0134,24.3327,18,423.531,469.839,24.6612,27.2258,30.0002,27.0839,27.0638,61.1321,27.9849,100,24.6323,1605.17,23.9653,96.9955,100.083,NA,5
193,1679427080,5414.9,20230321 14:31:19,14:31:19,5,pas_smi26_t1_ch5,gibson,1679427072,0.001921928,1.921927979,7.630355917,415.7178349,298.0123431,26.75363738,37.32048172,0.114690024,3.743703319,0.112773236,0.07065282,321.5167081,20.82864547,20.01502903,2.348797932,36.69687232,0.846063508,2.305546643,1.502734424,-84.75702386,-60.51335136,-3.245368711,173.0009642,7.65824947,1.920788661,7.630355917,423.4231955,419.6668364,0.000467041,67.71947735,1.921927979,8.496177852,9.424866735,3.51E-07,134.5106282,3,1,1,0,48381,2000.008065,1681.206474,0.840599848,0.160757706,2.44,0.5,0: Broadleaf,2,TRUE,1679427072,415.7178387,419.8430968,9.424414516,8.496272258,415.3435484,9.611720968,500.1986129,89.67359032,0.099997887,19.71520645,20.01502903,999.9,0,0,9999.068387,0,8.519662258,-4.125181613,419.6730323,423.4407742,0.928142226,419.8430968,8.496272258,0.845121065,0.761891387,4.488648065,3.016429355,2000.008065,0.980005742,0.0199946,0,2.556877419,0,5408.964194,16705.5129,41.86687097,44.10874194,43.09858065,42.0863871,40.937,1960.018065,39.99,0,1679427100,0,1679416288,11:31:27,1679416288,1679416288,2,-0.389,0.348,0.376,0.446,419,29,0.41,0.14,-4.129603,0.025929231,0.023441801,1,0.92875495,-0.008353734,0.001419645,1,2,2,2-Feb,2.87646,2.71027,0.0900757,0.0907472,0.0521204,0.0475511,25844.4,22367.4,25409.3,23950.8,41110.2,37733.8,45911.6,42686.7,1.803,1.85105,0.029102,0,19.5423,999.9,25.278,30.041,12.0377,54.231,44.9519,1,-0.124619,4.68029,20.1709,5.23556,11.992,4.95765,3.30395,9999,999.9,9999,9999,1.86844,1.86417,1.87178,1.86252,1.86198,1.86844,1.85853,1.86508,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.374,-0.1873,0.120863778,0.000907279,-9.00E-07,4.45E-10,-0.143567473,-0.022537161,0.002034512,-1.70E-05,1,1918,2,28,179.9,179.9,1.04248,2.35229,1.44775,2.30469,1.44409,2.4646,34.8525,24.3064,18,425.004,439.499,14.6896,25.6021,30.0002,25.5985,25.5712,20.9082,28.9414,7.39885,14.6783,413.107,8.53174,97.1879,100.391,NA,5
194,1679427085,5419.9,20230321 14:31:24,14:31:24,5,pas_smi26_t1_ch5,gibson,1679427077,0.0019197,1.91970026,8.022528937,415.7096511,292.3722866,26.24733485,37.31978342,0.114530556,3.743457948,0.112618924,0.070555922,321.5145604,20.82918781,20.01729655,2.349127726,36.69753521,0.846079901,2.305549667,1.503047825,-84.65878146,-60.96274452,-3.269722589,172.6233118,7.427611674,1.920968659,8.022528937,423.5742321,419.6292061,-0.000400087,67.71947735,1.91970026,8.496349042,9.423964529,1.23E-06,134.5106282,3,1,1,0,48498,1999.994483,1681.195076,0.840599857,0.160757724,2.44,0.5,0: Broadleaf,2,TRUE,1679427077,415.7096552,419.7224828,9.424587931,8.496347931,415.3353793,9.611892069,500.1927241,89.67368276,0.099992979,19.71522759,20.01729655,999.9,0,0,9998.144483,0,8.537135517,-4.012727586,419.6648621,423.3191034,0.92824069,419.7224828,8.496347931,0.845137517,0.761898828,4.488925172,3.016568276,1999.994483,0.980005448,0.019994828,0,2.63527931,0,5408.454828,16705.4,41.87065517,44.10327586,43.08589655,42.09458621,40.937,1960.004138,39.99034483,0,1679427105,0,1679416288,11:31:27,1679416288,1679416288,2,-0.389,0.348,0.376,0.446,419,29,0.41,0.14,-4.106209756,0.326690592,0.101910926,0,0.928412463,0.000759429,0.000982315,1,1,2,2-Jan,2.87607,2.71007,0.0900584,0.0903599,0.0521146,0.0475548,25844.8,22377,25409.2,23951,41110,37733.4,45911.2,42686.4,1.80313,1.85133,0.0281185,0,19.5457,999.9,25.278,30.041,12.0371,54.361,45.8934,1,-0.124388,4.71454,20.1698,5.23541,11.992,4.9572,3.304,9999,999.9,9999,9999,1.86844,1.86417,1.8718,1.86253,1.86202,1.86844,1.85854,1.86506,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.374,-0.1873,0.120863778,0.000907279,-9.00E-07,4.45E-10,-0.143567473,-0.022537161,0.002034512,-1.70E-05,1,1918,2,28,179.9,179.9,1.01685,2.37549,1.44775,2.30469,1.44409,2.34741,34.8525,24.2976,18,425.09,439.663,14.6724,25.6021,30.0003,25.6006,25.5712,20.3725,28.9414,7.39885,14.6575,399.702,8.53174,97.1871,100.391,NA,5
195,1679427090,5424.9,20230321 14:31:29,14:31:29,5,pas_smi26_t1_ch5,gibson,1679427082,0.001919438,1.919438304,7.805232558,415.2992818,295.0068985,26.48392614,37.28304511,0.114525354,3.742439666,0.112613383,0.070552489,321.5176647,20.82851746,20.01643571,2.349002518,36.69990623,0.846080607,2.30540264,1.502921911,-84.64722923,-60.97980528,-3.271495907,172.6191343,2.900731464,1.919891049,7.805232558,417.2650638,416.703,-0.657432508,67.71947735,1.919438304,8.497422192,9.424954941,-1.13E-06,134.5106282,3,1,1,0,48598,2000.013929,1681.211411,0.840599851,0.160757713,2.44,0.5,0: Broadleaf,2,TRUE,1679427082,415.2992857,417.1032857,9.42457,8.496829286,414.9250714,9.611873214,500.1811786,89.67395357,0.099967896,19.7142,20.01643571,999.9,0,0,9994.323214,0,8.555874643,-1.803902464,419.2505357,420.6776786,0.927740714,417.1032857,8.496829286,0.845138464,0.761944286,4.488940714,3.017411429,2000.013929,0.980005714,0.019994621,0,2.655571429,0,5408.321429,16705.56429,41.8705,44.10025,43.098,42.10025,40.937,1960.023571,39.99035714,0,1679427110,0,1679416288,11:31:27,1679416288,1679416288,2,-0.389,0.348,0.376,0.446,419,29,0.41,0.14,-2.482906561,23.01483403,3.020528624,0,0.927741902,-0.00608354,0.001280954,1,1,2,2-Jan,2.87614,2.71025,0.0894878,0.0882973,0.0521196,0.0475575,25860.8,22427.2,25409,23950.4,41109.7,37732.7,45911.1,42685.8,1.803,1.85123,0.0282004,0,19.5497,999.9,25.278,30.041,12.0371,54.371,45.5769,1,-0.124187,4.72843,20.1692,5.23376,11.992,4.9569,3.30365,9999,999.9,9999,9999,1.86844,1.86417,1.8718,1.86253,1.86202,1.86844,1.85853,1.86505,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.373,-0.1873,0.120863778,0.000907279,-9.00E-07,4.45E-10,-0.143567473,-0.022537161,0.002034512,-1.70E-05,1,1918,2,28,180,180,0.986328,2.35474,1.44775,2.30469,1.44409,2.44995,34.8525,24.3064,18,425.019,439.604,14.6535,25.6021,30.0001,25.6006,25.5712,19.7651,28.9414,7.39885,14.6446,386.261,8.53174,97.1868,100.389,NA,5
196,1679427095,5429.9,20230321 14:31:34,14:31:34,5,pas_smi26_t1_ch5,gibson,1679427087,0.001916713,1.916713479,7.772116541,412.7543294,292.857694,26.29101729,37.0546222,0.114379511,3.741099659,0.112471692,0.070463567,321.5157003,20.82708724,20.01488519,2.348777012,36.70588647,0.846094192,2.305064048,1.502682819,-84.52706444,-61.12257795,-3.280264232,172.5857937,-7.879466007,1.918511378,7.772116541,402.7578185,408.0159152,-1.821399856,67.71947735,1.916713479,8.498025267,9.424210059,8.08E-07,134.5106282,3,1,1,0,48587,2000.001481,1681.200967,0.840599861,0.160757731,2.44,0.5,0: Broadleaf,2,TRUE,1679427087,412.7543333,409.2968889,9.424709259,8.497648148,412.3810741,9.612010741,500.1880741,89.67402963,0.100006796,19.71183333,20.01488519,999.9,0,0,9989.326667,0,8.56884,3.457421889,416.6814815,412.8048148,0.927060815,409.2968889,8.497648148,0.84515163,0.762018296,4.489163704,3.018785185,2000.001481,0.980005407,0.019994859,0,2.623588889,0,5408.96037,16705.45556,41.875,44.104,43.104,42.097,40.937,1960.010741,39.99074074,0,1679427115,0,1679416288,11:31:27,1679416288,1679416288,2,-0.389,0.348,0.376,0.446,419,29,0.41,0.14,0.314835878,52.05479477,5.740636246,0,0.927534707,-0.007343331,0.001296839,1,1,2,2-Jan,2.87641,2.71022,0.0879661,0.0854993,0.0521204,0.0475613,25904.2,22495.8,25409.3,23950.2,41109.9,37732.2,45911.4,42685.6,1.8033,1.85098,0.0275001,0,19.5531,999.9,25.278,30.041,12.0387,54.741,44.984,1,-0.124121,4.73274,20.1692,5.23526,11.992,4.9572,3.304,9999,999.9,9999,9999,1.86844,1.86416,1.87179,1.86252,1.86197,1.86845,1.85855,1.86503,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.369,-0.1873,0.120863778,0.000907279,-9.00E-07,4.45E-10,-0.143567473,-0.022537161,0.002034512,-1.70E-05,1,1918,2,28,180.1,180.1,0.953369,2.37427,1.44775,2.30469,1.44409,2.41943,34.8525,24.3064,18,425.187,439.454,14.6379,25.6042,30.0001,25.6006,25.5712,19.0807,28.9414,7.39885,14.6296,366.097,8.53174,97.1876,100.389,NA,5
197,1679427100,5434.9,20230321 14:31:39,14:31:39,5,pas_smi26_t1_ch5,gibson,1679427092,0.001915841,1.91584074,8.302842822,406.7402816,279.5760418,25.09855755,36.51455361,0.114376152,3.743805818,0.112469799,0.070462256,321.5182347,20.82306936,20.01028929,2.348108701,36.7133811,0.846085891,2.304570884,1.50202281,-84.48857663,-60.93502713,-3.267700495,172.8269304,-20.77472583,1.917184463,8.302842822,385.9633302,395.0491758,-2.641394436,67.71947735,1.91584074,8.498678957,9.424450471,6.21E-07,134.5106282,3,1,1,0,48727,2000.0175,1681.214411,0.84059985,0.160757711,2.44,0.5,0: Broadleaf,2,TRUE,1679427092,406.7402857,396.9863571,9.424658929,8.498232143,406.3693929,9.611960714,500.1843929,89.67366429,0.099970804,19.70838571,20.01028929,999.9,0,0,9999.441786,0,8.56884,9.75383825,410.6101786,400.3890357,0.926426714,396.9863571,8.498232143,0.845143679,0.762067536,4.489028929,3.019697143,2000.0175,0.980005714,0.019994621,0,2.623360714,0,5410.609643,16705.58929,41.875,44.10475,43.116,42.08675,40.937,1960.027143,39.99035714,0,1679427120,0,1679416288,11:31:27,1679416288,1679416288,2,-0.389,0.348,0.376,0.446,419,29,0.41,0.14,5.13284661,78.5609699,7.893513363,0,0.927168171,-0.00812954,0.001264327,1,1,2,2-Jan,2.87617,2.71033,0.0857621,0.0827221,0.0521146,0.047556,25966.5,22563.9,25408.9,23949.9,41109.8,37731.8,45911.1,42684.9,1.80298,1.85105,0.026837,0,19.5565,999.9,25.278,30.041,12.0388,53.911,45.1442,1,-0.124154,4.72142,20.1696,5.23526,11.992,4.9573,3.304,9999,999.9,9999,9999,1.86844,1.86417,1.87179,1.86252,1.86197,1.86844,1.85853,1.86502,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.364,-0.1873,0.120863778,0.000907279,-9.00E-07,4.45E-10,-0.143567473,-0.022537161,0.002034512,-1.70E-05,1,1918,2,28,180.2,180.2,0.921631,2.39136,1.44775,2.30469,1.44409,2.30591,34.8525,24.2976,18,425.005,439.499,14.6235,25.6042,30.0001,25.6006,25.5712,18.4506,28.9414,7.39885,14.621,352.594,8.53174,97.1866,100.387,NA,5
198,1679427105,5439.9,20230321 14:31:44,14:31:44,5,pas_smi26_t1_ch5,gibson,1679427097,0.00191881,1.918810097,8.05990895,395.8228478,272.5816759,24.47046064,35.53418397,0.114607859,3.74346095,0.112693671,0.070602863,321.5185753,20.81873574,20.00574444,2.34744798,36.72233994,0.846091782,2.304024698,1.501356198,-84.61952529,-60.78293615,-3.259705103,172.8564088,-32.58282372,1.918445058,8.05990895,369.4513638,380.305697,-2.972125221,67.71947735,1.918810097,8.497682837,9.424881029,-6.76E-07,134.5106282,3,1,1,0,48624,2000.01963,1681.2162,0.84059985,0.16075771,2.44,0.5,0: Broadleaf,2,TRUE,1679427097,395.8228519,380.2990741,9.424796667,8.497781481,395.4563333,9.612097407,500.1955185,89.67292963,0.100018459,19.70456667,20.00574444,999.9,0,0,9998.23963,0,8.56884,15.52366593,399.5888889,383.5584815,0.927016037,380.2990741,8.497781481,0.845149074,0.762020852,4.489121481,3.018831111,2000.01963,0.980005704,0.01999463,0,2.657103704,0,5413.257037,16705.60741,41.875,44.111,43.118,42.083,40.937,1960.029259,39.99037037,0,1679427125,0,1679416288,11:31:27,1679416288,1679416288,2,-0.389,0.348,0.376,0.446,419,29,0.41,0.14,10.60464734,72.40914439,7.35941639,0,0.926705073,0.002058,0.000785489,1,1,2,2-Jan,2.87596,2.71013,0.083256,0.0799968,0.0521171,0.0475461,26037.7,22631.3,25408.9,23950.4,41110,37732.6,45911.5,42685.4,1.80303,1.85128,0.0263005,0,19.5586,999.9,25.278,30.041,12.0386,54.701,45.9014,1,-0.124146,4.69307,20.1704,5.23541,11.992,4.9572,3.3039,9999,999.9,9999,9999,1.86844,1.86417,1.87179,1.86249,1.86199,1.86844,1.85852,1.86503,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.358,-0.1873,0.120863778,0.000907279,-9.00E-07,4.45E-10,-0.143567473,-0.022537161,0.002034512,-1.70E-05,1,1918,2,28,180.3,180.3,0.887451,2.37793,1.44775,2.30469,1.44409,2.23511,34.8525,24.2976,18,425.034,439.633,14.6158,25.6042,30.0001,25.6006,25.5712,17.7409,28.9414,7.39885,14.6202,332.349,8.53174,97.1872,100.389,NA,5
199,1679427110,5444.9,20230321 14:31:49,14:31:49,5,pas_smi26_t1_ch5,gibson,1679427102,0.001917743,1.917743048,7.585570465,383.1798177,266.9278303,23.96243889,34.39852245,0.114622786,3.74866767,0.112710715,0.070613332,321.517359,20.81458851,19.99795357,2.346315734,36.72671601,0.846040562,2.303610708,1.500275171,-84.57246841,-59.87807929,-3.206543163,173.8602681,-38.08477019,1.919200445,7.585570465,353.7285171,365.1462121,-3.038276988,67.71947735,1.917743048,8.49566831,9.422362382,5.43E-07,134.5106282,3,1,1,0,48903,2000.012143,1681.2099,0.840599846,0.160757703,2.44,0.5,0: Broadleaf,2,TRUE,1679427102,383.1798214,364.9600357,9.424406786,8.497005,382.8184286,9.611711786,500.1840714,89.67132857,0.099898589,19.70167143,19.99795357,999.9,0,0,10017.81143,0,8.56884,18.21966071,386.8252857,368.0876429,0.927401571,364.9600357,8.497005,0.845099143,0.76193775,4.488275714,3.017291071,2000.012143,0.980005714,0.019994621,0,2.745478571,0,5415.853929,16705.55,41.875,44.107,43.1205,42.08675,40.937,1960.022143,39.99,0,1679427130,0,1679416288,11:31:27,1679416288,1679416288,2,-0.389,0.348,0.376,0.446,419,29,0.41,0.14,15.40634073,41.72732049,4.436198947,0,0.927219829,0.006036397,0.001018587,1,1,2,2-Jan,2.87611,2.71067,0.0806155,0.0768807,0.0521107,0.0475471,26112.4,22707.7,25408.7,23950.1,41109.5,37732.8,45910.7,42685.7,1.80292,1.85093,0.0253469,0,19.5594,999.9,25.278,30.041,12.0396,53.961,45.7853,1,-0.124489,4.35675,20.1791,5.23526,11.9918,4.9573,3.304,9999,999.9,9999,9999,1.86844,1.86417,1.87179,1.86252,1.86199,1.86844,1.85854,1.86503,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.352,-0.1873,0.120863778,0.000907279,-9.00E-07,4.45E-10,-0.143567473,-0.022537161,0.002034512,-1.70E-05,1,1918,2,28,180.4,180.4,0.853271,2.36572,1.44775,2.30591,1.44409,2.45728,34.8296,24.3152,18,424.978,439.424,14.6249,25.6042,29.9998,25.6006,25.5712,17.0936,28.9414,7.39885,14.7184,318.913,8.53174,97.1859,100.389,NA,5
200,1679427115,5449.9,20230321 14:31:54,14:31:54,5,pas_smi26_t1_ch5,gibson,1679427107,0.001926509,1.926508558,6.966804261,367.5117373,260.8747593,23.41865244,32.99142341,0.115272346,3.750380172,0.113339606,0.071008204,321.5119926,20.8099108,19.98758889,2.344810179,36.73264368,0.846053352,2.303273783,1.498756827,-84.9590274,-58.28627797,-3.119671709,175.1470155,-41.70808964,1.921415061,6.966804261,335.8234318,348.7727212,-3.284437277,67.71947735,1.926508558,8.49613906,9.427053706,7.83E-07,134.5106282,3,1,1,0,48647,1999.978519,1681.181656,0.840599856,0.160757723,2.44,0.5,0: Broadleaf,2,TRUE,1679427107,367.5117407,347.5103333,9.424708148,8.496244815,367.1569259,9.61200963,500.1885556,89.66974074,0.099972904,19.69931481,19.98758889,999.9,0,0,10024.37037,0,8.56884,20.00134074,371.0082222,350.4881481,0.928462704,347.5103333,8.496244815,0.845111148,0.761856222,4.488479259,3.015779259,1999.978519,0.980005259,0.019994974,0,2.680496296,0,5418.870741,16705.25926,41.875,44.104,43.12266667,42.08766667,40.937,1959.988519,39.99,0,1679427135,0,1679416288,11:31:27,1679416288,1679416288,2,-0.389,0.348,0.376,0.446,419,29,0.41,0.14,18.91533171,20.31829547,2.06506268,0,0.927924659,0.010519066,0.001312209,1,1,2,2-Jan,2.87631,2.71041,0.0777284,0.0739643,0.0521191,0.0475474,26194.6,22779.2,25408.9,23949.9,41109.2,37732.5,45910.9,42685.5,1.80313,1.8511,0.0253357,0,19.5608,999.9,25.278,30.041,12.0384,54.241,44.9639,1,-0.126067,4.29205,20.1808,5.23421,11.992,4.9566,3.30398,9999,999.9,9999,9999,1.86844,1.86417,1.87178,1.8625,1.862,1.86844,1.85852,1.86501,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.345,-0.1873,0.120863778,0.000907279,-9.00E-07,4.45E-10,-0.143567473,-0.022537161,0.002034512,-1.70E-05,1,1918,2,28,180.4,180.4,0.826416,2.37305,1.44775,2.30469,1.44409,2.44507,34.8296,24.3152,18,425.089,439.529,14.706,25.6042,29.9992,25.6006,25.5712,16.3794,28.9414,7.39885,14.7342,298.738,8.53174,97.1863,100.388,NA,5
201,1679427120,5454.9,20230321 14:31:59,14:31:59,5,pas_smi26_t1_ch5,gibson,1679427112,0.001929714,1.929713895,7.205847,352.7817464,243.4373112,21.85320934,31.66898828,0.115524221,3.751724304,0.113583786,0.071161492,321.5124,20.80818216,19.98288929,2.344127802,36.73648051,0.846105497,2.303175168,1.498022305,-85.10038278,-57.49613604,-3.076193258,175.8396879,-43.31494704,1.923159404,7.205847,320.0115561,332.5598545,-3.227674791,67.71947735,1.929713895,8.496231349,9.428692324,-1.61E-06,134.5106282,3,1,1,0,48289,1999.981071,1681.1838,0.840599856,0.160757721,2.44,0.5,0: Broadleaf,2,TRUE,1679427112,352.78175,331.9835357,9.425327143,8.496046071,352.4333929,9.612621429,500.2017857,89.66941071,0.099939886,19.698625,19.98288929,999.9,0,0,10029.41714,0,8.56884,20.79821429,356.1383929,334.8282143,0.929280036,331.9835357,8.496046071,0.845163679,0.76183575,4.489365714,3.015399286,1999.981071,0.980005286,0.019994954,0,2.673346429,0,5421.443214,16705.28214,41.875,44.09575,43.12275,42.089,40.937,1959.991071,39.99,0,1679427140,0,1679416288,11:31:27,1679416288,1679416288,2,-0.389,0.348,0.376,0.446,419,29,0.41,0.14,19.97597805,12.77418606,1.371409346,0,0.928490927,0.009743185,0.001298857,1,1,2,2-Jan,2.87614,2.71021,0.0748153,0.070772,0.0521373,0.0475442,26277.2,22857.6,25408.8,23949.8,41108.6,37732.6,45911.1,42685.5,1.80295,1.8506,0.0253953,0,19.5608,999.9,25.278,30.041,12.0386,54.581,45.1162,1,-0.125719,4.362,20.1792,5.23526,11.992,4.95735,3.30395,9999,999.9,9999,9999,1.86844,1.86417,1.87177,1.86249,1.862,1.86844,1.85852,1.86504,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.337,-0.1872,0.120863778,0.000907279,-9.00E-07,4.45E-10,-0.143567473,-0.022537161,0.002034512,-1.70E-05,1,1918,2,28,180.5,180.5,0.786133,2.39746,1.44775,2.30469,1.44409,2.34619,34.8296,24.3064,18,424.992,439.23,14.7431,25.6042,29.9998,25.6006,25.5712,15.7163,28.9414,7.39885,14.747,285.209,8.53174,97.1865,100.388,NA,5
202,1679427125,5459.9,20230321 14:32:04,14:32:04,5,pas_smi26_t1_ch5,gibson,1679427117,0.001931848,1.931847536,6.59049971,335.7539967,235.5149738,21.14224851,30.1407351,0.115677578,3.744853903,0.113728529,0.07125271,321.5137068,20.8107377,19.98251852,2.344073974,36.74203302,0.846289068,2.303326732,1.497784906,-85.19447633,-57.10194674,-3.060718871,176.1565648,-45.02308511,1.928484586,6.59049971,302.1353996,315.7154061,-3.373915342,67.71947735,1.931847536,8.494849673,9.428283353,2.24E-06,134.5106282,3,1,1,0,48741,1999.989259,1681.190678,0.840599853,0.160757717,2.44,0.5,0: Broadleaf,2,TRUE,1679427117,335.754,314.1079259,9.427272963,8.495441111,335.4133704,9.614544444,500.2128148,89.67025556,0.100038748,19.69968519,19.98251852,999.9,0,0,10003.72481,0,8.56884,21.6460037,338.9493704,316.7994074,0.931831111,314.1079259,8.495441111,0.845345963,0.761788593,4.492447407,3.014524074,1999.989259,0.980005407,0.019994859,0,2.652525926,0,5424.359259,16705.34444,41.875,44.08766667,43.12266667,42.09933333,40.937,1959.999259,39.99,0,1679427145,0,1679416288,11:31:27,1679416288,1679416288,2,-0.389,0.348,0.376,0.446,419,29,0.41,0.14,21.11545122,9.044939373,1.030656859,0,0.930781683,0.025257575,0.002976454,1,1,2,2-Jan,2.8759,2.71022,0.071737,0.0676768,0.0521361,0.0475395,26364.2,22934,25408.4,23950.1,41107.9,37733,45910.4,42685.9,1.80308,1.85107,0.0262484,0,19.5608,999.9,25.278,30.041,12.0373,54.441,45.8013,1,-0.125732,4.41198,20.1779,5.23496,11.992,4.95705,3.30395,9999,999.9,9999,9999,1.86844,1.86417,1.87177,1.86249,1.862,1.86844,1.85852,1.86502,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.329,-0.1872,0.120863778,0.000907279,-9.00E-07,4.45E-10,-0.143567473,-0.022537161,0.002034512,-1.70E-05,1,1918,2,28,180.6,180.6,0.755615,2.3999,1.44775,2.30469,1.44409,2.23389,34.8296,24.3064,18,425.061,439.514,14.7601,25.6042,30.0002,25.6006,25.5712,15.0471,28.9414,7.39885,14.7578,265.002,8.53174,97.185,100.389,NA,5
