obs,time,elapsed,date,hhmmss,averaging,id,machine,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd.dt,αVc,Edyn,Hr,Hs,dHs.dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME.1,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time.1,hhmmss.1,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2.MN,ΔCO2.SLP,ΔCO2.SD,ΔCO2.OK,ΔH2O.MN,ΔH2O.SLP,ΔH2O.SD,ΔH2O.OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_.,Flow_.,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccH2O_des,CO2_hrs,AccCO2_soda,AccH2O_hum,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_.,Desiccant_.,Humidifier_.,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r,NA.,chamber
90,1679592689,536.9000001,20230323 12:31:28,12:31:28,5,pas_smi32_t4_ch5,gibson,1679592681,0.001510054,1.510053891,26.85803934,1430.485918,915.9224933,82.41420664,128.7143431,0.089922433,4.225278445,0.088872646,0.055638702,321.5129812,20.66114298,19.99704444,2.346183642,36.9056988,0.844429923,2.288074608,1.501753718,-66.59337661,-92.1094506,-4.373716687,158.4364373,117.9174018,1.518010851,26.85803934,1491.572626,1467.461879,3.357037031,67.30026882,1.510053891,8.972345757,9.382211189,-2.01E-06,129.359545,5,1,1,0,48717,1999.984444,1681.186656,0.840599866,0.160757741,1.37,0.5,0: Broadleaf,2,TRUE,1679592681,1430.485926,1463.388148,9.384697037,8.972692222,1429.415556,9.493676296,500.0324444,89.87946667,0.099988193,19.59268889,19.99704444,999.9,0,0,10004.61519,0,10.4607,-32.90214815,1444.037407,1476.636667,0.41200463,1463.388148,8.972692222,0.843491593,0.806460852,4.461076296,3.821534074,1999.984444,0.980003333,0.019996533,0,2.514577778,0,2974.535556,16705.30741,43.472,45.84233333,44.75,43.812,42.48833333,1959.993704,39.99074074,0,1679592712,0,0,--:--:--,1679533849,1679533855,0,-0.414,-0.009,0.888,0.421,421,24,0.53,0.27,-32.91996829,-0.658682927,0.282392643,0,0.413819366,-0.035547805,0.003545502,1,1,2,2-Jan,2.85514,2.71021,0.207952,0.210386,0.0513868,0.0494094,22174.7,19321.5,25057.2,23834.5,40598.6,37498.2,45307.2,42506,1.76835,1.82577,-0.0025332,0,20.0514,999.9,55.799,29.668,25.9506,57.0529,44.996,1,0.066532,6.01962,20.1311,5.23481,11.992,4.95655,3.304,9999,999.9,9999,9999,1.86843,1.86409,1.87175,1.8625,1.86199,1.86844,1.85852,1.86501,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.09,-0.109,0.407755581,0.000328379,1.65E-08,5.48E-11,-0.079191816,-0.02274782,0.002253315,-1.98E-05,1,2222,1,25,980.7,980.6,2.8418,2.33032,1.44775,2.31445,1.44409,2.3938,35.0594,24.2801,18,423.075,443.61,14.1011,28.0222,29.9994,28.0385,28.0115,56.8724,75.1701,0,14.1116,1509.95,8.96597,95.8844,99.9438,NA,5
91,1679592694,541.9000001,20230323 12:31:33,12:31:33,5,pas_smi32_t4_ch5,gibson,1679592686,0.001502748,1.502748457,26.34670017,1446.089278,937.8510796,84.38681916,130.117539,0.089473923,4.223103148,0.088433988,0.055363669,321.5143587,20.66170124,19.99653929,2.346110247,36.89936368,0.844215503,2.287886345,1.501894745,-66.27120695,-92.24859775,-4.382539144,158.6120148,118.3313975,1.509327185,26.34670017,1508.282905,1484.254242,3.368935944,67.30026882,1.502748457,8.972792104,9.380683706,-2.58E-06,129.359545,5,1,1,0,48662,1999.993214,1681.194011,0.840599857,0.160757725,1.37,0.5,0: Broadleaf,2,TRUE,1679592686,1446.089286,1479.108214,9.382370714,8.972718929,1445.006786,9.491384286,500.0289643,89.87891786,0.099993504,19.59136429,19.99653929,999.9,0,0,9997.799286,0,10.4607,-33.02020357,1459.784643,1492.5,0.409651321,1479.108214,8.972718929,0.843277357,0.806458321,4.457448571,3.821491071,1999.993214,0.980003571,0.019996343,0,2.51685,0,2974.307857,16705.37857,43.45725,45.848,44.75,43.812,42.482,1960.002857,39.99035714,0,1679592717,0,0,--:--:--,1679533849,1679533855,0,-0.414,-0.009,0.888,0.421,421,24,0.53,0.27,-32.94884878,-0.903760976,0.284156267,0,0.41163722,-0.030599373,0.003064204,1,1,2,2-Jan,2.85524,2.71018,0.209371,0.211796,0.0513812,0.0494112,22135.1,19287.3,25057.2,23834.9,40599.3,37498.5,45307.7,42506.4,1.76847,1.82575,-0.00330061,0,20.0514,999.9,55.823,29.678,25.979,57.0329,44.7276,1,0.0662094,6.0525,20.1297,5.23526,11.992,4.95695,3.3039,9999,999.9,9999,9999,1.86843,1.86409,1.87176,1.86249,1.862,1.86844,1.85852,1.86501,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.11,-0.109,0.407755581,0.000328379,1.65E-08,5.48E-11,-0.079191816,-0.02274782,0.002253315,-1.98E-05,1,2222,1,25,980.7,980.6,2.86743,2.33887,1.44775,2.31445,1.44409,2.33765,35.0594,24.2714,18,423.126,443.572,14.111,28.0192,29.9996,28.0356,28.0085,57.4084,75.1701,0,14.1085,1523.42,8.96597,95.8851,99.945,NA,5
92,1679592699,546.9000001,20230323 12:31:38,12:31:38,5,pas_smi32_t4_ch5,gibson,1679592691,0.001488615,1.488614784,25.68286028,1463.691474,962.193697,86.57649732,131.7003857,0.088574744,4.222804245,0.087555406,0.054812735,321.5134327,20.66340127,20.00058889,2.34669867,36.89285692,0.844015105,2.287746669,1.502683565,-65.64791199,-93.38774554,-4.437041493,158.0407336,118.6828388,1.501088119,25.68286028,1525.319619,1501.228848,3.418305022,67.30026882,1.488614784,8.972943558,9.377023217,-4.40E-06,129.359545,5,1,1,0,48693,1999.987407,1681.189133,0.840599859,0.160757729,1.37,0.5,0: Broadleaf,2,TRUE,1679592691,1463.691481,1496.811111,9.380213333,8.972791481,1462.595556,9.489257037,500.0223704,89.87828519,0.099956815,19.59038148,20.00058889,999.9,0,0,9996.924815,0,10.4607,-33.12088889,1477.55037,1510.364074,0.407421704,1496.811111,8.972791481,0.843077407,0.806459111,4.454063333,3.821504444,1999.987407,0.980003481,0.019996415,0,2.542744444,0,2974.100741,16705.31852,43.451,45.83533333,44.75,43.812,42.46266667,1959.997037,39.99037037,0,1679592722,0,0,--:--:--,1679533849,1679533855,0,-0.414,-0.009,0.888,0.421,421,24,0.53,0.27,-33.06530732,-1.332050174,0.247861019,0,0.40875,-0.025136571,0.002519001,1,1,2,2-Jan,2.85528,2.71024,0.2108,0.21319,0.0513683,0.0494076,22095.5,19253.4,25057.7,23835.1,40600.2,37498.7,45308,42506.4,1.7684,1.82555,-0.00318512,0,20.0514,999.9,55.799,29.678,25.9654,57.0429,45.028,1,0.0659756,6.06755,20.1292,5.23556,11.992,4.95725,3.304,9999,999.9,9999,9999,1.86844,1.86409,1.87177,1.86249,1.86199,1.86846,1.85852,1.865,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.11,-0.1091,0.407755581,0.000328379,1.65E-08,5.48E-11,-0.079191816,-0.02274782,0.002253315,-1.98E-05,1,2222,1,25,980.8,980.7,2.89185,2.33765,1.44775,2.31445,1.44409,2.35107,35.0594,24.2801,18,423.063,443.428,14.1114,28.0157,29.9998,28.0327,28.0056,57.8775,75.1701,0,14.11,1543.51,8.96604,95.8862,99.9454,NA,5
93,1679592704,551.9000001,20230323 12:31:43,12:31:43,5,pas_smi32_t4_ch5,gibson,1679592696,0.001485702,1.485702253,27.74272685,1479.425706,939.2008774,84.50716707,133.1153732,0.088358069,4.221780622,0.087343438,0.054679838,321.5143794,20.66311146,20.0043,2.347238023,36.88885473,0.843866851,2.287592978,1.503371172,-65.51946936,-94.45592432,-4.488941482,157.0500442,118.9841056,1.495142558,27.74272685,1542.301059,1518.009152,3.344227453,67.30026882,1.485702253,8.972757006,9.37600951,-7.24E-07,129.359545,5,1,1,0,48807,1999.993214,1681.194021,0.840599863,0.160757735,1.37,0.5,0: Broadleaf,2,TRUE,1679592696,1479.425714,1512.631786,9.378618571,8.972811786,1478.318929,9.487684643,500.0248214,89.87773929,0.099995089,19.5893,20.0043,999.9,0,0,9993.75,0,10.4607,-33.20738571,1493.432143,1526.328571,0.405806071,1512.631786,8.972811786,0.842929,0.806456107,4.451548571,3.821451071,1999.993214,0.980003429,0.019996457,0,2.512639286,0,2973.876429,16705.37143,43.4415,45.8345,44.75,43.812,42.44825,1960.0025,39.99071429,0,1679592727,0,0,--:--:--,1679533849,1679533855,0,-0.414,-0.009,0.888,0.421,421,24,0.53,0.27,-33.16843415,-0.443818118,0.145330662,0,0.407219854,-0.022756871,0.0022924,1,1,2,2-Jan,2.85523,2.71026,0.212205,0.214597,0.0513617,0.0494099,22056.1,19219.1,25057.7,23835.2,40600.9,37499,45308.4,42506.8,1.76835,1.8259,-0.00329316,0,20.0511,999.9,55.799,29.678,25.965,56.8429,44.8758,1,0.0658282,6.07072,20.1292,5.23481,11.992,4.9566,3.304,9999,999.9,9999,9999,1.86844,1.86412,1.87178,1.86249,1.86199,1.86844,1.85852,1.86503,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.13,-0.1091,0.407755581,0.000328379,1.65E-08,5.48E-11,-0.079191816,-0.02274782,0.002253315,-1.98E-05,1,2222,1,25,980.9,980.8,2.91748,2.34497,1.44775,2.31445,1.44409,2.27051,35.0594,24.2714,18,423.01,443.613,14.1116,28.012,29.9999,28.0291,28.002,58.4036,75.1701,0,14.1108,1556.95,8.96604,95.8867,99.9461,NA,5
94,1679592709,556.9000001,20230323 12:31:48,12:31:48,5,pas_smi32_t4_ch5,gibson,1679592701,0.001477815,1.477814506,26.06257442,1497.153326,984.2681395,88.56194751,134.710054,0.087885384,4.224795261,0.086882221,0.054390564,321.5112079,20.66488346,20.0028037,2.347020546,36.87886985,0.843693952,2.287743511,1.503326594,-65.17161972,-93.94130065,-4.46128872,157.9369988,119.157619,1.488278425,26.06257442,1559.200936,1535.095515,3.400226573,67.30026882,1.477814506,8.973081082,9.374186853,-3.87E-07,129.359545,5,1,1,0,48822,1999.973333,1681.177322,0.840599869,0.160757747,1.37,0.5,0: Broadleaf,2,TRUE,1679592701,1497.153333,1530.411111,9.376725556,8.972784444,1496.033333,9.48582,500.029037,89.87747778,0.099982585,19.59035926,20.0028037,999.9,0,0,10003.30889,0,10.4607,-33.25829259,1511.324815,1544.267778,0.403941148,1530.411111,8.972784444,0.84275637,0.806451185,4.448624074,3.821364815,1999.973333,0.980003185,0.019996652,0,2.536511111,0,2973.51,16705.2037,43.437,45.82366667,44.75,43.812,42.44166667,1959.982593,39.99074074,0,1679592732,0,0,--:--:--,1679533849,1679533855,0,-0.414,-0.009,0.888,0.421,421,24,0.53,0.27,-33.20132439,-0.695811847,0.143536765,0,0.405085561,-0.021312878,0.002145399,1,1,2,2-Jan,2.85539,2.71036,0.213617,0.21597,0.0513509,0.0494101,22016.7,19185.7,25057.8,23835.5,40601.2,37499.4,45308.2,42507.3,1.76855,1.82577,-0.00280142,0,20.0497,999.9,55.799,29.678,25.9646,56.6729,44.6915,1,0.0657673,6.07251,20.1291,5.23481,11.992,4.9569,3.30398,9999,999.9,9999,9999,1.86844,1.86409,1.87177,1.8625,1.86198,1.86844,1.85852,1.86503,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.14,-0.1091,0.407755581,0.000328379,1.65E-08,5.48E-11,-0.079191816,-0.02274782,0.002253315,-1.98E-05,1,2222,1,25,981,980.9,2.94189,2.34009,1.44775,2.31445,1.44409,2.31812,35.0594,24.2801,18,423.102,443.511,14.1113,28.0085,29.9998,28.0261,27.9986,58.8654,75.1701,0,14.1106,1577.06,8.96663,95.8866,99.9472,NA,5
95,1679592714,561.9000001,20230323 12:31:53,12:31:53,5,pas_smi32_t4_ch5,gibson,1679592706,0.001467325,1.467324904,25.86974854,1513.026778,999.7318693,89.95299108,136.137787,0.087233223,4.225177344,0.086244891,0.053990922,321.5128404,20.66596329,20.00402143,2.347197533,36.87291073,0.843517088,2.287633581,1.503680445,-64.70902826,-94.40338342,-4.482837915,157.9175908,119.0269217,1.480503152,25.86974854,1576.165144,1552.084121,3.406080169,67.30026882,1.467324904,8.972765191,9.371045105,-2.75E-06,129.359545,5,1,1,0,48667,1999.983571,1681.185921,0.840599866,0.160757741,1.37,0.5,0: Broadleaf,2,TRUE,1679592706,1513.026786,1546.251786,9.374795714,8.972966786,1511.894643,9.483918571,500.0323214,89.87710357,0.100013139,19.58958571,20.00402143,999.9,0,0,10004.55857,0,10.4607,-33.22481786,1527.346071,1560.251071,0.401829071,1546.251786,8.972966786,0.842579429,0.806464179,4.445624643,3.821594643,1999.983571,0.980003286,0.019996571,0,2.496510714,0,2973.232857,16705.29286,43.43925,45.8255,44.75,43.812,42.446,1959.992857,39.99071429,0,1679592736,0,0,--:--:--,1679533849,1679533855,0,-0.414,-0.009,0.888,0.421,421,24,0.53,0.27,-33.23072195,0.102850871,0.120114708,0,0.403337244,-0.025346362,0.002595985,1,1,2,2-Jan,2.85539,2.71016,0.215006,0.217339,0.0513385,0.0494126,21978.2,19152.3,25058.2,23835.6,40602.4,37499.5,45308.9,42507.4,1.76868,1.82585,-0.002563,0,20.0494,999.9,55.799,29.698,25.9959,56.8029,44.9599,1,0.0651728,6.07628,20.1289,5.23451,11.992,4.9571,3.30395,9999,999.9,9999,9999,1.86844,1.86409,1.87179,1.86251,1.86199,1.86844,1.85852,1.86504,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.15,-0.1092,0.407755581,0.000328379,1.65E-08,5.48E-11,-0.079191816,-0.02274782,0.002253315,-1.98E-05,1,2222,1,25,981.1,981,2.96631,2.34375,1.44897,2.31445,1.44409,2.30591,35.0594,24.2714,18,423.152,443.531,14.1102,28.0049,29.9998,28.0231,27.9954,59.3971,75.1701,0,14.1086,1590.51,8.96954,95.8881,99.9475,NA,5
96,1679592719,566.9000001,20230323 12:31:58,12:31:58,5,pas_smi32_t4_ch5,gibson,1679592711,0.001447911,1.447911135,27.22861807,1530.769252,985.4712989,88.66949239,137.7336232,0.086064115,4.223928951,0.085101658,0.053274112,321.512546,20.66909218,20.00238889,2.346960259,36.86271806,0.843243922,2.287525084,1.503716337,-63.85288104,-94.17759059,-4.473382744,159.0086916,119.0319894,1.469128187,27.22861807,1593.185856,1568.896788,3.372401749,67.30026882,1.447911135,8.973068223,9.366074545,-2.45E-06,129.359545,5,1,1,0,48744,1999.981852,1681.184467,0.840599861,0.160757732,1.37,0.5,0: Broadleaf,2,TRUE,1679592711,1530.769259,1563.997778,9.371799259,8.97306,1529.622593,9.480966667,500.0367778,89.87672593,0.100011596,19.58882222,20.00238889,999.9,0,0,10000.6537,0,10.4607,-33.22947037,1545.25,1578.158148,0.398740111,1563.997778,8.97306,0.842306556,0.806469111,4.44100037,3.821682593,1999.981852,0.980003333,0.019996533,0,2.542137037,0,2972.987037,16705.27407,43.43933333,45.82133333,44.75,43.812,42.451,1959.991481,39.99037037,0,1679592742,0,0,--:--:--,1679533849,1679533855,0,-0.414,-0.009,0.888,0.421,421,24,0.53,0.27,-33.24678537,-0.119036237,0.127054034,0,0.400308683,-0.035639017,0.003585311,1,1,2,2-Jan,2.85546,2.71023,0.216386,0.218699,0.0513248,0.0494147,21940,19119.2,25058.7,23835.8,40603.9,37499.8,45309.9,42507.8,1.76852,1.82607,-0.0025928,0,20.0479,999.9,55.799,29.698,25.9963,56.8429,44.9119,1,0.065155,6.09586,20.1284,5.23421,11.992,4.9571,3.30398,9999,999.9,9999,9999,1.86844,1.8641,1.87178,1.8625,1.86198,1.86844,1.85852,1.86501,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.16,-0.1092,0.407755581,0.000328379,1.65E-08,5.48E-11,-0.079191816,-0.02274782,0.002253315,-1.98E-05,1,2222,1,25,981.2,981.1,2.99072,2.34497,1.44775,2.31445,1.44409,2.30103,35.0594,24.2714,18,423.042,443.645,14.1074,28.0009,29.9998,28.0196,27.9924,59.8561,75.1701,0,14.1011,1610.62,8.97311,95.8901,99.9486,NA,5
97,1679594114,1962.4,20230323 12:55:14,12:55:14,5,pas_smi32_t4_ch5,gibson,1679594106,0.002254247,2.254247325,10.87696763,416.6924635,274.5467765,24.70038939,37.48893444,0.13316646,4.224675619,0.130877731,0.082000938,321.5167433,28.05736663,27.49714667,3.685007771,60.6114658,2.185955697,3.606505251,1.499052075,-99.41230701,-83.70054324,-4.289141869,134.1147512,11.32779445,2.287127498,10.87696763,430.2741104,427.1131636,0.022636947,67.30026882,2.254247325,23.68255405,24.28572168,-8.13E-05,129.359545,1,0,1,0,47403,2000.000667,1681.20089,0.840600165,0.160758318,1.37,0.5,0: Broadleaf,2,TRUE,1679594106,416.6924667,420.056,24.29707,23.68588,416.1413333,23.90260333,500.2099333,89.86787333,0.099999197,27.12965333,27.49714667,999.9,0,0,10003.99967,0,10.45452667,-3.363485667,427.069,430.2467667,0.6111925,420.056,23.68588,2.183525667,2.128599333,18.84195333,18.43482,2000.000667,0.9799936,0.020006147,0,2.518223333,0,2882.637667,16705.37667,43.937,45.75413333,44.9958,43.9122,43.437,1959.989667,40.011,0,1679594137,0,0,--:--:--,1679533849,1679533855,0,-0.414,-0.009,0.888,0.421,421,24,0.53,0.27,-3.3563835,-0.242861088,0.051637029,0,0.615690525,-0.088766983,0.009169714,1,1,2,2-Jan,2.86504,2.71019,0.090229,0.0908133,0.102565,0.101013,25542.3,22312.9,25120.3,23897.6,38464.8,35540.8,45404.3,42606.6,1.78918,1.85305,0.109032,0,25.7043,999.9,59.913,29.91,28.2546,54.4629,44.3429,1,-0.0439405,0.441482,20.2291,5.23436,11.9864,4.9568,3.304,9999,999.9,9999,9999,1.86844,1.86409,1.87178,1.86251,1.86201,1.86844,1.85852,1.86504,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.551,0.3938,0.407755581,0.000328379,1.65E-08,5.48E-11,-0.079191816,-0.02274782,0.002253315,-1.98E-05,1,2222,1,25,1004.4,1004.3,1.04248,2.38037,1.44897,2.30225,1.44409,2.38159,34.9674,24.3327,18,426.753,451.267,24.9138,26.9059,29.9999,26.9014,26.8743,20.9173,32.3127,42.2292,24.9137,413.279,23.7346,96.1028,100.19,NA,5
98,1679594119,1967.4,20230323 12:55:19,12:55:19,5,pas_smi32_t4_ch5,gibson,1679594111,0.002242226,2.242226198,11.61639793,416.6842725,264.877294,23.83061137,37.48845667,0.132430679,4.223813825,0.130166487,0.081554258,321.5159936,28.06179027,27.49462069,3.684463133,60.58428551,2.185236076,3.606935458,1.499227057,-98.88217531,-82.64535388,-4.235923475,135.7525409,10.85045929,2.270513433,11.61639793,430.2734624,427.031703,-0.003504066,67.30026882,2.242226198,23.67802931,24.27896993,-0.000186762,129.359545,1,0,1,0,47645,1999.996207,1681.197124,0.840600156,0.160758302,1.37,0.5,0: Broadleaf,2,TRUE,1679594111,416.6842759,419.9151724,24.28890345,23.68214828,416.1331379,23.89483103,500.2100345,89.86852414,0.099970348,27.13168621,27.49462069,999.9,0,0,10001.20241,0,10.45815517,-3.230814483,427.0570345,430.1008621,0.606754241,419.9151724,23.68214828,2.182807586,2.12828,18.8366931,18.43242069,1999.996207,0.979993759,0.020005983,0,2.531296552,0,2882.758621,16705.34828,43.937,45.75427586,44.99565517,43.91134483,43.44134483,1959.985862,40.01034483,0,1679594142,0,0,--:--:--,1679533849,1679533855,0,-0.414,-0.009,0.888,0.421,421,24,0.53,0.27,-3.32507725,0.383917486,0.138214455,0,0.610338675,-0.058248011,0.006151382,1,1,2,2-Jan,2.8648,2.71027,0.090203,0.0903628,0.102546,0.100999,25543.3,22323.9,25120.5,23897.5,38465.4,35541.6,45404.1,42606.9,1.78878,1.85335,0.108976,0,25.706,999.9,59.913,29.89,28.2241,53.9329,45.3886,1,-0.0440091,0.421495,20.229,5.23421,11.9864,4.9568,3.30398,9999,999.9,9999,9999,1.86844,1.86411,1.8718,1.86249,1.86202,1.86844,1.85852,1.86506,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.552,0.3934,0.407755581,0.000328379,1.65E-08,5.48E-11,-0.079191816,-0.02274782,0.002253315,-1.98E-05,1,2222,1,25,1004.5,1004.4,1.01562,2.39258,1.44775,2.30225,1.44409,2.27417,34.9674,24.3239,18,426.497,451.417,24.9159,26.9022,29.9998,26.8973,26.8701,20.3587,32.3127,42.2292,24.9211,399.771,23.7453,96.1027,100.191,NA,5
99,1679594124,1972.4,20230323 12:55:24,12:55:24,5,pas_smi32_t4_ch5,gibson,1679594116,0.002249502,2.249502338,10.21037354,416.2261399,281.8297275,25.3557621,37.4471887,0.13285891,4.223598548,0.130580073,0.081814034,321.5151954,28.05928791,27.4923,3.68396282,60.5716823,2.18462714,3.606680642,1.499335679,-99.20305313,-82.38688305,-4.222816628,135.7024426,1.937409652,2.263631148,10.21037354,422.7218074,423.6974121,-0.792837349,67.30026882,2.249502338,23.67365698,24.27575944,-0.000102349,129.359545,1,0,1,0,47546,1999.991071,1681.192821,0.840600163,0.160758315,1.37,0.5,0: Broadleaf,2,TRUE,1679594116,416.2261429,417.0148214,24.28216786,23.67724643,415.6751071,23.88842857,500.209,89.86845357,0.099919639,27.13048214,27.4923,999.9,0,0,10000.52964,0,10.4607,-0.78860525,426.5846429,427.1280357,0.604927464,417.0148214,23.67724643,2.182201071,2.127837857,18.83224286,18.42910714,1999.991071,0.979993607,0.020006139,0,2.5055,0,2882.973571,16705.30357,43.937,45.75442857,45,43.906,43.4415,1959.980357,40.01071429,0,1679594147,0,0,--:--:--,1679533849,1679533855,0,-0.414,-0.009,0.888,0.421,421,24,0.53,0.27,-1.505620875,26.56592568,3.324143305,0,0.6057303,-0.024350724,0.002617307,1,1,2,2-Jan,2.86476,2.71018,0.0895685,0.0881736,0.102539,0.100984,25561.2,22377.9,25120.6,23897.8,38466.3,35542.6,45404.8,42607.4,1.7892,1.8533,0.10898,0,25.7091,999.9,59.913,29.91,28.2577,54.3929,45.004,1,-0.0444944,0.410999,20.2291,5.23376,11.9866,4.95655,3.304,9999,999.9,9999,9999,1.86844,1.86411,1.87179,1.8625,1.86202,1.86847,1.85852,1.86507,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.55,0.3934,0.407755581,0.000328379,1.65E-08,5.48E-11,-0.079191816,-0.02274782,0.002253315,-1.98E-05,1,2222,1,25,1004.6,1004.5,0.985107,2.39014,1.44775,2.30225,1.44409,2.27051,34.9674,24.3239,18,426.71,451.355,24.9235,26.8991,29.9998,26.8936,26.8663,19.7792,32.3127,42.2292,24.9279,379.64,23.7425,96.1038,100.192,NA,5
100,1679594129,1977.4,20230323 12:55:29,12:55:29,5,pas_smi32_t4_ch5,gibson,1679594122,0.002245381,2.245381467,9.35432672,413.4798862,289.2292294,26.02115506,37.19964353,0.132564558,4.223471083,0.130295647,0.081635397,321.5185726,28.06004288,27.49207037,3.683913317,60.55644147,2.184071672,3.606671097,1.499841646,-99.02132269,-82.34238138,-4.220657237,135.9342112,-17.42534377,2.256566936,9.35432672,407.848086,414.6032788,-1.936575115,67.30026882,2.245381467,23.67009181,24.2708972,-7.94E-05,129.359545,1,0,1,0,47522,2000.012222,1681.210589,0.840600157,0.160758304,1.37,0.5,0: Broadleaf,2,TRUE,1679594122,413.4798889,408.9627778,24.2763,23.67324815,412.9298148,23.88284815,500.1968889,89.86728519,0.0999533,27.13043704,27.49207037,999.9,0,0,10000.25667,0,10.4607,4.517054556,423.7674444,418.8790741,0.603061519,408.9627778,23.67324815,2.181645556,2.127450741,18.82816296,18.42620741,2000.012222,0.979993778,0.020005963,0,2.595074074,0,2883.689259,16705.47778,43.937,45.75,45,43.91633333,43.44633333,1960.001481,40.01074074,0,1679594152,0,0,--:--:--,1679533849,1679533855,0,-0.414,-0.009,0.888,0.421,421,24,0.53,0.27,1.421012625,55.85359262,5.900850904,0,0.604604175,-0.019640477,0.002361422,1,1,2,2-Jan,2.86505,2.71024,0.0880094,0.0854932,0.102526,0.10098,25605.5,22443.3,25121.1,23897.4,38467.5,35541.9,45405.6,42606.4,1.78925,1.85295,0.109058,0,25.7136,999.9,59.913,29.91,28.2578,53.8329,44.4471,1,-0.044596,0.414009,20.2292,5.23376,11.9867,4.9566,3.30393,9999,999.9,9999,9999,1.86844,1.86411,1.87177,1.86254,1.862,1.86846,1.85852,1.86504,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.546,0.3932,0.407755581,0.000328379,1.65E-08,5.48E-11,-0.079191816,-0.02274782,0.002253315,-1.98E-05,1,2222,1,25,1004.7,1004.6,0.950928,2.36694,1.44775,2.30225,1.44409,2.46582,34.9674,24.3327,18,426.708,451.107,24.9303,26.8954,29.9998,26.8895,26.8622,19.0895,32.3127,42.2292,24.9322,366.207,23.7523,96.1056,100.19,NA,5
