obs,time,elapsed,date,hhmmss,averaging,id,machine,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd.dt,αVc,Edyn,Hr,Hs,dHs.dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME.1,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time.1,hhmmss.1,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2.MN,ΔCO2.SLP,ΔCO2.SD,ΔCO2.OK,ΔH2O.MN,ΔH2O.SLP,ΔH2O.SD,ΔH2O.OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_.,Flow_.,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccH2O_hum,CO2_hrs,AccCO2_soda,AccH2O_des,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_.,Desiccant_.,Humidifier_.,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r,NA.,chamber
380,1678125873,4523,20230306 12:04:33,12:04:33,5,pas_smi24_t4_ch4,gibson,1678125866,0.001720376,1.720376282,26.58705772,1425.201838,838.3649748,75.57848158,128.4817402,0.078572732,3.749587873,0.077669365,0.048623651,321.5206536,28.39100773,27.49391481,3.684310948,48.13979539,1.747650781,3.630366034,1.936660168,-75.86859403,-50.90680093,-2.940793587,191.804465,78.2563393,1.708270683,26.58705772,1507.482172,1477.417697,3.46982867,67.37008581,1.720376282,18.57315798,19.3938503,0.000276623,111.2159154,5,1,1,0,47599,2000.028889,1681.224289,0.840600002,0.160758005,2.44,0.5,0: Broadleaf,2,TRUE,1678125866,1425.201852,1464.562222,19.38606296,18.56893704,1424.747407,19.38003333,500.2137037,90.04983704,0.100018763,27.24208519,27.49391481,999.9,0,0,9979.117778,0,11.5179,-39.36078148,1453.377778,1492.272222,0.817131667,1464.562222,18.56893704,1.745710741,1.672129259,15.30897778,14.64009259,2000.028889,0.979998222,0.02000153,0,2.549611111,0,5030.545556,16705.62963,45.437,47.312,46.5,45.437,44.812,1960.028148,40.00074074,0,1678125877,0,0,--:--:--,1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-39.2660225,-1.033286679,0.331649485,0,0.83297255,-0.222661441,0.027717256,0,0,2,0/2,2.85697,2.71,0.208415,0.211325,0.0883009,0.0851142,22665.5,19302.4,25623.6,23836.4,39892.1,36072.3,46337.9,42489.4,1.77033,1.85467,0.098519,0,25.8926,999.9,45.135,31.471,23.2269,54.3784,45.3886,1,0.0307165,0.912214,20.2267,5.23092,11.9906,4.95565,3.3039,9999,999.9,9999,9999,1.86845,1.86417,1.8718,1.86263,1.86203,1.86846,1.85859,1.86501,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.45,0.0062,0.113826917,0.000452008,-6.84E-08,-5.70E-11,-0.144741975,-0.032633776,0.002644871,-2.89E-05,2,1362,1,28,44768.8,44768.8,2.89795,2.29858,1.44775,2.30103,1.44409,2.48169,36.9317,24.3064,18,422.376,459.395,24.4992,27.7995,30.0001,27.7795,27.7509,58.0079,31.1145,66.7416,24.4947,1510.6,18.6195,98.0609,99.9216,NA,4
381,1678125878,4528,20230306 12:04:38,12:04:38,5,pas_smi24_t4_ch4,gibson,1678125870,0.001709989,1.709989338,27.83482519,1441.018914,825.1169293,74.38454477,129.908298,0.078107854,3.754801965,0.077216303,0.048339444,321.5176374,28.38986202,27.49356786,3.684236147,48.15347949,1.747966809,3.629990661,1.936269339,-75.41052982,-51.2643918,-2.957307389,191.8854084,77.70397812,1.707372839,27.83482519,1523.893447,1494.088606,3.288425328,67.37008581,1.709989338,18.57431258,19.39256424,-3.55E-05,111.2159154,5,1,1,0,47507,2000.01,1681.208421,0.840600008,0.160758015,2.44,0.5,0: Broadleaf,2,TRUE,1678125870,1441.018929,1480.123571,19.38947143,18.57275357,1440.565357,19.38333214,500.1988571,90.05038571,0.099921632,27.24032143,27.49356786,999.9,0,0,9998.411786,0,11.5179,-39.105125,1469.512143,1508.133929,0.816731464,1480.123571,18.57275357,1.746029286,1.672483214,15.31181786,14.64337143,2000.01,0.979998036,0.020001729,0,2.532217857,0,5030.876786,16705.49286,45.437,47.312,46.5,45.437,44.812,1960.009286,40.00071429,0,1678125882,0,0,--:--:--,1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-39.25389,1.260659662,0.345758032,0,0.81977735,-0.042689764,0.010340534,1,1,2,2-Jan,2.85723,2.71055,0.209812,0.212645,0.0883008,0.0851119,22625.3,19270.2,25623.4,23836.5,39891.9,36072.5,46337.7,42489.4,1.77115,1.85445,0.0970624,0,25.8926,999.9,45.135,31.471,23.2258,54.5984,44.5272,1,0.0304929,0.993502,20.2261,5.23047,11.9909,4.95565,3.3039,9999,999.9,9999,9999,1.86846,1.86417,1.8718,1.86263,1.86203,1.86846,1.85856,1.86503,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.45,0.0063,0.113826917,0.000452008,-6.84E-08,-5.70E-11,-0.144741975,-0.032633776,0.002644871,-2.89E-05,2,1362,1,28,44768.9,44768.9,2.92603,2.29248,1.44775,2.30103,1.44409,2.35718,36.9317,24.3064,18,422.825,459.239,24.5044,27.7982,29.9999,27.7771,27.7491,58.5506,31.1145,66.7416,24.4995,1524.07,18.6195,98.0603,99.9219,NA,4
382,1678125883,4533,20230306 12:04:43,12:04:43,5,pas_smi24_t4_ch4,gibson,1678125876,0.001717882,1.717882445,27.20170526,1458.502579,857.5373147,77.30763005,131.4850979,0.078489458,3.757259822,0.07758981,0.048573602,321.5110184,28.3872258,27.49324444,3.684166424,48.16388295,1.748316821,3.629933291,1.935849602,-75.7586158,-51.28704388,-2.956669959,191.5086888,77.54734082,1.713183154,27.20170526,1540.1525,1510.619394,3.297231615,67.37008581,1.717882445,18.57386871,19.39507394,6.70E-05,111.2159154,5,1,1,0,47651,1999.968519,1681.173578,0.840600021,0.16075804,2.44,0.5,0: Broadleaf,2,TRUE,1678125876,1458.502593,1497.54963,19.39325926,18.57376296,1458.051481,19.38698889,500.1974815,90.0507963,0.099951348,27.24005185,27.49324444,999.9,0,0,10007.49444,0,11.5179,-39.04769259,1487.346667,1525.890741,0.819506259,1497.54963,18.57376296,1.746378148,1.672581481,15.31493704,14.64428519,1999.968519,0.979997556,0.020002241,0,2.51757037,0,5031.156296,16705.14444,45.437,47.3097037,46.5,45.437,44.812,1959.967778,40.00074074,0,1678125888,0,0,--:--:--,1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-39.0212175,1.316324578,0.342285631,0,0.817873025,0.027772852,0.003079733,1,1,2,2-Jan,2.85715,2.71037,0.211194,0.214047,0.0883028,0.0851146,22586.2,19235.6,25624,23836.2,39892.4,36072,46338.4,42489,1.77097,1.85457,0.0977293,0,25.8926,999.9,45.11,31.481,23.2262,54.0684,44.6394,1,0.0303532,0.99244,20.2264,5.23122,11.9917,4.95565,3.30395,9999,999.9,9999,9999,1.86845,1.86417,1.8718,1.86263,1.86203,1.86844,1.85856,1.86497,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.45,0.0063,0.113826917,0.000452008,-6.84E-08,-5.70E-11,-0.144741975,-0.032633776,0.002644871,-2.89E-05,2,1362,1,28,44769,44769,2.95044,2.323,1.44775,2.30103,1.44409,2.25586,36.9317,24.2976,18,422.709,459.303,24.5033,27.7971,29.9998,27.7748,27.7474,59.0251,31.1145,66.7416,24.5097,1544.3,18.6195,98.0619,99.9207,NA,4
383,1678125888,4538,20230306 12:04:48,12:04:48,5,pas_smi24_t4_ch4,gibson,1678125880,0.001709786,1.709785723,27.14460681,1474.011772,871.1000265,78.5304454,132.8834777,0.078120814,3.757690526,0.077229646,0.04834775,321.5110254,28.39069719,27.49276786,3.684063679,48.15931222,1.748348751,3.630344103,1.935714928,-75.40155039,-50.80532653,-2.92858476,192.3755637,77.33409981,1.713033272,27.14460681,1557.350495,1527.498,3.368825376,67.37008581,1.709785723,18.57432396,19.39216727,4.11E-06,111.2159154,5,1,1,0,47457,1999.968571,1681.173621,0.84060002,0.160758039,2.44,0.5,0: Broadleaf,2,TRUE,1678125880,1474.011786,1512.967857,19.39358214,18.57415357,1473.5625,19.38730714,500.1948929,90.05092857,0.099964564,27.24198214,27.49276786,999.9,0,0,10009.07964,0,11.51128214,-38.95707857,1503.162857,1541.601786,0.819438571,1512.967857,18.57415357,1.746411071,1.672618929,15.31522143,14.64463571,1999.968571,0.9799975,0.0200023,0,2.559139286,0,5031.491786,16705.14643,45.437,47.30978571,46.5,45.437,44.812,1959.967857,40.00071429,0,1678125892,0,0,--:--:--,1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-39.0865275,1.402490432,0.33691216,0,0.8191628,0.009566927,0.001774552,1,1,2,2-Jan,2.85729,2.71005,0.212599,0.215446,0.0882966,0.0851174,22546,19201.4,25624,23836.2,39893.2,36072.1,46338.9,42489.1,1.7708,1.85467,0.0980794,0,25.8932,999.9,45.11,31.471,23.2142,54.3184,44.7196,1,0.0299822,0.960316,20.2265,5.23077,11.9918,4.95565,3.304,9999,999.9,9999,9999,1.86847,1.86417,1.8718,1.86264,1.86203,1.86846,1.85858,1.865,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.45,0.0062,0.113826917,0.000452008,-6.84E-08,-5.70E-11,-0.144741975,-0.032633776,0.002644871,-2.89E-05,2,1362,1,28,44769.1,44769.1,2.97607,2.29492,1.44775,2.30225,1.44409,2.48535,36.908,24.3064,18,422.594,459.347,24.5073,27.7953,29.9999,27.7724,27.745,59.5711,31.1145,66.7416,24.5109,1557.75,18.6195,98.0626,99.9209,NA,4
384,1678125893,4543,20230306 12:04:53,12:04:53,5,pas_smi24_t4_ch4,gibson,1678125886,0.001708016,1.708016031,27.62726062,1491.352949,877.3578382,79.09382007,134.445487,0.078027765,3.756254548,0.07713837,0.048290545,321.5116901,28.39474018,27.49385926,3.684298971,48.14934532,1.748321262,3.631038492,1.935977709,-75.32350697,-50.34628883,-2.903296896,192.9385974,77.67275064,1.71167053,27.62726062,1574.583082,1544.439515,3.379422074,67.37008581,1.708016031,18.57584188,19.39258545,3.58E-05,111.2159154,5,1,1,0,47701,1999.972593,1681.177011,0.840600025,0.160758048,2.44,0.5,0: Broadleaf,2,TRUE,1678125886,1491.352963,1530.487778,19.39346667,18.57468889,1490.902593,19.3871963,500.1942963,90.05008148,0.099931004,27.24524444,27.49385926,999.9,0,0,10003.84,0,11.50004815,-39.13484444,1520.847037,1559.453704,0.81878337,1530.487778,18.57468889,1.746383333,1.672651111,15.31498519,14.64492593,1999.972593,0.979997333,0.020002478,0,2.579322222,0,5031.907778,16705.16667,45.437,47.30281481,46.5,45.437,44.812,1959.971481,40.00111111,0,1678125897,0,0,--:--:--,1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-39.0677075,-1.890766604,0.304795238,0,0.81876165,-0.008416683,0.001966561,1,1,2,2-Jan,2.85722,2.71043,0.213993,0.216807,0.088297,0.0851197,22505.9,19168.6,25623.8,23836.8,39893,36072.8,46338.7,42490,1.77105,1.85483,0.0982545,0,25.8948,999.9,45.086,31.481,23.214,54.2984,44.5192,1,0.0299771,0.981326,20.2265,5.23047,11.9912,4.95575,3.3039,9999,999.9,9999,9999,1.86846,1.86417,1.87179,1.86263,1.86203,1.86845,1.85857,1.86498,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.46,0.0062,0.458500431,0,0,0,-0.144741975,-0.032633776,0.002644871,-2.89E-05,2,1362,1,28,44769.2,44769.1,3.00049,2.28516,1.44775,2.30103,1.44409,2.37549,36.9317,24.3064,18,422.722,459.425,24.5126,27.7947,30,27.7706,27.7432,60.0546,31.1145,66.7416,24.5117,1571.2,18.6195,98.0621,99.9232,NA,4
385,1678125898,4548,20230306 12:04:58,12:04:58,5,pas_smi24_t4_ch4,gibson,1678125890,0.001703073,1.703073206,26.49510059,1506.954629,913.2642336,82.32993819,135.8505862,0.077715396,3.756647927,0.076833156,0.048099154,321.5186684,28.39874455,27.50260714,3.686185371,48.1368392,1.748181748,3.63169202,1.938003623,-75.1055284,-51.50152627,-2.96977974,191.941834,78.24517242,1.707538869,26.49510059,1591.591874,1561.620788,3.45992388,67.37008581,1.703073206,18.57571734,19.39048303,-1.34E-05,111.2159154,5,1,1,0,47826,2000.016071,1681.213554,0.840600022,0.160758042,2.44,0.5,0: Broadleaf,2,TRUE,1678125890,1506.954643,1546.378214,19.39211786,18.575325,1506.501071,19.38589643,500.2002143,90.04914286,0.099945607,27.24831429,27.50260714,999.9,0,0,10005.40536,0,11.50033571,-39.42356071,1536.755357,1575.645714,0.816796714,1546.378214,18.575325,1.746243571,1.672691786,15.31373929,14.64528929,2000.016071,0.9799975,0.0200023,0,2.531421429,0,5032.426429,16705.53214,45.43478571,47.28764286,46.4955,45.437,44.812,1960.014286,40.00178571,0,1678125902,0,0,--:--:--,1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-39.1945,-3.344134334,0.350873917,0,0.81808115,-0.021358784,0.002379917,1,1,2,2-Jan,2.85718,2.71029,0.215392,0.218224,0.0882892,0.0851196,22466.3,19134,25624.3,23836.9,39893.7,36072.8,46339,42490,1.77087,1.85518,0.0989251,0,25.8948,999.9,45.086,31.481,23.2143,53.3784,44.7155,1,0.0299085,0.989768,20.2263,5.23077,11.9893,4.95555,3.3039,9999,999.9,9999,9999,1.86844,1.86417,1.8718,1.86264,1.86203,1.86844,1.85854,1.86497,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.46,0.0062,0.458500431,0,0,0,-0.144741975,-0.032633776,0.002644871,-2.89E-05,2,1362,1,28,44769.2,44769.2,3.02856,2.29248,1.44897,2.30103,1.44409,2.36206,36.9317,24.3064,18,422.607,459.625,24.5134,27.7924,29.9999,27.7682,27.7408,60.5981,31.1145,66.7416,24.5065,1591.65,18.6195,98.0632,99.9234,NA,4
386,1678125903,4553,20230306 12:05:03,12:05:03,5,pas_smi24_t4_ch4,gibson,1678125896,0.001699381,1.699381403,28.43288816,1524.543319,888.9871909,80.13982674,137.4335184,0.077494131,3.758200015,0.076617234,0.04796373,321.5172089,28.40155096,27.50752963,3.687247231,48.12598004,1.748043982,3.632225214,1.939203249,-74.94271989,-52.01277198,-2.998132715,191.5635843,78.74461032,1.702973094,28.43288816,1608.927717,1578.447576,3.366495416,67.37008581,1.699381403,18.57731228,19.39038182,-2.20E-05,111.2159154,5,1,1,0,47571,2000.007037,1681.205956,0.84060002,0.160758039,2.44,0.5,0: Broadleaf,2,TRUE,1678125896,1524.543333,1564.221852,19.39096667,18.57635556,1524.085926,19.38478519,500.1994074,90.04738148,0.09995423,27.25081852,27.50752963,999.9,0,0,10011.36667,0,11.50411481,-39.67850741,1554.69037,1593.82963,0.814616,1564.221852,18.57635556,1.746105185,1.672752963,15.31251481,14.64584074,2000.007037,0.979997444,0.020002359,0,2.548362963,0,5032.845185,16705.45556,45.42551852,47.27985185,46.49066667,45.437,44.812,1960.005556,40.00148148,0,1678125907,0,0,--:--:--,1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-39.507805,-2.825455159,0.292936266,0,0.816222275,-0.024303096,0.002478572,1,1,2,2-Jan,2.85738,2.71018,0.216771,0.219593,0.0882888,0.0851248,22426.8,19100.9,25624.3,23837.4,39893.8,36073.3,46339.1,42490.8,1.77105,1.85485,0.0981651,0,25.897,999.9,45.062,31.471,23.1904,54.3184,44.7676,1,0.0297231,1.01621,20.2262,5.23077,11.9903,4.95565,3.30395,9999,999.9,9999,9999,1.86844,1.86417,1.8718,1.86263,1.86203,1.86845,1.85857,1.86497,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.46,0.0061,0.458500431,0,0,0,-0.144741975,-0.032633776,0.002644871,-2.89E-05,2,1362,1,28,44769.3,44769.3,3.05176,2.2937,1.44897,2.2998,1.44409,2.34985,36.9317,24.3064,18,422.694,459.403,24.51,27.7911,29.9999,27.7665,27.7385,61.0651,31.1145,66.7416,24.4956,1605.12,18.6195,98.0632,99.9252,NA,4
387,1678126672,5321.6,20230306 12:17:51,12:17:51,5,pas_smi24_t4_ch4,gibson,1678126664,0.004740866,4.740866418,10.14192175,414.0894613,236.9018596,21.35852502,37.33335034,0.106945417,3.750683619,0.10527978,0.065947352,321.5131041,35.30334299,35.0011,5.648715428,31.46179351,1.755524143,5.579860354,3.893191285,-209.072209,-44.74770304,-2.783301424,64.90989064,10.09864488,4.716068388,10.14192175,427.3802211,422.3227333,0.004967614,67.37008581,4.740866418,17.21399648,19.48140909,1.99E-05,111.2159154,7,1,1,0,46472,1999.979667,1681.183101,0.840600097,0.160758186,2.44,0.5,0: Broadleaf,2,TRUE,1678126664,414.0894667,419.9682667,19.47170667,17.21597667,413.8042667,19.46261667,500.1991333,90.05771333,0.099979207,34.77980333,35.0011,999.9,0,0,9982.311,0,11.29621,-5.878861667,422.3124333,427.3250667,2.255737667,419.9682667,17.21597667,1.753578667,1.550431,15.37900667,13.47478,1999.979667,0.979996533,0.020003367,0,2.554703333,0,4904.005,16705.22667,46.312,47.64153333,47.0977,46.062,46.187,1959.972,40.006,0,1678126676,0,0,--:--:--,1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-5.87239561,-0.347914077,0.070939068,0,2.252335854,0.070096307,0.007254354,1,1,2,2-Jan,2.85273,2.71003,0.0897486,0.0906999,0.0885622,0.0805739,26030.4,22242.6,25593.9,23826.2,39834.7,36235.5,46288.2,42474.3,1.76465,1.84648,0.210762,0,31.6067,999.9,42.528,31.441,21.844,54.8775,44.4311,1,0.0588897,-2.43032,20.2128,5.23406,11.992,4.95675,3.304,9999,999.9,9999,9999,1.86845,1.86417,1.8718,1.86262,1.86203,1.86844,1.85861,1.86495,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.285,0.0095,0.113826917,0.000452008,-6.84E-08,-5.70E-11,-0.144741975,-0.032633776,0.002644871,-2.89E-05,2,1362,1,28,44782.1,44782.1,1.05103,2.34985,1.44897,2.30103,1.44409,2.34497,36.8129,24.2976,18,420.319,455.793,35.1782,28.3175,30.0003,27.9419,27.939,21.0887,32.3913,61.5278,35.1737,413.205,17.1999,97.9525,99.8836,NA,4
388,1678126677,5326.6,20230306 12:17:56,12:17:56,5,pas_smi24_t4_ch4,gibson,1678126669,0.004757406,4.757405622,10.26924614,414.0759946,235.4523092,21.22893418,37.33406593,0.107262161,3.753069887,0.105587773,0.066140618,321.5124884,35.30177352,35.0107069,5.651721204,31.47047475,1.75621713,5.580523155,3.895504074,-209.8015879,-46.28668846,-2.877360294,62.54685167,9.836790657,4.737293678,10.26924614,427.3815125,422.2930485,-0.001827098,67.37008581,4.757405622,17.21285965,19.48810606,2.72E-05,111.2159154,7,1,1,0,46393,1999.973103,1681.177812,0.84060021,0.160758406,2.44,0.5,0: Broadleaf,2,TRUE,1678126669,414.076,419.8313103,19.47838621,17.21252414,413.7908621,19.46904483,500.2001724,90.0623931,0.099959741,34.78194483,35.0107069,999.9,0,0,9990.648621,0,11.50312759,-5.755325517,422.3016552,427.1842759,2.26587,419.8313103,17.21252414,1.754271034,1.550201379,15.38516207,13.47248966,1999.973103,0.979992103,0.020007686,0,2.585382759,0,4903.743448,16705.14483,46.312,47.6592069,47.11196552,46.062,46.187,1959.957586,40.01344828,0,1678126681,0,0,--:--:--,1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-5.85387775,0.167142777,0.152793085,0,2.25888725,0.103486717,0.010407645,0,0,2,0/2,2.85288,2.71026,0.0897167,0.0902392,0.0885637,0.0804277,26031.1,22253.5,25593.7,23825.9,39834.3,36240.8,46287.7,42473.8,1.76497,1.8469,0.209671,0,31.624,999.9,42.504,31.441,21.8377,55.0075,45.3005,1,0.0590625,-2.37808,20.2134,5.23376,11.992,4.95655,3.30395,9999,999.9,9999,9999,1.86849,1.86417,1.8718,1.86264,1.86203,1.86845,1.85859,1.86499,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.285,0.0097,0.113826917,0.000452008,-6.84E-08,-5.70E-11,-0.144741975,-0.032633776,0.002644871,-2.89E-05,2,1362,1,28,44782.2,44782.2,1.02539,2.35229,1.44775,2.30103,1.44409,2.36694,36.8129,24.2976,18,420.531,456.092,35.1709,28.3207,30.0003,27.9459,27.9432,20.5278,32.3913,61.5278,35.1591,399.697,17.1874,97.9517,99.8822,NA,4
389,1678126682,5331.6,20230306 12:18:01,12:18:01,5,pas_smi24_t4_ch4,gibson,1678126674,0.004863761,4.863761197,9.690379309,413.6375306,246.5391611,22.22704948,37.29201405,0.109660675,3.755628698,0.107912398,0.067600002,321.5131826,35.28231122,35.01452857,5.652917305,31.46950908,1.756424318,5.581352775,3.896492986,-214.4918688,-46.54937027,-2.891809669,57.58013385,5.012836141,4.791128112,9.690379309,420.2469581,419.0685818,-0.766474864,67.37008581,4.863761197,17.14765123,19.47434,-3.66E-05,111.2159154,7,1,1,0,46656,1999.978571,1681.182312,0.840600163,0.160758314,2.44,0.5,0: Broadleaf,2,TRUE,1678126674,413.6375357,417.0496071,19.482,17.19035714,413.3525,19.472525,500.1914286,90.05627143,0.099991689,34.784625,35.01452857,999.9,0,0,10000.82821,0,11.49713214,-3.412090357,421.8561071,424.3444286,2.291638929,417.0496071,17.19035714,1.754477143,1.548100714,15.38699643,13.45166429,1999.978571,0.979992214,0.020007579,0,2.592978571,0,4903.861786,16705.19286,46.31875,47.66928571,47.125,46.062,46.19825,1959.965714,40.01035714,0,1678126686,0,0,--:--:--,1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-4.081094,25.62717051,3.248445705,0,2.28218725,0.290495347,0.030470523,0,0,2,0/2,2.85263,2.71036,0.089087,0.0880563,0.088502,0.0803105,26048.8,22306.7,25593.4,23825.6,39836.8,36245.1,46287.5,42473.5,1.76437,1.84638,0.208382,0,31.6392,999.9,42.48,31.441,21.8244,54.6275,44.7236,1,0.0593242,-2.34231,20.2139,5.23361,11.992,4.95655,3.30395,9999,999.9,9999,9999,1.86847,1.86417,1.8718,1.86263,1.86204,1.86844,1.85861,1.86501,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.284,0.0091,0.113826917,0.000452008,-6.84E-08,-5.70E-11,-0.144741975,-0.032633776,0.002644871,-2.89E-05,2,1362,1,28,44782.3,44782.3,0.993652,2.37549,1.44897,2.2998,1.44409,2.36938,36.8129,24.2976,18,420.222,455.798,35.1536,28.3242,30.0002,27.9499,27.9473,19.9358,32.3913,61.5278,35.1404,379.272,17.1892,97.9509,99.8813,NA,4
390,1678126687,5336.6,20230306 12:18:06,12:18:06,5,pas_smi24_t4_ch4,gibson,1678126679,0.004818864,4.818863528,9.41498984,410.9137728,246.6516325,22.23524943,37.04321817,0.108610101,3.759850493,0.106896772,0.066962167,321.5138822,35.29457492,35.01378148,5.652683464,31.45234716,1.755815999,5.582464133,3.896867465,-212.5118816,-45.72260238,-2.837297802,60.4421004,-5.849894135,4.83247636,9.41498984,405.262605,409.854897,-1.955794572,67.37008581,4.818863528,17.14245891,19.46027576,-0.0016424,111.2159154,7,1,1,0,46403,1999.982963,1681.186,0.840600161,0.160758311,2.44,0.5,0: Broadleaf,2,TRUE,1678126679,410.9137778,409.0287778,19.47695185,17.16550741,410.6297037,19.46765185,500.1887407,90.04841852,0.099979063,34.78821481,35.01378148,999.9,0,0,10017.3837,0,11.48797407,1.884924815,419.0761852,416.1728889,2.311444444,409.0287778,17.16550741,1.75386963,1.545728148,15.3816,13.42812222,1999.982963,0.979992333,0.020007456,0,2.637211111,0,4904.722222,16705.21852,46.33533333,47.687,47.125,46.07833333,46.21966667,1959.971852,40.01037037,0,1678126690,0,0,--:--:--,1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-1.19004275,55.52016979,5.875129828,0,2.29606325,0.277730994,0.029821867,0,0,2,0/2,2.85278,2.71041,0.0875013,0.0853642,0.0884678,0.0803081,26093.9,22372.3,25593.2,23825.4,39838,36244.9,46287.1,42473.2,1.76443,1.84608,0.2071,0,31.6548,999.9,42.431,31.441,21.8008,54.2475,45.3165,1,0.0594055,-2.34337,20.2139,5.23361,11.992,4.9564,3.304,9999,999.9,9999,9999,1.86847,1.86417,1.8718,1.86264,1.86205,1.86845,1.85861,1.86503,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.28,0.0087,0.113826917,0.000452008,-6.84E-08,-5.70E-11,-0.144741975,-0.032633776,0.002644871,-2.89E-05,2,1362,1,28,44782.4,44782.4,0.960693,2.34375,1.44775,2.30103,1.44409,2.41699,36.8129,24.3064,18,420.278,455.642,35.1338,28.3274,30.0002,27.954,27.9512,19.2288,32.3913,61.5278,35.1287,365.81,17.1918,97.9501,99.8806,NA,4
