obs,time,elapsed,date,hhmmss,averaging,id,machine,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd.dt,αVc,Edyn,Hr,Hs,dHs.dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv.Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm.,PhiPS2,PS2.1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt..Fo.,DarkPulseID,Fmin,Fo.,Fv..Fm.,qP,qN,qP_Fo,qN_Fo,qL,X1.qL,ID,P1_dur,P2_dur,P3_dur,P1_Qmax,P1_Fmax,P2_dQdt,P3_ΔF,ID.1,Duration,Fo.1,F1,F2,Fmax,T.HIR,T.F1,T.F2,T.Fmax,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME.1,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF.dt,dF_dc.dt,F_dc_avg,period,time.1,hhmmss.1,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔH2O.MN,ΔH2O.SLP,ΔH2O.SD,ΔH2O.OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_.,Flow_.,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,CO2_hrs,AccH2O_des,AccH2O_hum,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_.,Desiccant_.,Humidifier_.,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r,NA.,chamber
42,1677702163,296.5,20230301 14:22:43,14:22:43,5,bou_cur17_t1_ch4,ozzie,1677702155,0.001239467,1.239467038,96.73092607,624.9186861,-2125.41267,-190.1082872,55.89607266,0.056085374,4.206324059,0.055673215,0.034832537,321.5161714,28.04636832,28.04636832,3.805109668,52.66833161,1.877016169,3.563842089,1.928093498,-54.66049638,-253.8414676,-13.0872453,-0.073037863,96.73092607,1.239467038,8.711404406,686.4974153,663.3616788,3.454862074,64.9250523,1.352248242,20.53659758,20.99036783,-5.11E-05,91.53578363,0,0,1,0,47104,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000.001071,1681.2009,0.8406,0.160758,1.37,0.5,0: Broadleaf,2,FALSE,1677702155,624.9187143,658.3090357,20.98506071,20.56951786,617.5657143,20.6484,400.0636071,89.39363571,0.051717571,26.92699643,27.49860714,999.9,0,0,9998.788571,0,1.54459,-33.39033214,638.3139643,672.13425,0.415529464,658.3090357,20.56951786,1.875931786,1.838785357,16.434275,16.12044643,2000.001071,0.980000536,0.019999329,0,2.190796429,0,2189.833571,17300.15357,38.81875,39.125,38.53542857,37.875,38.187,1960.000714,40,0,1677702163,0,2.173488,-0.118430762,-6.918461502,2189.72,15,0,--:--:--,1664466184,1664466167,0,-0.244,0.002,12.235,0.258,1500,19,0.08,0.08,0.403985875,0.340491096,0.036497479,1,1,1,1-Jan,2.7035,2.7047,0.12291,0.128303,0.092616,0.0922582,34058,36861.5,35199.1,38362.1,45257.2,50269.2,54976.7,61500.9,1.77335,1.99373,0.0781417,0,26.2238,999.9,53.467,30.152,25.706,55.7121,36.9992,1,0.0946519,1.34239,20.1443,5.19767,12.0043,4.97525,3.29355,9999,999.9,9999,9999,1.86295,1.86789,1.86765,1.86874,1.86965,1.86568,1.86676,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,7.51,0.3368,3.611569441,0.005912311,5.16E-07,-4.53E-10,-0.016716087,-0.019912186,0.002374812,-2.82E-05,-4,1802,0,28,220599.7,220599.9,1.54175,2.6123,1.54785,2.30957,1.34644,2.45972,34.0545,14.7887,18,387.389,517.482,23.7356,28.4487,30,28.4523,28.3852,30.9274,25.5184,60.7112,23.7418,709.046,20.6576,102.016,102.389,NA,4
43,1677702169,302,20230301 14:22:48,14:22:48,5,bou_cur17_t1_ch4,ozzie,1677702161,0.001241373,1.241372782,97.03692441,643.4384005,-2110.77992,-188.7974718,57.5519703,0.056197416,4.201536435,0.055783147,0.034901433,321.5144044,28.04618608,28.04618608,3.805069257,52.6948371,1.877846487,3.563625188,1.927222769,-54.74453967,-253.7458694,-13.09714422,-0.073148916,97.03692441,1.241372782,9.621728498,704.7954991,681.9228485,3.354767538,64.9250523,1.221531944,20.59606985,21.00583846,-2.84E-05,91.53578363,0,0,1,0,47371,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999.99,1681.1916,0.840600003,0.160758006,1.37,0.5,0: Broadleaf,2,FALSE,1677702161,643.4384286,676.9430357,20.99456429,20.57837143,635.9745,20.65751429,400.0490714,89.39248214,0.051931271,26.92596071,27.50010714,999.9,0,0,9983.729286,0,1.54459,-33.50461071,657.2368214,691.1665,0.4161685,676.9430357,20.57837143,1.876756429,1.839552857,16.44118214,16.12698214,1999.99,0.980000429,0.019999443,0,2.170128571,0,2189.091786,17300.05714,38.81875,39.125,38.52657143,37.875,38.187,1959.989643,40,0,1677702169,0,2.168123077,-0.516335035,-5.315555534,2189.058462,15,0,--:--:--,1664466184,1664466167,0,-0.244,0.002,12.235,0.258,1500,19,0.08,0.08,0.407824375,0.030098398,0.035215174,1,1,1,1-Jan,2.70379,2.70484,0.125289,0.130724,0.0926706,0.0924481,33965.7,36759.2,35199.2,38362.1,45254.5,50258.5,54976.8,61500.6,1.7734,1.9939,0.0786111,0,26.2223,999.9,53.418,30.152,25.6839,54.8821,36.9551,1,0.09453,1.32116,20.1445,5.19707,12.0046,4.97505,3.2935,9999,999.9,9999,9999,1.86294,1.86785,1.86766,1.86874,1.86963,1.86567,1.86676,1.86814,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,7.618,0.3376,3.611569441,0.005912311,5.16E-07,-4.53E-10,-0.016716087,-0.019912186,0.002374812,-2.82E-05,-4,1802,0,28,220599.8,220600,1.57593,2.61475,1.54785,2.30957,1.34644,2.32788,34.0545,14.78,18,387.402,517.599,23.7366,28.447,29.9999,28.45,28.3848,31.612,25.5184,60.7112,23.7385,722.568,20.6488,102.016,102.388,NA,4
44,1677702173,306.5,20230301 14:22:53,14:22:53,5,bou_cur17_t1_ch4,ozzie,1677702165,0.001213129,1.213129221,97.78918455,658.2730788,-2182.336779,-195.1927634,58.8773202,0.054898503,4.206740709,0.054503576,0.034099981,321.5181102,28.05042874,28.05042874,3.806010152,52.7118705,1.878488976,3.5636925,1.927521176,-53.49899865,-254.9494851,-13.14328917,-0.073662712,97.78918455,1.213129221,9.850474364,720.9511568,697.4508424,3.449233494,64.9250523,1.320368451,20.63362843,21.02747063,0.005952508,91.53578363,0,0,1,0,47241,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000.013214,1681.211101,0.840599996,0.160757993,1.37,0.5,0: Broadleaf,2,FALSE,1677702165,658.2731071,692.0335714,21.00229286,20.59559286,650.7203929,20.66493214,400.0692143,89.39023214,0.051858229,26.92628214,27.50153214,999.9,0,0,10000.49143,0,1.54459,-33.76048929,672.395,706.5867143,0.406685,692.0335714,20.59559286,1.877399643,1.841045,16.44656429,16.13968214,2000.013214,0.980000429,0.019999443,0,2.177621429,0,2188.631071,17300.25714,38.8165,39.125,38.52435714,37.875,38.187,1960.012143,40,0,1677702173,0,2.170412,0.588230778,-7.541538438,2188.5716,15,0,--:--:--,1664466184,1664466167,0,-0.244,0.002,12.235,0.258,1500,19,0.08,0.08,0.40919315,-0.184581568,0.033995877,1,1,1,1-Jan,2.70383,2.70415,0.127254,0.132575,0.0927357,0.0924582,33889.6,36681.2,35199.4,38362.4,45251.8,50258.4,54977.4,61501.2,1.77318,1.99367,0.0781119,0,26.2204,999.9,53.394,30.152,25.6728,55.0421,36.7348,1,0.0941692,1.32498,20.1445,5.19722,12.0043,4.97505,3.29358,9999,999.9,9999,9999,1.86293,1.86784,1.86767,1.86874,1.86961,1.86569,1.86675,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,7.709,0.3385,3.611569441,0.005912311,5.16E-07,-4.53E-10,-0.016716087,-0.019912186,0.002374812,-2.82E-05,-4,1802,0,28,220599.8,220600.1,1.604,2.61963,1.54785,2.30957,1.34644,2.41455,34.0545,14.78,18,387.277,517.426,23.7344,28.4462,29.9999,28.4499,28.3828,32.1234,25.5184,60.7112,23.7333,742.664,20.6405,102.017,102.389,NA,4
45,1677702179,312,20230301 14:22:58,14:22:58,5,bou_cur17_t1_ch4,ozzie,1677702171,0.001155042,1.155042031,98.01095995,676.9029715,-2314.535203,-207.0117029,60.54210652,0.05222267,4.207222998,0.051865209,0.032447668,321.5217012,28.06073948,28.06073948,3.808297613,52.74973819,1.879802562,3.56362444,1.928495051,-50.93735358,-257.3911102,-13.26830226,-0.075064787,98.01095995,1.155042031,9.635760538,739.3907464,716.2254909,3.404308326,64.9250523,1.246892796,20.63745854,21.04458601,0.001329768,91.53578363,0,0,1,0,47169,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000.035714,1681.230001,0.84059999,0.16075798,1.37,0.5,0: Broadleaf,2,FALSE,1677702171,676.903,710.7359643,21.01750357,20.63025714,669.2392143,20.67953214,400.04225,89.38814286,0.051716421,26.92595714,27.50111429,999.9,0,0,10002.25571,0,1.54459,-33.83297143,691.4355357,725.7075714,0.387238179,710.7359643,20.63025714,1.878716071,1.844100357,16.457575,16.16568929,2000.035714,0.980000643,0.019999214,0,2.195107143,0,2188.0725,17300.46429,38.812,39.125,38.51771429,37.875,38.187,1960.034643,40,0,1677702178,0,2.182,-0.046256402,-6.347692308,2188.051154,15,0,--:--:--,1664466184,1664466167,0,-0.244,0.002,12.235,0.258,1500,19,0.08,0.08,0.40301275,-0.172999047,0.030774346,1,1,1,1-Jan,2.70331,2.70474,0.129597,0.13494,0.0927817,0.0924603,33798.7,36581.5,35199.4,38362.7,45249.3,50258.6,54977.1,61501.4,1.77307,1.99395,0.0778362,0,26.2196,999.9,53.37,30.142,25.644,55.5021,37.2837,1,0.0941184,1.30198,20.1448,5.19737,12.005,4.97525,3.29353,9999,999.9,9999,9999,1.86295,1.86787,1.86764,1.86874,1.86963,1.86569,1.86676,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,7.818,0.3391,3.611569441,0.005912311,5.16E-07,-4.53E-10,-0.016716087,-0.019912186,0.002374812,-2.82E-05,-4,1802,0,28,220599.9,220600.2,1.63574,2.61353,1.54785,2.30957,1.34644,2.44629,34.0545,14.78,18,387.208,517.611,23.7317,28.4439,30.0001,28.4476,28.3824,32.7994,25.5184,60.7112,23.7355,756.096,20.6364,102.017,102.39,NA,4
46,1677702184,317,20230301 14:23:03,14:23:03,5,bou_cur17_t1_ch4,ozzie,1677702176,0.001190823,1.19082298,98.55535848,694.5534528,-2219.882393,-198.5438087,62.12008723,0.053934154,4.207690229,0.053553013,0.033504652,321.522563,28.05498569,28.05498569,3.807020973,52.79357782,1.88147318,3.56382965,1.925547793,-52.51529341,-255.892191,-13.18925457,-0.07417595,98.55535848,1.19082298,9.753763736,757.1039341,733.5239212,3.468784649,64.9250523,1.245327052,20.63821957,21.05315455,0.000310425,91.53578363,0,0,1,0,47049,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000.041111,1681.234534,0.840599988,0.160757977,1.37,0.5,0: Broadleaf,2,FALSE,1677702176,694.5534815,728.5866667,21.03641111,20.6371963,686.7845185,20.69767407,400.0623333,89.38722963,0.051656585,26.92693704,27.49772222,999.9,0,0,10003.84074,0,1.54459,-34.03327407,709.4785185,743.9394815,0.39922063,728.5866667,20.6371963,1.880387407,1.844701852,16.47155185,16.1708,2000.041111,0.980000556,0.019999307,0,2.227692593,0,2187.458889,17300.51111,38.812,39.125,38.50459259,37.875,38.187,1960.03963,40,0,1677702184,0,2.221572,0.196953858,-7.143846165,2187.35,15,0,--:--:--,1664466184,1664466167,0,-0.244,0.002,12.235,0.258,1500,19,0.08,0.08,0.39348965,0.088621418,0.015940679,1,1,1,1-Jan,2.70354,2.70457,0.131729,0.13693,0.0928089,0.0924549,33716,36497.5,35199.5,38362.9,45248.2,50259.2,54977.4,61501.7,1.77278,1.99402,0.0779629,0,26.2183,999.9,53.345,30.152,25.6466,55.4521,36.7869,1,0.0939888,1.28853,20.1446,5.19677,12.0053,4.9751,3.29338,9999,999.9,9999,9999,1.86294,1.86785,1.86766,1.86874,1.86962,1.86567,1.86676,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,7.918,0.3395,3.611569441,0.005912311,5.16E-07,-4.53E-10,-0.016716087,-0.019912186,0.002374812,-2.82E-05,-4,1802,0,28,220600,220600.3,1.66382,2.61597,1.54785,2.30957,1.34644,2.36572,34.0545,14.78,18,387.043,517.643,23.735,28.4438,30,28.4475,28.3804,33.4215,25.5184,60.7112,23.7386,776.229,20.6364,102.018,102.39,NA,4
47,1677702189,322,20230301 14:23:08,14:23:08,5,bou_cur17_t1_ch4,ozzie,1677702181,0.001224349,1.224349377,98.39983071,710.3618641,-2117.69235,-189.4019328,63.53326538,0.055530099,4.20078675,0.0551255,0.034489543,321.5190218,28.04938446,28.04938446,3.805778543,52.82628544,1.882512639,3.563590784,1.923265904,-53.99380754,-254.4621453,-13.13665814,-0.073589197,98.39983071,1.224349377,9.899510305,773.5906659,750.457497,3.382747604,64.9250523,1.270166431,20.63702827,21.06034965,0.000308735,91.53578363,0,0,1,0,47029,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000.018929,1681.2159,0.840599995,0.160757989,1.37,0.5,0: Broadleaf,2,FALSE,1677702181,710.3618929,744.3603214,21.04826786,20.63777143,702.4991786,20.70905714,400.0164286,89.38600714,0.051881614,26.92579643,27.49630714,999.9,0,0,9982.074643,0,1.54459,-33.99842143,725.6355,760.0459643,0.410505071,744.3603214,20.63777143,1.881421786,1.844727857,16.48019286,16.171025,2000.018929,0.980000536,0.019999329,0,2.219717857,0,2186.858571,17300.325,38.812,39.125,38.50221429,37.875,38.187,1960.018214,40,0,1677702189,0,2.225528,0.499646161,-8.584615383,2186.7664,15,0,--:--:--,1664466184,1664466167,0,-0.244,0.002,12.235,0.258,1500,19,0.08,0.08,0.4039915,0.145259662,0.014161581,1,1,1,1-Jan,2.70335,2.70487,0.133802,0.139028,0.0928279,0.0924581,33635.3,36409.1,35199.3,38363.2,45247.1,50259.6,54977.2,61502.3,1.77302,1.994,0.078775,0,26.2183,999.9,53.321,30.172,25.6683,56.0021,37.3838,1,0.093938,1.27782,20.1448,5.19827,12.0053,4.9753,3.2936,9999,999.9,9999,9999,1.86293,1.86785,1.86768,1.86874,1.86959,1.86568,1.86676,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,8.017,0.3397,3.611569441,0.005912311,5.16E-07,-4.53E-10,-0.016716087,-0.019912186,0.002374812,-2.82E-05,-4,1802,0,28,220600.1,220600.4,1.69556,2.6062,1.54785,2.30957,1.34644,2.43042,34.0545,14.7887,18,387.163,517.618,23.7393,28.4414,29.9999,28.4451,28.3794,33.987,25.5184,60.7112,23.7427,789.64,20.6364,102.017,102.391,NA,4
48,1677702194,327,20230301 14:23:13,14:23:13,5,bou_cur17_t1_ch4,ozzie,1677702186,0.001249919,1.24991878,98.596942,728.0537493,-2045.841231,-182.9739973,65.11497702,0.056758462,4.202239861,0.056335984,0.035247686,321.5143453,28.04352046,28.04352046,3.804478205,52.84919558,1.883247069,3.563435637,1.921231136,-55.12141818,-253.3895171,-13.0763285,-0.072918461,98.596942,1.24991878,9.54047745,791.3896916,767.8426182,3.475789032,64.9250523,1.272805103,20.63735363,21.06342378,7.81E-05,91.53578363,0,0,1,0,47477,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999.98963,1681.191289,0.840600003,0.160758006,1.37,0.5,0: Broadleaf,2,FALSE,1677702186,728.0537778,762.1314815,21.05667778,20.63763704,720.0861852,20.71712593,400.0402222,89.38493704,0.052109448,26.92505556,27.49588519,999.9,0,0,9986.803333,0,1.54459,-34.0776,743.7141481,778.1915185,0.419048926,762.1314815,20.63763704,1.882150741,1.844693704,16.48627778,16.17074444,1999.98963,0.980000333,0.019999544,0,2.224555556,0,2186.263333,17300.08148,38.812,39.125,38.5,37.875,38.187,1959.989259,40,0,1677702193,0,2.23028,-0.277953842,-4.755384598,2186.244,15,0,--:--:--,1664466184,1664466167,0,-0.244,0.002,12.235,0.258,1500,19,0.08,0.08,0.412371025,0.107218863,0.010557017,1,1,1,1-Jan,2.70398,2.705,0.135895,0.140992,0.0928364,0.0924632,33554.3,36326.1,35199.6,38363.2,45246.9,50259.3,54977.4,61502.3,1.77332,1.99387,0.0776723,0,26.2183,999.9,53.296,30.152,25.6271,54.8421,36.7428,1,0.0939151,1.30638,20.1445,5.19752,12.0055,4.9753,3.2937,9999,999.9,9999,9999,1.86293,1.86783,1.86764,1.86874,1.8696,1.86568,1.86676,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,8.117,0.3398,3.611569441,0.005912311,5.16E-07,-4.53E-10,-0.016716087,-0.019912186,0.002374812,-2.82E-05,-4,1802,0,28,220600.2,220600.4,1.72241,2.61719,1.54785,2.30957,1.34644,2.31934,34.0545,14.7712,18,387.326,517.519,23.7422,28.4405,29.9999,28.4448,28.378,34.5254,25.5184,60.7112,23.7383,809.969,20.6364,102.017,102.391,NA,4
49,1677702199,332,20230301 14:23:18,14:23:18,5,bou_cur17_t1_ch4,ozzie,1677702191,0.001261609,1.261608661,98.15610491,743.90065,-1991.436248,-178.1067848,66.53175722,0.057324222,4.2022686,0.056893318,0.035596768,321.512295,28.04051718,28.04051718,3.803812378,52.86226928,1.883621795,3.563263213,1.920190583,-55.63694194,-252.8973934,-13.05059341,-0.072633754,98.15610491,1.261608661,9.690145374,807.9817076,784.8627394,3.393220654,64.9250523,1.26581356,20.6394381,21.06397343,-2.11E-05,91.53578363,0,0,1,0,47048,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999.976786,1681.1805,0.840600007,0.160758013,1.37,0.5,0: Broadleaf,2,FALSE,1677702191,743.9006786,777.8368214,21.06103214,20.63807857,735.8395,20.72130714,400.0443571,89.38429643,0.052051325,26.92423214,27.49852143,999.9,0,0,9986.966071,0,1.54459,-33.93603929,759.9053214,794.2281786,0.422958107,777.8368214,20.63807857,1.882526429,1.844719643,16.48941786,16.17096786,1999.976786,0.980000321,0.019999557,0,2.190282143,0,2185.697143,17299.97143,38.812,39.125,38.5,37.875,38.187,1959.976786,40,0,1677702199,0,2.19935,-0.062547009,-5.615042735,2185.672308,15,0,--:--:--,1664466184,1664466167,0,-0.244,0.002,12.235,0.258,1500,19,0.08,0.08,0.42009145,0.051357321,0.005569595,1,1,1,1-Jan,2.70318,2.70478,0.137928,0.142971,0.0928428,0.0924653,33475.5,36242.4,35199.6,38363.2,45246.5,50259.3,54977.2,61502.3,1.77305,1.99402,0.0782236,0,26.2183,999.9,53.272,30.152,25.6124,55.8421,37.3558,1,0.0933791,1.29937,20.1446,5.19677,12.005,4.97515,3.2935,9999,999.9,9999,9999,1.86295,1.86784,1.86766,1.86874,1.8696,1.86569,1.86676,1.86814,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,8.215,0.3399,3.611569441,0.005912311,5.16E-07,-4.53E-10,-0.016716087,-0.019912186,0.002374812,-2.82E-05,-4,1802,0,28,220600.3,220600.5,1.75171,2.60864,1.54785,2.30957,1.34644,2.43774,34.0545,14.78,18,387.161,517.602,23.7392,28.439,30,28.4426,28.3758,35.1236,25.5184,60.7112,23.7395,823.509,20.6364,102.017,102.391,NA,4
50,1677702204,337,20230301 14:23:23,14:23:23,5,bou_cur17_t1_ch4,ozzie,1677702196,0.001266237,1.266237147,97.7612688,761.6187495,-1952.812868,-174.6540999,68.1170425,0.057552015,4.206464601,0.057118123,0.035737537,321.5143449,28.0390965,28.0390965,3.803497452,52.86653131,1.883827505,3.56336506,1.919669947,-55.84105817,-252.7174354,-13.02823702,-0.07238572,97.7612688,1.266237147,9.419205253,824.7758085,801.8027939,3.384497188,64.9250523,1.26623352,20.63908474,21.06365035,-9.08E-06,91.53578363,0,0,1,0,47364,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999.98963,1681.191289,0.840600003,0.160758006,1.37,0.5,0: Broadleaf,2,FALSE,1677702196,761.6187778,795.4276296,21.06313333,20.63864074,753.453037,20.72331481,400.0554444,89.38511111,0.052081119,26.92471852,27.49534815,999.9,0,0,10000.18815,0,1.54459,-33.80880741,778.0061852,812.1901481,0.424489,795.4276296,20.63864074,1.882730741,1.844787407,16.49112593,16.17154074,1999.98963,0.980000444,0.019999426,0,2.212114815,0,2185.207037,17300.08889,38.812,39.125,38.5,37.875,38.187,1959.98963,40,0,1677702204,0,2.237830769,0.459644452,-7.514529926,2185.245385,15,0,--:--:--,1664466184,1664466167,0,-0.244,0.002,12.235,0.258,1500,19,0.08,0.08,0.423488525,0.01597469,0.001936244,1,1,1,1-Jan,2.70368,2.70487,0.139918,0.144905,0.0928411,0.0924596,33398.3,36161,35199.7,38363.6,45246.7,50260,54977.3,61502.8,1.77348,1.99402,0.0771694,0,26.219,999.9,53.272,30.152,25.6154,55.3721,37.3998,1,0.0934832,1.29987,20.1445,5.19677,12.0059,4.97515,3.29348,9999,999.9,9999,9999,1.86295,1.86785,1.86767,1.86874,1.86961,1.86569,1.86676,1.86814,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,8.312,0.3399,3.611569441,0.005912311,5.16E-07,-4.53E-10,-0.016716087,-0.019912186,0.002374812,-2.82E-05,-4,1802,0,28,220600.3,220600.6,1.77979,2.62207,1.54785,2.30957,1.34644,2.29736,34.0545,14.7712,18,387.384,517.599,23.7393,28.4374,30.0001,28.4411,28.3756,35.6641,25.5184,60.7112,23.7393,843.685,20.6364,102.018,102.392,NA,4
51,1677702209,342,20230301 14:23:28,14:23:28,5,bou_cur17_t1_ch4,ozzie,1677702201,0.001270092,1.270091543,97.4167032,777.3180787,-1920.010585,-171.7206675,69.52127263,0.057729747,4.202420421,0.057292765,0.035846963,321.514062,28.03944392,28.03944392,3.803574463,52.86924513,1.88392888,3.563373896,1.919645584,-56.01103704,-252.5436196,-13.03183078,-0.072425447,97.4167032,1.270091543,10.17773441,841.8649607,818.6838667,3.374850926,64.9250523,1.279202613,20.63744169,21.06589091,4.50E-05,91.53578363,0,0,1,0,46945,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999.987857,1681.1898,0.840600004,0.160758007,1.37,0.5,0: Broadleaf,2,FALSE,1677702201,777.3181071,811.0152143,21.06422857,20.63846429,769.0600714,20.72436071,400.0742143,89.385225,0.052129582,26.92476071,27.49269286,999.9,0,0,9987.343929,0,1.54459,-33.697175,794.0441071,828.1061071,0.42575925,811.0152143,20.63846429,1.882830357,1.844773571,16.49195714,16.171425,1999.987857,0.980000429,0.019999443,0,2.232164286,0,2184.620714,17300.06071,38.812,39.1205,38.5,37.875,38.187,1959.987857,40,0,1677702208,0,2.248115385,0.025798298,-5.931623931,2184.644615,15,0,--:--:--,1664466184,1664466167,0,-0.244,0.002,12.235,0.258,1500,19,0.08,0.08,0.425065075,0.014370113,0.001696657,1,1,1,1-Jan,2.70333,2.70487,0.14189,0.146876,0.0928472,0.0924617,33321.6,36077.8,35199.6,38363.7,45246.6,50260.4,54977.6,61503.3,1.77297,1.99382,0.0779927,0,26.2204,999.9,53.247,30.172,25.6275,55.7721,37.0633,1,0.0934019,1.29943,20.1445,5.19707,12.0059,4.9753,3.29358,9999,999.9,9999,9999,1.86295,1.86786,1.86768,1.86874,1.86962,1.86569,1.86676,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,8.409,0.3399,3.611569441,0.005912311,5.16E-07,-4.53E-10,-0.016716087,-0.019912186,0.002374812,-2.82E-05,-4,1802,0,28,220600.4,220600.7,1.80908,2.61108,1.54785,2.30957,1.34644,2.43652,34.0545,14.78,18,387.104,517.441,23.7392,28.4365,30,28.4402,28.3732,36.2727,25.5184,60.7112,23.7393,857.141,20.6364,102.018,102.393,NA,4
