obs,time,elapsed,date,hhmmss,averaging,id,machine,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd.dt,αVc,Edyn,Hr,Hs,dHs.dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv.Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm.,PhiPS2,PS2.1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt..Fo.,DarkPulseID,Fmin,Fo.,Fv..Fm.,qP,qN,qP_Fo,qN_Fo,qL,X1.qL,ID,P1_dur,P2_dur,P3_dur,P1_Qmax,P1_Fmax,P2_dQdt,P3_ΔF,ID.1,Duration,Fo.1,F1,F2,Fmax,T.HIR,T.F1,T.F2,T.Fmax,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME.1,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF.dt,dF_dc.dt,F_dc_avg,period,time.1,hhmmss.1,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔH2O.MN,ΔH2O.SLP,ΔH2O.SD,ΔH2O.OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_.,Flow_.,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,CO2_hrs,AccH2O_hum,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_.,Desiccant_.,Humidifier_.,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r,NA.,chamber
175,1510789797,1539.1,20171115 17:49:56,17:49:56,5,ely_can19_t2_ch4,ozzie,1510789789,0.002860926,2.860925702,11.01287507,1242.490736,892.5078651,79.76513977,111.0437802,0.064824727,3.842966257,0.064223317,0.040193142,321.5122048,35.74895106,35.74895106,5.886899262,37.1687539,2.083211083,5.604737486,3.80368818,-126.1668235,-184.1685177,-11.22536529,-0.048501713,65.14031774,2.865972925,11.01287507,1321.282554,1296.067455,3.392690909,64.5,2.860925702,21.79889152,23.31938909,0.000260739,94.03,0,0,1,0,46128,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999.972593,1681.177278,0.840600158,0.160758305,2.18,0.5,0: Broadleaf,2,TRUE,1510789789,1242.490741,1279.927778,23.30945926,21.78412222,1230.718519,22.85761481,400.055037,89.32541481,0.046503233,34.86002963,34.98563333,999.9,0,0,10008.3037,0,8.825275185,-37.43794444,1272.144074,1308.432222,1.525333704,1279.927778,21.78412222,2.082127037,1.945874815,18.08310741,17.01066667,1999.972593,0.979993519,0.020006585,0,2.218481481,0,3933.784815,17299.87778,40.562,40.687,40.06666667,39.55281481,40.37033333,1959.962593,40.01,0,1677863789,0,2.246238462,0.199774346,3.934358984,3933.768462,15,0,--:--:--,1664466184,1664466167,0,-0.244,0.002,12.235,0.258,1500,19,0.08,0.08,1.55452875,-0.410282814,0.047657495,1,1,1,1-Jan,2.70238,2.69935,0.189727,0.194095,0.0992906,0.0957158,31394,33994.8,35127.9,38274.6,44848.6,49980.4,54884.6,61379.7,1.75877,1.97432,0.158563,0,32.4813,999.9,44.793,33.063,25.4247,59.6137,40.2604,1,0.168473,-2.01599,20.1039,5.19767,12.0097,4.9752,3.29393,9999,9999,999.9,9999,1.86356,1.86838,1.86815,1.86935,1.87012,1.86615,1.86722,1.86859,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.91,0.4523,4.028640256,0.006477977,2.22E-07,-3.03E-10,-0.004673914,-0.02176174,0.002431895,-2.65E-05,-4,1907,1,28,-2561273.1,-2561272.8,2.6001,2.61719,1.54785,2.30469,1.34644,2.42798,39.118,23.9999,18,385.303,512.001,34.8908,29.603,30.0001,29.3539,29.2452,52.0761,16.9597,68.1703,34.9106,1321.82,21.7315,101.831,102.175,NA,4
176,1510789801,1543.6,20171115 17:50:01,17:50:01,5,ely_can19_t2_ch4,ozzie,1510789794,0.002895975,2.895974605,10.97200786,1257.288143,910.8746827,81.40574697,112.3650513,0.065707409,3.842110817,0.065089456,0.040735946,321.5153591,35.736194,35.736194,5.882764241,37.18922299,2.083673726,5.602896641,3.799090515,-127.7124801,-182.7125474,-11.13808827,-0.047756586,64.90401343,2.875343299,10.97200786,1336.217763,1311.178182,3.36550303,64.5,2.895974605,21.76683545,23.31018545,-0.000249717,94.03,0,0,1,0,46089,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999.992222,1681.193778,0.840600158,0.160758305,2.18,0.5,0: Broadleaf,2,TRUE,1510789794,1257.288148,1294.625926,23.31488519,21.78457037,1245.432222,22.8627963,400.0552593,89.32445556,0.046506785,34.8541037,34.99715926,999.9,0,0,10005.34,0,8.771898889,-37.33837407,1287.301852,1323.457407,1.530314444,1294.625926,21.78457037,2.082588889,1.945893704,18.08663704,17.01082222,1999.992222,0.979993667,0.020006467,0,2.229248148,0,3933.939259,17300.05556,40.562,40.687,40.07366667,39.55281481,40.37266667,1959.981852,40.01037037,0,1677863794,0,2.259861538,0.207152133,2.569230751,3933.960385,15,0,--:--:--,1664466184,1664466167,0,-0.244,0.002,12.235,0.258,1500,19,0.08,0.08,1.538748537,-0.08635547,0.029504314,1,1,1,1-Jan,2.70237,2.69961,0.191087,0.195405,0.0992548,0.0957252,31341.4,33938.8,35128.1,38273.9,44850.9,49979,54885,61378.6,1.75875,1.97465,0.155903,0,32.4767,999.9,44.793,33.073,25.4367,60.0137,39.7396,1,0.168465,-1.98494,20.104,5.19767,12.0098,4.9751,3.29395,9999,9999,999.9,9999,1.86356,1.86841,1.86814,1.86934,1.87012,1.86615,1.86722,1.86859,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12,0.4518,4.028640256,0.006477977,2.22E-07,-3.03E-10,-0.004673914,-0.02176174,0.002431895,-2.65E-05,-4,1907,1,28,-2561273,-2561272.8,2.62207,2.6123,1.54785,2.30469,1.34644,2.41211,39.118,23.9999,18,385.3,512.24,34.9065,29.603,30.0001,29.3556,29.2472,52.5282,16.9597,68.558,34.8962,1341.96,21.7512,101.832,102.173,NA,4
177,1510789807,1549.1,20171115 17:50:06,17:50:06,5,ely_can19_t2_ch4,ozzie,1510789799,0.002820697,2.820697173,11.16665833,1274.766423,915.222219,81.79386235,113.9265057,0.063938975,3.843118265,0.06335383,0.03964827,321.5124594,35.74349029,35.74349029,5.885128922,37.20152419,2.083486999,5.600542031,3.801641923,-124.3927453,-185.8431505,-11.32594389,-0.049380393,64.69654453,2.84870792,11.16665833,1354.466984,1329.584485,3.318430303,64.5,2.820697173,21.80373121,23.30775939,-0.00034879,94.03,0,0,1,0,46061,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999.973929,1681.178421,0.840600169,0.160758325,2.18,0.5,0: Broadleaf,2,TRUE,1510789799,1274.766429,1311.998214,23.31291786,21.79685,1262.812143,22.86092143,400.0748214,89.32398214,0.046512421,34.84652143,35.003325,999.9,0,0,10009.01,0,8.788418571,-37.23158929,1305.194643,1341.233214,1.516065714,1311.998214,21.79685,2.0824025,1.946981429,18.08521429,17.01962143,1999.973929,0.979993429,0.020006657,0,2.283482143,0,3934.211071,17299.88929,40.562,40.687,40.07775,39.55978571,40.38385714,1959.963214,40.01071429,0,1677863799,0,2.30192,0.440907689,2.061538473,3934.2512,15,0,--:--:--,1664466184,1664466167,0,-0.244,0.002,12.235,0.258,1500,19,0.08,0.08,1.51691675,-0.124367617,0.031126511,1,1,1,1-Jan,2.70211,2.69923,0.192734,0.197128,0.0992617,0.0960178,31277.5,33866.3,35128.1,38274,44850.5,49963.1,54885,61378.8,1.75885,1.97458,0.157632,0,32.4712,999.9,44.817,33.073,25.4524,60.1737,40.1683,1,0.168496,-1.96752,20.1043,5.19722,12.0099,4.975,3.2939,9999,9999,999.9,9999,1.86356,1.8684,1.86815,1.86934,1.87012,1.86615,1.86722,1.86859,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.09,0.4519,4.028640256,0.006477977,2.22E-07,-3.03E-10,-0.004673914,-0.02176174,0.002431895,-2.65E-05,-4,1907,1,28,-2561272.9,-2561272.7,2.65259,2.62573,1.54785,2.30469,1.34644,2.30957,39.118,23.9999,18,385.371,512.215,34.8986,29.603,30.0001,29.3582,29.2502,53.1302,17.2358,68.558,34.8998,1355.47,21.7539,101.832,102.173,NA,4
178,1510789811,1553.6,20171115 17:50:11,17:50:11,5,ely_can19_t2_ch4,ozzie,1510789803,0.002838357,2.838356582,11.59927794,1289.413923,920.3924494,82.25637457,115.2361851,0.064398395,3.84397432,0.063804984,0.039930975,321.5133144,35.73383723,35.73383723,5.882000606,37.21428031,2.083516493,5.598701563,3.798484112,-125.1715253,-185.1126981,-11.27805988,-0.04896888,65.05447373,2.811924138,11.59927794,1370.910224,1345.062909,3.446781818,64.5,2.838356582,21.86902242,23.32823333,0.006269524,94.03,0,0,1,0,46156,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999.979286,1681.182921,0.840600167,0.160758322,2.18,0.5,0: Broadleaf,2,TRUE,1510789803,1289.413929,1326.839643,23.31312143,21.81655,1277.378214,22.86111786,400.0534286,89.32453214,0.046447186,34.84059286,35.00987143,999.9,0,0,10012.02214,0,8.839249286,-37.42576429,1320.191071,1356.4325,1.496578214,1326.839643,21.81655,2.082434286,1.9487525,18.08544643,17.03396071,1999.979286,0.979993571,0.020006543,0,2.261257143,0,3934.375357,17299.94286,40.5665,40.6915,40.089,39.562,40.39492857,1959.968571,40.01071429,0,1677863804,0,2.277548,-0.332184613,3.465384616,3934.3976,15,0,--:--:--,1664466184,1664466167,0,-0.244,0.002,12.235,0.258,1500,19,0.08,0.08,1.50520775,-0.31967561,0.040406305,1,1,1,1-Jan,2.70226,2.69948,0.194106,0.198426,0.0993185,0.095957,31224.1,33811.4,35127.8,38274,44847.2,49966.4,54884.4,61378.7,1.75867,1.97467,0.155427,0,32.468,999.9,44.817,33.073,25.4511,60.3637,39.7636,1,0.168516,-1.97299,20.1048,5.19707,12.0097,4.97505,3.29393,9999,9999,999.9,9999,1.86356,1.86838,1.86814,1.86934,1.87012,1.86615,1.86722,1.86859,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.18,0.4527,4.028640256,0.006477977,2.22E-07,-3.03E-10,-0.004673914,-0.02176174,0.002431895,-2.65E-05,-4,1907,1,28,-2561272.9,-2561272.6,2.67578,2.62573,1.54785,2.30469,1.34644,2.33643,39.118,23.9999,18,385.289,512.3,34.8992,29.603,30.0002,29.3604,29.252,53.5809,17.2358,68.558,34.8992,1375.6,21.7552,101.831,102.173,NA,4
179,1510789817,1559.1,20171115 17:50:16,17:50:16,5,ely_can19_t2_ch4,ozzie,1510789809,0.00278191,2.781909956,11.60140711,1307.80678,931.7211148,83.2697526,116.8812699,0.063097375,3.846263743,0.06252792,0.039130685,321.514988,35.73672323,35.73672323,5.882935733,37.23826597,2.083941471,5.596236604,3.798994262,-122.682229,-187.4684168,-11.41450415,-0.050161972,65.52310266,2.770041371,11.60140711,1388.939856,1363.626606,3.351387879,64.5,2.781909956,21.84160424,23.32578364,-0.000436427,94.03,0,0,1,0,46116,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999.989643,1681.191632,0.840600169,0.160758327,2.18,0.5,0: Broadleaf,2,TRUE,1510789809,1307.806786,1345.486786,23.31761786,21.84332143,1295.670357,22.86541071,400.04725,89.32555,0.046421168,34.83265,34.98765,999.9,0,0,10020.13,0,8.8611675,-37.68047143,1339.028571,1375.532857,1.474310357,1345.486786,21.84332143,2.08286,1.951166429,18.08869643,17.05351071,1999.989643,0.979993714,0.020006429,0,2.271735714,0,3934.706786,17300.02857,40.5845,40.6915,40.09575,39.562,40.41707143,1959.978571,40.01107143,0,1677863809,0,2.243976923,-1.078919657,4.031111137,3934.757308,15,0,--:--:--,1664466184,1664466167,0,-0.244,0.002,12.235,0.258,1500,19,0.08,0.08,1.49213275,-0.240806116,0.037430618,1,1,1,1-Jan,2.70222,2.69931,0.195745,0.200125,0.0993058,0.0959417,31160.6,33739.8,35127.8,38274.1,44848.1,49967,54884.7,61378.4,1.7586,1.97477,0.154272,0,32.4654,999.9,44.842,33.073,25.4661,60.0737,39.9239,1,0.168674,-1.97817,20.1043,5.19767,12.0095,4.97505,3.29398,9999,9999,999.9,9999,1.86356,1.86835,1.86814,1.86934,1.87012,1.86615,1.86722,1.86859,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.27,0.4525,4.028640256,0.006477977,2.22E-07,-3.03E-10,-0.004673914,-0.02176174,0.002431895,-2.65E-05,-4,1907,1,28,-2561272.8,-2561272.5,2.7063,2.62451,1.54785,2.30469,1.34644,2.33765,39.118,23.9999,18,385.263,512.395,34.898,29.603,30.0002,29.3627,29.2551,54.1708,17.5202,68.558,34.8988,1389.06,21.7723,101.831,102.173,NA,4
180,1510789821,1563.6,20171115 17:50:21,17:50:21,5,ely_can19_t2_ch4,ozzie,1510789813,0.002763717,2.763716806,11.55912138,1322.557852,944.7449616,84.4356226,118.2022664,0.062702434,3.844947571,0.062139861,0.038887537,321.5171334,35.73456995,35.73456995,5.882238011,37.25951664,2.084424779,5.594341976,3.797813231,-121.8799112,-188.2238586,-11.4639637,-0.050600114,66.07738285,2.777866356,11.55912138,1405.34826,1379.323515,3.48170303,64.5,2.763716806,21.84293697,23.31615939,-0.000270597,94.03,0,0,1,0,46099,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000.003214,1681.203021,0.84060016,0.160758308,2.18,0.5,0: Broadleaf,2,TRUE,1510789813,1322.557857,1360.569643,23.3225,21.843975,1310.340714,22.87006786,400.0279643,89.32756429,0.046421314,34.82654286,34.98251071,999.9,0,0,10015.17714,0,8.837527143,-38.01205714,1354.138929,1390.953571,1.478532857,1360.569643,21.843975,2.0833425,1.951269643,18.09238571,17.05434643,2000.003214,0.979994143,0.020006086,0,2.273510714,0,3934.862143,17300.16071,40.6025,40.7005,40.10925,39.562,40.43035714,1959.9925,40.01071429,0,1677863814,0,2.201288462,-0.509781188,3.564102553,3934.921154,15,0,--:--:--,1664466184,1664466167,0,-0.244,0.002,12.235,0.258,1500,19,0.08,0.08,1.48068075,0.01864469,0.024898079,1,1,1,1-Jan,2.70219,2.69955,0.197147,0.20143,0.0992893,0.0957803,31105.8,33684.4,35127.4,38273.8,44848.3,49975.5,54883.8,61377.9,1.75825,1.97407,0.155363,0,32.4629,999.9,44.842,33.093,25.4884,60.1437,40.2083,1,0.16875,-2.03281,20.1036,5.19782,12.0098,4.97525,3.29388,9999,9999,999.9,9999,1.86356,1.8684,1.86814,1.86933,1.87012,1.86615,1.86722,1.86859,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.36,0.452,4.028640256,0.006477977,2.22E-07,-3.03E-10,-0.004673914,-0.02176174,0.002431895,-2.65E-05,-4,1907,1,28,-2561272.7,-2561272.4,2.72949,2.62451,1.54785,2.30469,1.34644,2.35962,39.1428,23.9999,18,385.083,511.936,34.8986,29.603,30.0003,29.3642,29.257,54.615,17.5202,68.9314,34.9238,1409.19,21.7913,101.83,102.172,NA,4
181,1510789827,1569.1,20171115 17:50:26,17:50:26,5,ely_can19_t2_ch4,ozzie,1510789819,0.002701156,2.701155931,11.37969005,1341.220352,959.8252477,85.78939818,119.878579,0.06123688,3.843934702,0.060700036,0.037985363,321.5168897,35.74026773,35.74026773,5.884084409,37.26560553,2.083946909,5.59214557,3.8001375,-119.1209766,-190.8227123,-11.62523435,-0.052033516,65.93339148,2.798930529,11.37969005,1423.450962,1398.098364,3.380139394,64.5,2.701155931,21.78841152,23.28867333,-0.007640952,94.03,0,0,1,0,45977,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000.001429,1681.201543,0.840600171,0.16075833,2.18,0.5,0: Broadleaf,2,TRUE,1510789819,1341.220357,1379.193571,23.315525,21.825925,1328.902143,22.86340714,400.0674643,89.33369286,0.046533789,34.81946071,34.96506786,999.9,0,0,10010.85321,0,8.823243929,-37.97291071,1373.237857,1409.967857,1.489601071,1379.193571,21.825925,2.082861429,1.949790714,18.08871071,17.04237857,2000.001429,0.979994,0.0200062,0,2.259582143,0,3935.068214,17300.13571,40.6205,40.7095,40.116,39.562,40.437,1959.99,40.01142857,0,1677863819,0,2.201015385,-0.374365799,1.122393162,3935.138077,15,0,--:--:--,1664466184,1664466167,0,-0.244,0.002,12.235,0.258,1500,19,0.08,0.08,1.482827,0.177670919,0.024323767,1,1,1,1-Jan,2.70242,2.69953,0.198762,0.20305,0.0992061,0.0959791,31043.3,33616.1,35127.4,38273.8,44852.7,49964.9,54884,61378.2,1.7593,1.97543,0.153683,0,32.4567,999.9,44.866,33.093,25.5075,60.1837,39.6434,1,0.169078,-2.10127,20.1027,5.19737,12.0097,4.9752,3.29398,9999,9999,999.9,9999,1.86356,1.86838,1.86814,1.86933,1.87012,1.86615,1.86723,1.86859,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.46,0.4509,4.028640256,0.006477977,2.22E-07,-3.03E-10,-0.004673914,-0.02176174,0.002431895,-2.65E-05,-4,1907,1,28,-2561272.6,-2561272.3,2.75635,2.62329,1.54785,2.30469,1.34644,2.32544,39.1428,24.0087,18,385.666,512.876,34.9249,29.6037,30.0001,29.3658,29.2595,55.1902,17.5202,68.9314,34.9454,1422.75,21.8245,101.83,102.172,NA,4
182,1510789832,1574.1,20171115 17:50:31,17:50:31,5,ely_can19_t2_ch4,ozzie,1510789824,0.002706083,2.706083097,11.34155807,1358.929254,977.9109644,87.40765826,121.463843,0.061366341,3.840925898,0.060826817,0.038064839,321.5194001,35.73414182,35.73414182,5.882099293,37.25742591,2.082815935,5.590337721,3.799283358,-119.3382646,-190.6122977,-11.62083604,-0.0519982,65.8115471,2.765991914,11.34155807,1440.894654,1415.287212,3.428975758,64.5,2.706083097,21.85470939,23.2915503,0.00041656,94.03,0,0,1,0,46093,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000.017407,1681.214944,0.840600156,0.160758301,2.18,0.5,0: Broadleaf,2,TRUE,1510789824,1358.929259,1396.83963,23.3024037,21.83027778,1346.515185,22.85088148,400.0576296,89.33534815,0.046672748,34.81362963,34.95498889,999.9,0,0,9999.867037,0,8.757447037,-37.90904074,1391.352222,1428.013704,1.472117037,1396.83963,21.83027778,2.081728148,1.950215556,18.08004444,17.04581852,2000.017407,0.979994556,0.020005756,0,2.25442963,0,3935.217407,17300.28148,40.625,40.73133333,40.125,39.56433333,40.437,1960.006667,40.01074074,0,1677863824,0,2.214268,-0.060792308,1.880000017,3935.2316,15,0,--:--:--,1664466184,1664466167,0,-0.244,0.002,12.235,0.258,1500,19,0.08,0.08,1.4787515,-0.163475122,0.02949877,1,1,1,1-Jan,2.70244,2.69938,0.200234,0.204418,0.0992125,0.0960065,30986.1,33558.2,35127.2,38273.6,44852,49963.2,54883.5,61378,1.75895,1.97477,0.153657,0,32.45,999.9,44.866,33.093,25.5097,59.5037,39.5593,1,0.169177,-2.16831,20.1019,5.19767,12.0099,4.9753,3.29395,9999,9999,999.9,9999,1.86356,1.86837,1.86813,1.86932,1.87012,1.86615,1.86722,1.86859,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.55,0.451,4.028640256,0.006477977,2.22E-07,-3.03E-10,-0.004673914,-0.02176174,0.002431895,-2.65E-05,-4,1907,1,28,-2561272.5,-2561272.3,2.78198,2.6123,1.54785,2.30469,1.34644,2.45972,39.1428,24.0087,18,385.49,512.457,34.9503,29.6042,30.0002,29.3682,29.262,55.6944,17.5202,68.9314,34.9851,1443.12,21.8376,101.83,102.172,NA,4
183,1510789837,1579.1,20171115 17:50:36,17:50:36,5,ely_can19_t2_ch4,ozzie,1510789829,0.002686144,2.686144218,11.41765578,1374.693566,988.4257191,88.34717493,122.8724532,0.060896822,3.83833654,0.060365129,0.037775589,321.515387,35.73449817,35.73449817,5.882214752,37.25300568,2.082081671,5.58903002,3.800133081,-118.45896,-191.4305661,-11.67837634,-0.052515464,65.62773425,2.725075164,11.41765578,1457.555594,1432.243818,3.36909697,64.5,2.686144218,21.86535485,23.29383091,0.000131783,94.03,0,0,1,0,45919,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999.992143,1681.193732,0.840600168,0.160758325,2.18,0.5,0: Broadleaf,2,TRUE,1510789829,1374.693571,1412.494643,23.29427143,21.84399643,1362.195714,22.843125,400.0813929,89.33505,0.046653871,34.80941071,34.94353571,999.9,0,0,9990.608571,0,8.724293214,-37.79901071,1407.482143,1444.037857,1.450273214,1412.494643,21.84399643,2.080995,1.951434286,18.07443929,17.05567857,1999.992143,0.979994143,0.020006086,0,2.231003571,0,3935.3,17300.05357,40.625,40.741,40.125,39.5845,40.437,1959.981071,40.01107143,0,1677863829,0,2.231332,0.303292299,1.032307712,3935.2984,15,0,--:--:--,1664466184,1664466167,0,-0.244,0.002,12.235,0.258,1500,19,0.08,0.08,1.461684,-0.314572908,0.036588057,1,1,1,1-Jan,2.70233,2.69911,0.201686,0.205941,0.0992179,0.0960145,30929.8,33493.6,35127.2,38273.2,44851.7,49962.4,54883.5,61377.5,1.75867,1.97482,0.153452,0,32.4409,999.9,44.891,33.103,25.5325,59.6937,39.7556,1,0.169421,-2.23894,20.1009,5.19752,12.0097,4.97525,3.2939,9999,9999,999.9,9999,1.86356,1.86836,1.86814,1.86932,1.87012,1.86615,1.86722,1.86859,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.64,0.4511,4.028640256,0.006477977,2.22E-07,-3.03E-10,-0.004673914,-0.02176174,0.002431895,-2.65E-05,-4,1907,1,28,-2561272.4,-2561272.2,2.80884,2.61841,1.54785,2.30469,1.34644,2.45728,39.1428,24.0087,18,385.356,512.512,34.9958,29.6056,30.0003,29.3707,29.2645,56.2309,17.5202,69.3212,35.0299,1456.57,21.8561,101.829,102.171,NA,4
184,1510789842,1584.1,20171115 17:50:41,17:50:41,5,ely_can19_t2_ch4,ozzie,1510789834,0.002680919,2.680918787,11.29877451,1392.301476,1007.33211,90.03271689,124.4402748,0.060782607,3.838788153,0.060252959,0.037705301,321.5153,35.73206926,35.73206926,5.881427808,37.25484316,2.081794435,5.587983354,3.799633373,-118.2285185,-191.6493839,-11.6900198,-0.052622161,65.75824604,2.676002142,11.29877451,1475.300824,1449.543152,3.46009697,64.5,2.680918787,21.86527515,23.29266303,-6.93E-05,94.03,0,0,1,0,46082,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999.991852,1681.193467,0.840600158,0.160758305,2.18,0.5,0: Broadleaf,2,TRUE,1510789834,1392.301481,1430.163704,23.29218148,21.86797778,1379.709259,22.84112222,400.0695556,89.33094815,0.046443841,34.80603333,34.93456667,999.9,0,0,9992.687778,0,8.718473704,-37.86101481,1425.505926,1462.137407,1.424194815,1430.163704,21.86797778,2.080712222,1.953487407,18.07228519,17.07228519,1999.991852,0.979994407,0.020005874,0,2.201625926,0,3935.576667,17300.05556,40.625,40.75,40.125,39.60633333,40.437,1959.981481,40.01037037,0,1677863835,0,2.214119231,-0.312926512,4.435555546,3935.631538,15,0,--:--:--,1664466184,1664466167,0,-0.244,0.002,12.235,0.258,1500,19,0.08,0.08,1.44022525,-0.283866079,0.033061921,1,1,1,1-Jan,2.70237,2.69903,0.203157,0.207324,0.0992189,0.0961898,30872.5,33435.4,35126.9,38273.5,44851.4,49953,54883.2,61377.9,1.7589,1.9749,0.155196,0,32.4326,999.9,44.891,33.103,25.5371,59.8837,39.5793,1,0.169782,-2.28734,20.1002,5.19767,12.0098,4.97535,3.29395,9999,9999,999.9,9999,1.86356,1.86839,1.86813,1.86933,1.87012,1.86615,1.86722,1.86859,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.73,0.4512,4.028640256,0.006477977,2.22E-07,-3.03E-10,-0.004673914,-0.02176174,0.002431895,-2.65E-05,-4,1907,1,28,-2561272.4,-2561272.1,2.83203,2.60986,1.54785,2.30347,1.34644,2.42432,39.1428,23.9999,18,385.491,512.584,35.0436,29.6056,30.0003,29.3726,29.2668,56.7035,17.5202,69.3212,35.0804,1476.73,21.869,101.829,102.172,NA,4
