obs,time,elapsed,date,hhmmss,averaging,id,machine,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd.dt,αVc,Edyn,Hr,Hs,dHs.dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME.1,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time.1,hhmmss.1,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2.MN,ΔCO2.SLP,ΔCO2.SD,ΔCO2.OK,ΔH2O.MN,ΔH2O.SLP,ΔH2O.SD,ΔH2O.OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_.,Flow_.,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccH2O_des,AccCO2_soda,CO2_hrs,AccH2O_hum,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_.,Desiccant_.,Humidifier_.,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r,NA.,chamber
23,1678827937,335,20230314 16:05:37,16:05:37,5,ely_can11_t2_ch3,gibson,1678827934,0.000234041,0.234041449,-0.163233424,419.9106001,427.4507549,38.72876012,38.04559172,0.013618501,3.993879788,0.013592755,0.008497781,0,27.89001446,27.49515,3.684577254,57.5305626,2.174993179,3.780587363,1.509584075,-10.3212279,94.80884252,5.159788669,89.6474033,-0.163233424,0.234041449,-0.227244341,430.1540753,430.2514606,-0.001742591,67.48907916,0.23056158,23.92030026,24.00614121,7.97E-06,125.5355964,7,1,1,0,47432,0,0,0,0,1.91,0.5,0: Broadleaf,2,FALSE,1678827934,419.9106,419.8858,24.00548,23.91827,419.2611,23.73947,500.2732,90.50397,0.10005789,27.93547,27.49515,999.9,0,0,9996,0,0.222567,0.024926766,430.2389,430.1748,0.08720835,419.8858,23.91827,2.172591,2.164699,18.76163,18.70344,0,0,0,0,1.74,0,-20.69,-3.26,36.75,41.7059,39.312,40.6746,37.781,0,0,0,1678827950,0,1678824896,15:14:56,1678824885,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,0.048074384,0.176129802,0.055351526,0,0.098118018,-0.048656266,0.005360775,1,1,2,2-Jan,2.84285,2.71017,0.0908119,0.0908669,0.102235,0.101894,25605.1,22190.8,25210,23779.3,38661.2,35346.5,45614.8,42418.9,1.7492,1.85605,0.0321865,0,26.965,999.9,54.468,31.028,27.1949,54.4823,43.2652,1,0.145678,0.411288,20.2441,5.23466,11.992,4.9557,3.304,9999,9999,999.9,9999,1.86844,1.86417,1.87179,1.86263,1.86203,1.86846,1.85857,1.86496,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.649,0.2661,0.436257332,0.001005831,-1.46E-06,6.48E-10,-0.068337496,-0.031446781,0.002590884,-2.83E-05,2,1297,1,27,50.9,50.7,1.05713,2.38281,1.44775,2.30225,1.44409,2.38647,36.8129,24.3589,18,420.605,472.424,27.1562,29.507,29.9999,29.2525,29.2442,21.2025,25.1759,100,27.1653,419.9,24,96.5117,99.7293,NA,3
24,1678827942,340,20230314 16:05:42,16:05:42,5,ely_can11_t2_ch3,gibson,1678827940,0.000193128,0.193128001,-0.212356142,419.9707779,438.4071764,39.72066276,38.05028415,0.011250857,4.003107683,0.01123332,0.007022398,0,27.89676154,27.48676667,3.682770137,57.54712858,2.175456913,3.780304886,1.507313224,-8.516944845,96.56066914,5.242761771,93.28648606,-0.212356142,0.193128001,-0.230862125,430.2265955,430.3043818,0.002566793,67.48907916,0.202769113,23.9401062,24.01511333,6.08E-05,125.5355964,7,1,1,0,47796,0,0,0,0,1.91,0.5,0: Broadleaf,2,FALSE,1678827940,419.9707778,419.9206667,24.01107778,23.93911111,419.321,23.74481111,500.2557778,90.50252222,0.0996962,27.93418889,27.48676667,999.9,0,0,10027.69111,0,0.222567,0.0500251,430.3027778,430.2196667,0.071981633,419.9206667,23.93911111,2.173063333,2.166548889,18.7651,18.7171,0,0,0,0,0.688888889,0,-16.76666667,-2.855555556,36.736,41.687,39.312,40.625,37.77755556,0,0,0,1678827955,0,1678824896,15:14:56,1678824885,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,0.050150344,-0.072164628,0.056559173,1,0.090745723,-0.11238105,0.011505104,0,1,2,2-Jan,2.8424,2.71053,0.0908235,0.0908599,0.102265,0.101917,25605.3,22191.1,25210.5,23779.3,38660.3,35345.9,45615.2,42419.2,1.74857,1.85625,0.0324659,0,26.9592,999.9,54.468,31.028,27.1932,53.9523,42.8285,1,0.145099,0.377977,20.2444,5.23511,11.992,4.9558,3.304,9999,9999,999.9,9999,1.86846,1.86417,1.8718,1.86264,1.86203,1.86847,1.8586,1.86497,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.649,0.2664,0.436257332,0.001005831,-1.46E-06,6.48E-10,-0.068337496,-0.031446781,0.002590884,-2.83E-05,2,1297,1,27,51,50.8,1.05591,2.3584,1.44775,2.30225,1.44409,2.53296,36.8366,24.3589,18,420.241,472.541,27.161,29.5006,29.9997,29.2511,29.2426,21.203,25.1759,100,27.173,419.9,23.9925,96.5131,99.7299,NA,3
25,1678828169,567,20230314 16:09:29,16:09:29,5,ely_can11_t2_ch3,gibson,1678828166,0.00140931,1.409310425,-1.320889994,420.1406369,444.9697696,40.31502573,38.06546364,0.046087046,3.993647244,0.045793606,0.028647212,0,33.76024399,33.46417273,5.185375552,46.99492042,2.515583066,5.352882915,2.669792486,-62.15058973,122.4931767,7.076226083,67.41881308,-1.320889994,1.409310425,-1.466354513,431.5941836,432.1587758,0.002260164,67.48907916,1.430834899,27.24316697,27.77054545,0.000406701,125.5355964,5,1,1,0,46743,0,0,0,0,1.91,0.5,0: Broadleaf,2,FALSE,1678828166,420.1406364,419.8624545,27.76529091,27.24228182,419.491,27.33623636,500.3822727,90.50171818,0.100000145,34.0331,33.46417273,999.9,0,0,9995.454545,0,0.227499091,0.278034545,432.1390909,431.6208182,0.523003,419.8624545,27.24228182,2.512806364,2.465473636,21.10969091,20.80036364,0,0,0,0,0.854545455,0,-20.78181818,-3.681818182,36.5,41.437,39,40.437,37.85781818,0,0,0,1678828183,0,1678824896,15:14:56,1678824885,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,0.247170943,0.373071525,0.096715231,0,0.518528225,0.050489527,0.006356459,1,1,2,2-Jan,2.84432,2.71016,0.0909033,0.0909162,0.112947,0.111464,25610.2,22196.3,25216.1,23785.1,38202,34977.6,45623.7,42428.2,1.75452,1.8629,0.25003,0,29.4966,999.9,54.419,31.068,27.2336,53.7822,42.7364,1,0.146618,-6.66667,20.1262,5.23601,11.992,4.95735,3.30398,9999,9999,999.9,9999,1.86844,1.86417,1.87176,1.86263,1.86203,1.86844,1.85859,1.86496,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.65,0.4293,0.436257332,0.001005831,-1.46E-06,6.48E-10,-0.068337496,-0.031446781,0.002590884,-2.83E-05,2,1297,1,27,54.7,54.5,1.05957,2.37915,1.44775,2.30103,1.44409,2.36938,36.8604,24.2976,18,422.97,475.995,43.0624,29.294,30.0001,29.1564,29.1392,21.2453,0,100,144.566,419.9,28.4704,96.5322,99.7521,NA,3
26,1678828174,572,20230314 16:09:34,16:09:34,5,ely_can11_t2_ch3,gibson,1678828172,0.001422202,1.422201806,-1.305737714,420.1570005,444.4936162,40.27165603,38.06672939,0.045668587,3.997561959,0.045380714,0.028388659,0,33.93389553,33.6319,5.234278239,46.5506699,2.516345712,5.4056058,2.717932527,-62.71909966,124.3674231,7.189528867,68.8378523,-1.305737714,1.422201806,-1.087058609,431.6658847,432.1078545,-0.0032218,67.48907916,1.43360067,27.24609707,27.77657939,0.000175305,125.5355964,5,1,1,0,46866,0,0,0,0,1.91,0.5,0: Broadleaf,2,FALSE,1678828172,420.157,419.8866667,27.77386667,27.24605556,419.5073333,27.34442222,500.3608889,90.50125556,0.099946722,34.20896667,33.6319,999.9,0,0,10008.87778,0,0.227358556,0.270263667,432.1597778,431.6473333,0.527817333,419.8866667,27.24605556,2.513568889,2.4658,21.11463333,20.80252222,0,0,0,0,0.211111111,0,-21.63333333,-2.777777778,36.5,41.437,39,40.437,37.861,0,0,0,1678828187,0,1678824896,15:14:56,1678824885,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,0.257056393,0.325810549,0.095653563,0,0.522003525,0.043714323,0.005927525,1,1,2,2-Jan,2.84446,2.71033,0.0908926,0.090905,0.112969,0.111471,25610.1,22196.4,25215.7,23784.9,38200.6,34977.2,45623.2,42428,1.75473,1.86262,0.253264,0,29.5985,999.9,54.419,31.068,27.232,53.8822,43.7981,1,0.14658,-6.66667,20.1262,5.23646,11.992,4.9573,3.30398,9999,9999,999.9,9999,1.86844,1.86417,1.87177,1.86263,1.86203,1.86844,1.8586,1.86495,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.649,0.4296,0.436257332,0.001005831,-1.46E-06,6.48E-10,-0.068337496,-0.031446781,0.002590884,-2.83E-05,2,1297,1,27,54.8,54.6,1.05835,2.36084,1.44775,2.30103,1.44409,2.55493,36.8604,24.2976,18,423.079,475.816,43.21,29.2959,30.0001,29.1557,29.1391,21.2485,0,100,145.604,419.9,28.4704,96.531,99.7517,NA,3
27,1678828179,577,20230314 16:09:39,16:09:39,5,ely_can11_t2_ch3,gibson,1678828176,0.00143088,1.430879826,-1.265554306,420.1193005,443.1543393,40.15180492,38.06472532,0.045247633,3.992339567,0.044964657,0.028128187,0,34.07698982,33.77473,5.276237604,46.18801448,2.516989303,5.449442526,2.759248301,-63.10180031,124.6920988,7.227888448,68.8181869,-1.265554306,1.430879826,-1.817572739,431.5931856,432.1931273,0.023718252,67.48907916,1.429645243,27.24994795,27.78054909,-8.96E-06,125.5355964,5,1,1,0,46928,0,0,0,0,1.91,0.5,0: Broadleaf,2,FALSE,1678828176,420.1193,419.8657,27.77994,27.24896,419.4699,27.35023,500.4065,90.5044,0.10016225,34.35406,33.77473,999.9,0,0,9990.693,0,0.2307745,0.2536713,432.1237,431.627,0.5309743,419.8657,27.24896,2.514207,2.46615,21.11876,20.80481,0,0,0,0,1.93,0,-21.71,-3.65,36.5,41.437,39,40.437,37.9121,0,0,0,1678828192,0,1678824896,15:14:56,1678824885,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,0.2862869,-0.353936826,0.061469092,0,0.526640325,0.022061437,0.003643891,1,1,2,2-Jan,2.84471,2.71024,0.090899,0.0909266,0.112978,0.111487,25610,22196,25215.8,23785,38200.2,34976.6,45623.1,42428,1.75475,1.86248,0.255905,0,29.7025,999.9,54.444,31.068,27.2428,54.1022,42.508,1,0.146555,-6.66667,20.1262,5.23616,11.992,4.95675,3.30398,9999,9999,999.9,9999,1.86844,1.86417,1.87178,1.86262,1.86203,1.86845,1.85858,1.86499,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.649,0.4297,0.436257332,0.001005831,-1.46E-06,6.48E-10,-0.068337496,-0.031446781,0.002590884,-2.83E-05,2,1297,1,27,54.9,54.7,1.05957,2.39136,1.44775,2.30103,1.44409,2.31567,36.8604,24.2889,18,423.081,475.709,43.3538,29.2971,30.0001,29.1539,29.1379,21.2459,0,100,146.535,419.9,28.4704,96.5311,99.7518,NA,3
28,1678828184,582,20230314 16:09:44,16:09:44,5,ely_can11_t2_ch3,gibson,1678828182,0.001435802,1.435801634,-1.080047908,420.1256671,436.8585377,39.58149133,38.06541251,0.044682779,3.988198283,0.044406516,0.027778751,0,34.23293855,33.92336667,5.320213118,45.79331739,2.517382577,5.497270606,2.802830541,-63.31885207,126.3934603,7.345078198,70.41968641,-1.080047908,1.435801634,-0.901316052,431.7301746,432.1236424,-0.00834247,67.48907916,1.448105588,27.25127351,27.78732848,0.00014748,125.5355964,4,1,1,0,46316,0,0,0,0,1.91,0.5,0: Broadleaf,2,FALSE,1678828182,420.1256667,419.9436667,27.7842,27.2514,419.476,27.3543,500.4103333,90.50455556,0.100269367,34.51121111,33.92336667,999.9,0,0,9976.538889,0,0.233541333,0.181834,432.1321111,431.7083333,0.532814889,419.9436667,27.2514,2.514597778,2.466375556,21.12131111,20.8063,0,0,0,0,1.433333333,0,-16.57777778,-2.466666667,36.5,41.437,39,40.437,37.90944444,0,0,0,1678828198,0,1678824896,15:14:56,1678824885,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,0.2453911,-0.340199392,0.047677961,0,0.5279381,0.036286019,0.004042235,1,1,2,2-Jan,2.84434,2.70997,0.0909027,0.0909138,0.113003,0.111492,25610.1,22196,25216,23784.7,38199.3,34975.9,45623.4,42427.5,1.75525,1.86238,0.258524,0,29.8086,999.9,54.444,31.078,27.2596,54.6822,43.8982,1,0.146509,-6.66667,20.1266,5.23646,11.992,4.95715,3.304,9999,9999,999.9,9999,1.86844,1.86417,1.87178,1.86264,1.86205,1.86844,1.85859,1.86501,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.65,0.4301,0.436257332,0.001005831,-1.46E-06,6.48E-10,-0.068337496,-0.031446781,0.002590884,-2.83E-05,2,1297,1,27,55,54.8,1.05835,2.35596,1.44775,2.30103,1.44409,2.52808,36.8604,24.2976,18,423.365,475.633,43.4952,29.299,30,29.1539,29.1366,21.2467,0,100,147.361,419.9,28.4704,96.5317,99.7506,NA,3
29,1678828189,587,20230314 16:09:49,16:09:49,5,ely_can11_t2_ch3,gibson,1678828186,0.001456419,1.456419348,-1.268202121,420.1642005,443.202826,40.1558494,38.06846295,0.044647885,3.991486209,0.044372278,0.027757294,0,34.37704364,34.06645,5.362846377,45.43575634,2.518323789,5.54260343,2.844522588,-64.22809325,127.5253079,7.415272255,70.71248686,-1.268202121,1.456419348,-1.304432488,431.7018534,432.1788545,0.007307788,67.48907916,1.474268761,27.25471345,27.80035939,0.000162845,125.5355964,5,1,1,0,46875,0,0,0,0,1.91,0.5,0: Broadleaf,2,FALSE,1678828186,420.1642,419.9137,27.79491,27.25444,419.5147,27.36454,500.3871,90.50405,0.09972562,34.65907,34.06645,999.9,0,0,9987.818,0,0.2259057,0.2505676,432.1765,431.679,0.5404765,419.9137,27.25444,2.515551,2.466637,21.12747,20.80802,0,0,0,0,4.24,0,-20.59,-3.26,36.5,41.437,39,40.437,37.9185,0,0,0,1678828202,0,1678824896,15:14:56,1678824885,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,0.237084975,-0.113235816,0.042536582,0,0.532894425,0.048461595,0.005320835,1,1,2,2-Jan,2.84392,2.71005,0.0909074,0.0909107,0.113034,0.111498,25609.9,22196.2,25215.9,23784.9,38198.3,34976.1,45623.9,42428,1.75465,1.86267,0.261042,0,29.9157,999.9,54.444,31.068,27.2439,53.4022,43.5777,1,0.146623,-6.66667,20.1268,5.23661,11.992,4.9573,3.30395,9999,9999,999.9,9999,1.86844,1.86417,1.87177,1.86264,1.86203,1.86844,1.85858,1.86496,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.65,0.4306,0.436257332,0.001005831,-1.46E-06,6.48E-10,-0.068337496,-0.031446781,0.002590884,-2.83E-05,2,1297,1,27,55.1,54.9,1.05957,2.39502,1.44897,2.30103,1.44409,2.28516,36.8604,24.2976,18,423.015,475.828,43.6346,29.3015,30.0001,29.1526,29.1366,21.2465,0,100,148.088,419.9,28.4704,96.5322,99.7516,NA,3
30,1678828194,592,20230314 16:09:54,16:09:54,5,ely_can11_t2_ch3,gibson,1678828192,0.001464971,1.464971174,-1.295142204,420.1372228,444.2472164,40.2509724,38.06648896,0.04416234,3.996868304,0.043893035,0.027457206,0,34.54142603,34.22531111,5.410528536,45.02914678,2.518830175,5.593777265,2.891698361,-64.60522877,129.1606051,7.512131901,72.06750826,-1.295142204,1.464971174,-1.515657692,431.6440932,432.1978667,0.008601966,67.48907916,1.468241818,27.25669871,27.80142303,1.88E-05,125.5355964,4,1,1,0,46561,0,0,0,0,1.91,0.5,0: Broadleaf,2,FALSE,1678828192,420.1372222,419.8777778,27.80015556,27.25647778,419.4877778,27.36955556,500.3528889,90.50484444,0.100050567,34.82472222,34.22531111,999.9,0,0,10006.11111,0,0.222567,0.259497889,432.1511111,431.643,0.543661667,419.8777778,27.25647778,2.516047778,2.466843333,21.1307,20.80937778,0,0,0,0,4.266666667,0,-22.46666667,-2.722222222,36.52755556,41.437,39.01377778,40.437,37.92344444,0,0,0,1678828207,0,1678824896,15:14:56,1678824885,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,0.23486405,0.069622649,0.041062007,1,0.53628905,0.053544405,0.005800435,1,2,2,2-Feb,2.84432,2.71017,0.0909112,0.0909091,0.11304,0.111505,25610,22196.5,25216.1,23785.2,38197.7,34976,45623.5,42428.2,1.75522,1.8624,0.263792,0,30.022,999.9,54.444,31.068,27.2431,54.1622,43.6338,1,0.146585,-6.66667,20.1269,5.23631,11.992,4.9572,3.304,9999,9999,999.9,9999,1.86844,1.86417,1.8718,1.86263,1.86203,1.86845,1.85855,1.86496,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.65,0.4307,0.436257332,0.001005831,-1.46E-06,6.48E-10,-0.068337496,-0.031446781,0.002590884,-2.83E-05,2,1297,1,27,55.2,55,1.05835,2.3584,1.44775,2.30103,1.44409,2.48779,36.8604,24.2976,18,423.333,475.645,43.7707,29.304,30.0001,29.1514,29.136,21.2497,0,100,148.709,419.9,28.4704,96.532,99.7523,NA,3
31,1678828199,597,20230314 16:09:59,16:09:59,5,ely_can11_t2_ch3,gibson,1678828196,0.001471075,1.471075394,-1.37864555,420.1720006,447.4153836,40.53795327,38.06957372,0.043715875,3.995112166,0.043451855,0.027180997,0,34.6811868,34.36159,5.45172596,44.68521183,2.51920492,5.63767031,2.93252104,-64.87442489,130.1288456,7.58201949,72.83644016,-1.37864555,1.471075394,-1.290384448,431.6307519,432.1708303,-0.00707937,67.48907916,1.481360759,27.25886466,27.8081703,4.61E-05,125.5355964,5,1,1,0,46690,0,0,0,0,1.91,0.5,0: Broadleaf,2,FALSE,1678828196,420.172,419.8817,27.80434,27.25844,419.5224,27.37355,500.3903,90.50473,0.10000726,34.96576,34.36159,999.9,0,0,10000.125,0,0.222567,0.2903626,432.1887,431.6477,0.5458937,419.8817,27.25844,2.516423,2.467017,21.13311,20.81053,0,0,0,0,-1.26,0,-19.64,-3.34,36.5124,41.437,39,40.437,37.9496,0,0,0,1678828213,0,1678824896,15:14:56,1678824885,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,0.24662555,0.387350386,0.05696953,0,0.539775575,0.055387666,0.005887018,1,1,2,2-Jan,2.84456,2.71028,0.0908944,0.0909193,0.113059,0.111509,25610.3,22195.9,25216,23784.8,38197.5,34975.4,45624.1,42427.7,1.7549,1.86262,0.266369,0,30.1253,999.9,54.444,31.078,27.2615,54.0222,43.0008,1,0.146778,-6.66667,20.127,5.23616,11.992,4.9575,3.304,9999,9999,999.9,9999,1.86844,1.86417,1.87176,1.86263,1.86203,1.86844,1.85855,1.86494,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.65,0.431,0.436257332,0.001005831,-1.46E-06,6.48E-10,-0.068337496,-0.031446781,0.002590884,-2.83E-05,2,1297,1,27,55.2,55,1.05957,2.39502,1.44775,2.30103,1.44409,2.27661,36.8604,24.2889,18,423.149,475.775,43.9036,29.3065,30.0002,29.1514,29.1341,21.247,0,100,149.225,419.9,28.4704,96.5326,99.7509,NA,3
32,1678828204,602,20230314 16:10:04,16:10:04,5,ely_can11_t2_ch3,gibson,1678828202,0.001478074,1.478074014,-1.28088671,420.1576672,444.0468781,40.23209352,38.06765319,0.043233585,3.997546833,0.042975497,0.026882745,0,34.83361664,34.51333333,5.497918982,44.31450509,2.519639335,5.685811746,2.978279647,-65.18306402,130.6073306,7.616591268,73.04085787,-1.28088671,1.478074014,-1.671761132,431.6749658,432.2307455,0.021050851,67.48907916,1.472595758,27.26113116,27.80782242,-2.14E-05,125.5355964,5,1,1,0,46544,0,0,0,0,1.91,0.5,0: Broadleaf,2,FALSE,1678828202,420.1576667,419.9057778,27.80958889,27.26105556,419.5078889,27.37855556,500.3545556,90.5033,0.099957222,35.11935556,34.51333333,999.9,0,0,10008.6,0,0.222567,0.251736111,432.1761111,431.6737778,0.548534778,419.9057778,27.26105556,2.51686,2.467215556,21.13595556,20.81184444,0,0,0,0,-0.511111111,0,-18.05555556,-3.366666667,36.51377778,41.437,39,40.437,37.965,0,0,0,1678828217,0,1678824896,15:14:56,1678824885,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,0.2576981,-0.006933163,0.046801339,1,0.544206475,0.03866606,0.004357526,1,2,2,2-Feb,2.84418,2.71027,0.0909172,0.0909132,0.11306,0.111521,25610.3,22196.1,25216.7,23784.9,38197.2,34975.2,45623.8,42427.9,1.75473,1.86257,0.267997,0,30.2292,999.9,54.444,31.078,27.2601,54.0923,43.2131,1,0.146669,-6.66667,20.1271,5.23571,11.992,4.95735,3.304,9999,9999,999.9,9999,1.86844,1.86417,1.87174,1.86263,1.86203,1.86844,1.85856,1.86497,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.65,0.431,0.436257332,0.001005831,-1.46E-06,6.48E-10,-0.068337496,-0.031446781,0.002590884,-2.83E-05,2,1297,1,27,55.3,55.1,1.05957,2.36938,1.44775,2.30103,1.44409,2.46826,36.8842,24.2976,18,423.041,475.742,44.0362,29.3097,30.0001,29.1501,29.1341,21.2479,0,100,149.641,419.9,28.4704,96.5332,99.7514,NA,3
33,1678828209,607,20230314 16:10:09,16:10:09,5,ely_can11_t2_ch3,gibson,1678828206,0.001478172,1.478172422,-1.391842039,420.1712006,448.4011199,40.62635592,38.06864878,0.042718073,3.995188983,0.042465936,0.026563739,0,34.96792344,34.62946,5.533499214,43.99118509,2.519924975,5.728249808,3.013574238,-65.18740383,134.4800441,7.856650326,77.14929056,-1.391842039,1.478172422,-0.98692811,431.6279804,432.1420242,-0.026629644,67.48907916,1.481640637,27.26453683,27.81415939,2.19E-05,125.5355964,5,1,1,0,46361,0,0,0,0,1.91,0.5,0: Broadleaf,2,FALSE,1678828206,420.1712,419.877,27.81291,27.26438,419.5216,27.38173,500.3892,90.50267,0.10003843,35.25382,34.62946,999.9,0,0,10000.615,0,0.222567,0.2942505,432.1918,431.6457,0.5485248,419.877,27.26438,2.517142,2.467498,21.13777,20.81369,0,0,0,0,2.25,0,-19.67,-2.65,36.5248,41.437,39,40.437,37.9811,0,0,0,1678828222,0,1678824896,15:14:56,1678824885,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,0.275395275,0.063679576,0.053063783,1,0.5464949,0.018225231,0.002733619,1,2,2,2-Feb,2.84457,2.71025,0.0908992,0.090921,0.113074,0.111523,25610.2,22196.1,25216,23785,38196.6,34975,45623.8,42427.9,1.75458,1.8626,0.269737,0,30.3322,999.9,54.444,31.078,27.2606,54.4622,43.2492,1,0.146552,-6.66667,20.1271,5.23646,11.992,4.9573,3.304,9999,9999,999.9,9999,1.86844,1.86417,1.87174,1.86262,1.86203,1.86845,1.85858,1.86495,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.65,0.4313,0.436257332,0.001005831,-1.46E-06,6.48E-10,-0.068337496,-0.031446781,0.002590884,-2.83E-05,2,1297,1,27,55.4,55.2,1.05957,2.39502,1.44775,2.30103,1.44409,2.24365,36.8842,24.2889,18,422.947,475.759,44.1639,29.3129,30,29.1489,29.1341,21.2456,0,100,149.959,419.9,28.4704,96.5323,99.7516,NA,3
34,1678828214,612,20230314 16:10:14,16:10:14,5,ely_can11_t2_ch3,gibson,1678828212,0.001482293,1.482293102,-1.247160784,420.1527783,443.2938134,40.16353271,38.06689682,0.042194948,3.992645865,0.041948773,0.026239981,0,35.11008943,34.77603333,5.578693691,43.65078491,2.520273948,5.773719655,3.058419743,-65.3691258,133.6496712,7.824141334,76.10468672,-1.247160784,1.482293102,-1.284183318,431.7116817,432.1928545,0.004783603,67.48907916,1.48623065,27.26709715,27.81832606,3.49E-05,125.5355964,5,1,1,0,46493,0,0,0,0,1.91,0.5,0: Broadleaf,2,FALSE,1678828212,420.1527778,419.9144444,27.81682222,27.26674444,419.5034444,27.38548889,500.3702222,90.50268889,0.099822356,35.39693333,34.77603333,999.9,0,0,9991.927778,0,0.222567,0.238494889,432.1745556,431.6847778,0.550081889,419.9144444,27.26674444,2.517496667,2.467714444,21.14006667,20.8151,0,0,0,0,3.522222222,0,-17.73333333,-2.755555556,36.562,41.437,39,40.437,38,0,0,0,1678828228,0,1678824896,15:14:56,1678824885,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,0.264127375,-0.202923073,0.061268487,0,0.547986375,0.016206923,0.002566197,1,1,2,2-Jan,2.84403,2.71032,0.090909,0.0909107,0.113085,0.111533,25610,22196.3,25216.2,23785,38196.1,34974.8,45623.8,42428.1,1.75455,1.86297,0.271745,0,30.4346,999.9,54.444,31.078,27.2585,54.8322,42.7524,1,0.146811,-6.66667,20.1274,5.23646,11.992,4.95745,3.304,9999,9999,999.9,9999,1.86844,1.86417,1.87174,1.86263,1.86203,1.86844,1.85856,1.86495,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.65,0.4315,0.436257332,0.001005831,-1.46E-06,6.48E-10,-0.068337496,-0.031446781,0.002590884,-2.83E-05,2,1297,1,27,55.5,55.3,1.05957,2.37183,1.44775,2.30103,1.44409,2.44263,36.8842,24.2976,18,422.933,476.002,44.2896,29.316,30.0001,29.1489,29.1341,21.2493,0,100,150.19,419.9,28.4704,96.5325,99.752,NA,3
