"obs","Comments","time..2","elapsed","date","hhmmss","averaging","machine","id","TIME..9","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd/dt","αVc","Edyn","Hr","Hs","dHs/dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME..59","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time..105","hhmmss..106","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2:MN","ΔCO2:SLP","ΔCO2:SD","ΔCO2:OK","ΔH2O:MN","ΔH2O:SLP","ΔH2O:SD","ΔH2O:OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_%","Flow_%","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccCO2_soda","AccH2O_des","AccH2O_hum","CO2_hrs","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_%","Desiccant_%","Humidifier_%","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","chamber"
151,NA,1677864414.1,1892.59999990463,2023-03-03 11:26:54,11:26:54,5,"albert","sch_sco20_t2_ch4_2",1677864406.6,0.00387221118338464,3.87221118338465,29.6276706196316,684.51672178903,267.886228696312,23.983568841674,61.2840533094944,0.122856046934963,3.5367727858681,0.120533503443815,0.0755384539043012,321.513287425815,35.1144496865345,35.0299074074074,5.65773276690851,53.5162065339688,2.9193336589516,5.45504595341337,2.73839910795691,-170.764513187263,-125.344469226593,-8.25272502455787,17.1515799874011,67.8781871391446,3.92125249687048,29.6276706196316,765.163012637129,731.697072727272,3.46072660644249,63.5216758810404,3.87221118338465,30.3631985068201,32.5810618181818,-4.04899943396132e-05,100.007422885434,0,0,1,0,46262,1999.98666666667,1681.18849711182,0.840599852554928,0.16075771543101,2.96,0.5,"0: Broadleaf",2,TRUE,1677864406.6,684.51674074074,726.288111111111,32.6077111111111,30.3621074074074,680.383407407408,32.2071296296296,500.018444444444,89.4289851851852,0.0999501333333333,34.3725333333333,35.0299074074074,999.9,0,0,10002.6803703704,0,6.47033,-41.7714925925926,707.589333333333,749.030333333333,2.24561037037037,726.288111111111,30.3621074074074,2.91607518518519,2.71525185185185,23.5563074074074,22.3777148148148,1999.98666666667,0.980006925925926,0.0199931074074074,0,2.02684444444444,0,6236.21185185185,17338.1481481481,40.0551111111111,40.687,39.812,39.062,39.8166666666667,1960.00148148148,39.99,0,1677864416.8,0,0,"--:--:--",1664468064.5,1677795524,0,-0.419,-0.001,3.097,0.268,400,24,0.15,0.13,-41.6968804878049,-1.72526968641108,0.17912241653986,0,2.25657463414634,-0.221385365853662,0.0219155896285861,0,0,2,"0/2",2.97732,2.72847,0.122996,0.129126,0.130113,0.124712,26141.8,25679.3,30347.8,29746.5,36434.1,34275.2,46439.8,44234.8,1.84547,1.82025,0.185214,0,32.0326,999.9,49.2,34.8,30.7339,62.8637,22.9127,1,0.166052,-2.15997,20.1836,5.22792,11.974,4.9707,3.2898,9999,9999,9999,999.9,4.97322,1.8778,1.87595,1.8788,1.87543,1.87897,1.87607,1.87728,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,4.193,0.4006,1.95212870609396,0.00421885156013039,-1.79545563834132e-06,4.50901206508995e-10,0.400586404730822,0,0,0,0,2124,1,26,223272.5,1148.2,1.82861,2.56226,1.39893,2.36206,1.44897,2.46704,42.4837,24.1138,18,491.627,447.087,35.104,29.3343,30.0001,29.0463,29.0964,36.6262,0,100,35.0742,774.66,31.6323,100.347,101.717,4
152,NA,1677864419.1,1897.59999990463,2023-03-03 11:26:59,11:26:59,5,"albert","sch_sco20_t2_ch4_2",1677864411.31429,0.00383271755537723,3.83271755537724,30.1369893718453,700.199016392149,271.975500497653,24.3497391200426,62.6882323961617,0.121515052161834,3.53743254131653,0.119242843748082,0.0747273873409051,321.514824946395,35.1239495026376,35.0294821428571,5.65759955901729,53.4841851070482,2.91775768484159,5.45536531780698,2.7398418741757,-169.022844192136,-125.086049324167,-8.23419967905008,19.1717317510417,68.0601048823396,3.88805711169962,30.1369893718453,782.379482024591,748.802921212121,3.41568361917936,63.5216758810404,3.83271755537724,30.3658477483033,32.5611472727273,-4.35348788848156e-05,100.007422885434,0,0,1,0,46143,1999.99642857143,1681.19668650072,0.840599844321512,0.160757699540518,2.96,0.5,"0: Broadleaf",2,TRUE,1677864411.31429,700.199035714286,742.1005,32.590025,30.3634035714286,696.028392857143,32.1894428571429,500.021321428571,89.4292464285714,0.0999173214285714,34.3735857142857,35.0294821428571,999.9,0,0,10005.3114285714,0,6.47861857142857,-41.9015035714286,723.787,765.338857142857,2.22662607142857,742.1005,30.3634035714286,2.91450214285714,2.71537678571429,23.54735,22.3784678571429,1999.99642857143,0.980007,0.01999305,0,2.06300714285714,0,6242.54357142857,17338.2285714286,40.0597857142857,40.687,39.812,39.062,39.8165,1960.01142857143,39.9896428571429,0,1677864422.2,0,0,"--:--:--",1664468064.5,1677795524,0,-0.419,-0.001,3.097,0.268,400,24,0.15,0.13,-41.7941268292683,-1.65947456445994,0.174067207408014,0,2.24121780487805,-0.2413243902439,0.0238376677235528,0,0,2,"0/2",2.97704,2.72845,0.12495,0.131063,0.130065,0.124718,26083.2,25622.6,30347.5,29746.9,36435.9,34275.5,46439.3,44235.4,1.84505,1.82068,0.184745,0,32.0374,999.9,49.2,34.8,30.7299,62.9637,22.8966,1,0.166062,-2.13355,20.1841,5.22732,11.9739,4.97045,3.2897,9999,9999,9999,999.9,4.97323,1.87786,1.87601,1.87881,1.87545,1.87897,1.87607,1.87729,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,4.232,0.4006,1.95212870609396,0.00421885156013039,-1.79545563834132e-06,4.50901206508995e-10,0.400586404730822,0,0,0,0,2124,1,26,223272.6,1148.3,1.86035,2.55859,1.39893,2.36206,1.44897,2.52197,42.4837,24.1138,18,491.389,447.354,35.0671,29.3343,30.0001,29.0463,29.0964,37.243,0,100,35.0458,788.019,31.6323,100.346,101.718,4
153,NA,1677864424.1,1902.59999990463,2023-03-03 11:27:04,11:27:04,5,"albert","sch_sco20_t2_ch4_2",1677864416.6,0.00379746367240194,3.79746367240194,29.9318352068936,717.802610443174,287.312220520101,25.7231046878842,64.2649716056004,0.120251873690715,3.53713464190998,0.118026010035868,0.073962809579027,321.516214094154,35.1330319208201,35.0328074074074,5.65864122210672,53.4473469478502,2.91596962344875,5.45577992167493,2.74267159865798,-167.468147952926,-125.449109162744,-8.25898372119357,20.3399732572912,68.2773744566756,3.84972395535275,29.9318352068936,799.698247036039,766.071096969697,3.4551907682758,63.5216758810404,3.79746367240194,30.3671894888852,32.542363030303,-4.50960957191606e-05,100.007422885434,0,0,1,0,46159,2000.00592592593,1681.20459866709,0.840599808667446,0.160757630728171,2.96,0.5,"0: Broadleaf",2,TRUE,1677864416.6,717.80262962963,759.857148148148,32.5696962962963,30.3649703703704,713.590592592593,32.1691074074074,500.018851851852,89.4301851851852,0.0999595518518518,34.3749518518519,35.0328074074074,999.9,0,0,10004.0051851852,0,6.48177,-42.0545555555556,741.968148148148,783.652851851852,2.20471777777778,759.857148148148,30.3649703703704,2.91271444444444,2.71554555555555,23.5371703703704,22.3794888888889,2000.00592592593,0.980006925925926,0.0199931074074074,0,2.06171111111111,0,6248.37851851852,17338.3074074074,40.0597037037037,40.687,39.812,39.062,39.8166666666667,1960.02074074074,39.9874074074074,0,1677864427,0,0,"--:--:--",1664468064.5,1677795524,0,-0.419,-0.001,3.097,0.268,400,24,0.15,0.13,-41.959075,-1.61735234521575,0.16558210010445,0,2.2183805,-0.250026641651038,0.0240727941824375,0,0,2,"0/2",2.97722,2.72821,0.126889,0.13297,0.130012,0.12472,26025,25566.7,30347.1,29747.3,36437.8,34276.3,46438.7,44236.3,1.84525,1.82078,0.184916,0,32.0432,999.9,49.2,34.8,30.7279,62.9137,23.0088,1,0.165988,-2.12161,20.1843,5.22732,11.974,4.97,3.28973,9999,9999,9999,999.9,4.97324,1.87784,1.87601,1.87881,1.87542,1.87897,1.87607,1.87728,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,4.27,0.4006,1.95212870609396,0.00421885156013039,-1.79545563834132e-06,4.50901206508995e-10,0.400586404730822,0,0,0,0,2124,1,26,223272.7,1148.3,1.89331,2.56958,1.39893,2.36206,1.44897,2.41455,42.4837,24.105,18,491.501,447.417,35.0355,29.3343,30,29.0463,29.0964,37.9125,0,100,35.015,808.055,31.6323,100.345,101.72,4
154,NA,1677864429.1,1907.59999990463,2023-03-03 11:27:09,11:27:09,5,"albert","sch_sco20_t2_ch4_2",1677864421.31429,0.00376227395624578,3.76227395624579,29.8328302760092,733.531623688974,299.710023004585,26.8334010140803,65.6739738552373,0.119071568337506,3.53588216888579,0.116887999809995,0.0732478495649156,321.521395101696,35.1422391890152,35.031225,5.65814550079473,53.4141219115656,2.91436622977528,5.45617174911236,2.74377927101945,-165.916281470439,-124.856940020999,-8.22289797756692,22.5252756326901,68.3406031261399,3.81622371810486,29.8328302760092,816.919265144081,783.358727272727,3.45392032801109,63.5216758810404,3.76227395624579,30.3658969986552,32.5209309090909,-4.62601160944659e-05,100.007422885434,0,0,1,0,46074,2000.03821428571,1681.23173528585,0.840599806182344,0.160757625931924,2.96,0.5,"0: Broadleaf",2,TRUE,1677864421.31429,733.531642857143,775.644071428571,32.5514,30.3658607142857,729.283035714286,32.1508214285714,500.028571428571,89.4312178571429,0.0999921607142857,34.3762428571429,35.031225,999.9,0,0,9998.84,0,6.48177,-42.1123464285714,758.212357142857,799.934821428571,2.18553607142857,775.644071428571,30.3658607142857,2.91111142857143,2.71565714285714,23.5280392857143,22.3801571428571,2000.03821428571,0.980005964285714,0.0199941071428571,0,2.05374285714286,0,6252.4975,17338.5857142857,40.0597857142857,40.687,39.812,39.062,39.8165,1960.05107142857,39.9878571428571,0,1677864431.8,0,0,"--:--:--",1664468064.5,1677795524,0,-0.419,-0.001,3.097,0.268,400,24,0.15,0.13,-42.0686463414634,-0.962759581881543,0.113442019353094,0,2.19676268292683,-0.245082648083624,0.0241869414499713,0,0,2,"0/2",2.97714,2.72851,0.128813,0.134858,0.12995,0.124721,25967.8,25510.4,30347.3,29746.6,36440.8,34275.6,46438.9,44235.3,1.84487,1.8207,0.184797,0,32.0502,999.9,49.2,34.8,30.7313,63.1037,22.8926,1,0.165861,-2.09938,20.1846,5.22732,11.9737,4.96995,3.28958,9999,9999,9999,999.9,4.97323,1.8779,1.87606,1.87881,1.87546,1.87902,1.87607,1.8773,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,4.308,0.4006,1.95212870609396,0.00421885156013039,-1.79545563834132e-06,4.50901206508995e-10,0.400586404730822,0,0,0,0,2124,1,26,223272.7,1148.4,1.92383,2.55737,1.39893,2.36206,1.44897,2.51831,42.4837,24.1138,18,491.291,447.37,35.0042,29.3334,29.9999,29.0463,29.0964,38.5243,0,100,34.9813,821.412,31.6323,100.346,101.718,4
155,NA,1677864434.1,1912.59999990463,2023-03-03 11:27:14,11:27:14,5,"albert","sch_sco20_t2_ch4_2",1677864426.6,0.00364607008551377,3.64607008551378,30.3187298640612,751.183387959477,296.700177940766,26.5642464854321,67.2551692149686,0.115218751078187,3.53520430447829,0.113172511190879,0.070913639084928,321.522423333333,35.16826283545,35.033062962963,5.65872128362352,53.3749255677162,2.91233286937392,5.45636895676618,2.74638841424961,-160.791690771158,-125.059467885474,-8.23791537807199,27.4333492986293,68.4980386008792,3.77525978348627,30.3187298640612,834.385243014548,800.586303030303,3.44078409389249,63.5216758810404,3.64607008551378,30.3661467874284,32.4924393939394,-0.00544237505411615,100.007422885434,0,0,1,0,46164,2000.04481481481,1681.23726666667,0.8405997976712,0.160757609505417,2.96,0.5,"0: Broadleaf",2,TRUE,1677864426.6,751.183407407407,793.410666666667,32.5282962962963,30.3661666666667,746.894185185185,32.1277148148148,500.028888888889,89.4322518518518,0.100038522222222,34.3768925925926,35.033062962963,999.9,0,0,9995.99185185185,0,6.47799111111111,-42.2271407407407,776.439444444444,818.258,2.16211962962963,793.410666666667,30.3661666666667,2.90907888888889,2.71571592592593,23.5164481481482,22.3805111111111,2000.04481481481,0.980005851851852,0.0199942037037037,0,2.0128037037037,0,6255.87481481481,17338.6518518518,40.062,40.687,39.812,39.062,39.8166666666667,1960.05740740741,39.9874074074074,0,1677864437.2,0,0,"--:--:--",1664468064.5,1677795524,0,-0.419,-0.001,3.097,0.268,400,24,0.15,0.13,-42.1620536585366,-1.20141951219512,0.131739978741497,0,2.17473317073171,-0.263729686411147,0.0261106280051727,0,0,2,"0/2",2.97716,2.72833,0.130709,0.136724,0.129875,0.124721,25911.4,25455.8,30347.4,29747.2,36444.4,34276.4,46439.3,44236.2,1.84508,1.8207,0.183389,0,32.0565,999.9,49.2,34.8,30.7308,62.9937,23.097,1,0.165869,-2.07374,20.185,5.22717,11.974,4.9702,3.28963,9999,9999,9999,999.9,4.97325,1.8779,1.87605,1.87882,1.87546,1.87901,1.87607,1.87729,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,4.347,0.4006,1.95212870609396,0.00421885156013039,-1.79545563834132e-06,4.50901206508995e-10,0.400586404730822,0,0,0,0,2124,1,26,223272.8,1148.5,1.95679,2.56592,1.39893,2.36206,1.44897,2.41333,42.4837,24.105,18,491.403,447.37,34.9701,29.3318,29.9999,29.0463,29.0964,39.1864,0,100,34.9464,841.447,31.6323,100.346,101.72,4
156,NA,1677864439.1,1917.59999990463,2023-03-03 11:27:19,11:27:19,5,"albert","sch_sco20_t2_ch4_2",1677864431.31429,0.0035796131035351,3.5796131035351,29.8376660371453,766.962159408522,310.516367314135,27.8014814306901,68.6684712218949,0.113043449020438,3.53432626078494,0.111072552279386,0.0695945602168976,321.521931748696,35.1804473545778,35.02935,5.65755816775797,53.3425467101358,2.91017244252636,5.4556308650584,2.74738572523161,-157.860937865898,-124.784305490724,-8.22158563529204,30.6551027567819,68.5377605216777,3.73307320011748,29.8376660371453,851.549054344567,817.923739393939,3.46780308670832,63.5216758810404,3.5796131035351,30.3655756702312,32.4608739393939,-0.00644518130057727,100.007422885434,0,0,1,0,46124,2000.04107142857,1681.23417707186,0.840599826218072,0.160757664600878,2.96,0.5,"0: Broadleaf",2,TRUE,1677864431.31429,766.962178571429,809.22875,32.5038857142857,30.3658785714286,762.637107142857,32.1033071428571,500.032571428571,89.4330535714286,0.100009278571429,34.3744607142857,35.02935,999.9,0,0,9992.36321428571,0,6.75315928571428,-42.2664357142857,792.728678571429,834.571178571429,2.137995,809.22875,30.3658785714286,2.90692142857143,2.71571464285714,23.5041464285714,22.3805035714286,2000.04107142857,0.980006107142857,0.0199939964285714,0,1.98543214285714,0,6258.09,17338.6321428571,40.062,40.687,39.812,39.062,39.8255,1960.05428571429,39.9892857142857,0,1677864442,0,0,"--:--:--",1664468064.5,1677795524,0,-0.419,-0.001,3.097,0.268,400,24,0.15,0.13,-42.2252268292683,-0.711146341463444,0.0907660998938834,0,2.15602609756098,-0.29334167247387,0.0290537301142462,0,0,2,"0/2",2.97704,2.72804,0.132594,0.138587,0.129786,0.124724,25855.3,25400.7,30347.6,29747.1,36448.4,34276.1,46439.4,44235.7,1.84505,1.82073,0.183128,0,32.06,999.9,49.2,34.8,30.7294,63.1237,22.8045,1,0.165442,-2.07431,20.1849,5.22642,11.974,4.96985,3.28945,9999,9999,9999,999.9,4.97325,1.8779,1.87605,1.87881,1.87545,1.879,1.87608,1.87729,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,4.384,0.4006,1.95212870609396,0.00421885156013039,-1.79545563834132e-06,4.50901206508995e-10,0.400586404730822,0,0,0,0,2124,1,26,223272.9,1148.6,1.98608,2.55493,1.39893,2.36206,1.44897,2.51221,42.4571,24.1138,18,491.389,447.385,34.9359,29.3318,30,29.0463,29.0964,39.7821,0,100,34.9223,854.803,31.6323,100.347,101.719,4
157,NA,1677864444.1,1922.59999990463,2023-03-03 11:27:24,11:27:24,5,"albert","sch_sco20_t2_ch4_2",1677864436.6,0.00352860500746618,3.52860500746619,30.2773044879647,784.669239842252,314.89481894897,28.1935148612539,70.2538833395237,0.111371043590984,3.5349258862992,0.109457818288071,0.0685802944499265,321.522051235213,35.1856157645736,35.023337037037,5.65567499888307,53.3090514584377,2.90740959151416,5.45387605288929,2.74826540736891,-155.611480829259,-124.761638829416,-8.21822524742334,32.9307063291147,68.6330151060233,3.67868791509761,30.2773044879647,869.012783632659,835.209878787879,3.44705989530397,63.5216758810404,3.52860500746619,30.3660821566965,32.4297775757576,-0.00608519805991415,100.007422885434,0,0,1,0,46180,2000.04185185185,1681.23483000097,0.840599824670823,0.160757661614688,2.96,0.5,"0: Broadleaf",2,TRUE,1677864436.6,784.669259259259,827.007407407407,32.4730074074074,30.3660148148148,780.304296296296,32.0724259259259,500.016962962963,89.433162962963,0.0999546518518518,34.3686777777778,35.023337037037,999.9,0,0,9994.76777777778,0,7.22490518518519,-42.3380703703704,811.004703703704,852.906703703704,2.10699888888889,827.007407407407,30.3660148148148,2.90416481481481,2.71572851851852,23.4884111111111,22.3805962962963,2000.04185185185,0.980007518518518,0.0199926481481481,0,2.02847407407407,0,6259.69407407407,17338.6444444444,40.062,40.687,39.812,39.062,39.8306666666667,1960.05814814815,39.9892592592593,0,1677864446.8,0,0,"--:--:--",1664468064.5,1677795524,0,-0.419,-0.001,3.097,0.268,400,24,0.15,0.13,-42.290225,-0.768997373358239,0.0981262598645233,0,2.1255635,-0.347552645403381,0.0335027225423547,0,0,2,"0/2",2.97719,2.72833,0.134456,0.140392,0.129701,0.124722,25800.3,25347.7,30348.2,29747.3,36452.9,34276.6,46440.3,44236.2,1.845,1.82085,0.181936,0,32.0641,999.9,49.2,34.8,30.7334,62.8937,23.145,1,0.165526,-2.09402,20.1846,5.22642,11.9739,4.96975,3.2896,9999,9999,9999,999.9,4.97324,1.87787,1.87602,1.87881,1.87545,1.87897,1.87607,1.87728,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,4.421,0.4006,1.95212870609396,0.00421885156013039,-1.79545563834132e-06,4.50901206508995e-10,0.400586404730822,0,0,0,0,2124,1,26,223273,1148.7,2.02026,2.55859,1.39893,2.36206,1.44897,2.46948,42.4571,24.105,18,491.361,447.464,34.9101,29.3318,30.0001,29.0463,29.0964,40.4417,0,100,34.9023,874.841,31.6323,100.349,101.72,4
158,NA,1677864449.1,1927.59999990463,2023-03-03 11:27:29,11:27:29,5,"albert","sch_sco20_t2_ch4_2",1677864441.31429,0.00347404608841071,3.47404608841071,29.5237917275101,800.499552469156,334.063914141683,29.9096621138851,71.6709291938491,0.109626723817633,3.53494684374848,0.107772432911852,0.067521758686919,321.515869971075,35.1901752847051,35.0146857142857,5.65296649150932,53.282831835709,2.90480673346699,5.45167483294358,2.74815975804233,-153.205432498912,-124.49652994745,-8.20007755229308,35.613829972419,68.5260222317322,3.62762368585119,29.5237917275101,886.165975834128,852.648018181818,3.48649315791196,63.5216758810404,3.47404608841071,30.367305293632,32.3991412121212,-0.0059930316651749,100.007422885434,0,0,1,0,46117,2000.00285714286,1681.20209635807,0.84059984732211,0.160757705331673,2.96,0.5,"0: Broadleaf",2,TRUE,1677864441.31429,800.499571428571,842.784071428571,32.4440678571429,30.3662892857143,796.099428571429,32.0434857142857,500.023892857143,89.4328571428571,0.0998964642857143,34.3614214285714,35.0146857142857,999.9,0,0,9994.88642857143,0,7.79236392857143,-42.2845321428571,827.341535714286,869.17775,2.07779178571429,842.784071428571,30.3662892857143,2.90156678571429,2.71574357142857,23.4735821428571,22.3806857142857,2000.00285714286,0.980007428571428,0.0199927178571428,0,2.04528571428571,0,6260.06964285714,17338.3107142857,40.062,40.6915,39.812,39.062,39.8345,1960.01892857143,39.99,0,1677864452.2,0,0,"--:--:--",1664468064.5,1677795524,0,-0.419,-0.001,3.097,0.268,400,24,0.15,0.13,-42.3020375,0.315965853658624,0.0854077007286224,0,2.095836,-0.372316772983113,0.0358373675651547,0,0,2,"0/2",2.97708,2.72857,0.13631,0.142186,0.129616,0.124719,25744.5,25294.4,30347.6,29746.9,36455.6,34276.5,46439.1,44235.7,1.84477,1.82108,0.18169,0,32.0641,999.9,49.2,34.8,30.7345,63.0237,22.8005,1,0.165495,-2.1224,20.1841,5.22762,11.974,4.9699,3.28958,9999,9999,9999,999.9,4.97327,1.8779,1.87605,1.87882,1.87546,1.879,1.87608,1.87729,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,4.458,0.4006,1.95212870609396,0.00421885156013039,-1.79545563834132e-06,4.50901206508995e-10,0.400586404730822,0,0,0,0,2124,1,26,223273.1,1148.8,2.04956,2.55249,1.39893,2.36206,1.44897,2.49512,42.4304,24.1138,18,491.235,447.606,34.8927,29.3318,30.0001,29.0463,29.0964,41.0415,0,100,34.8953,888.197,31.6323,100.346,101.719,4
159,NA,1677864453.6,1932.09999990463,2023-03-03 11:27:33,11:27:33,5,"albert","sch_sco20_t2_ch4_2",1677864445.76071,0.00342953504061461,3.42953504061461,29.8318575252238,815.434016605084,338.098109914738,30.270739024564,73.0077737335747,0.108174565369189,3.53621966621309,0.106369276531404,0.0666404862981459,321.512564384471,35.1930695072685,35.0088714285714,5.65114682119163,53.256992847088,2.90235235092043,5.44971128815645,2.74879447027121,-151.242495291104,-124.667318867153,-8.20787940211223,37.3948708241013,68.4230414204372,3.58008867813165,29.8318575252238,901.594881340157,868.115993939393,3.43532017048918,63.5216758810404,3.42953504061461,30.3650085335046,32.3723490909091,-0.00612802106570854,100.007422885434,0,0,1,0,46209,1999.98214285714,1681.18469657226,0.840599853641969,0.160757717528999,2.96,0.5,"0: Broadleaf",2,TRUE,1677864445.76071,815.434035714286,857.666714285714,32.4167785714286,30.3661678571429,811.000928571429,32.0161964285714,500.023714285714,89.4324178571429,0.0999934071428572,34.3549464285714,35.0088714285714,999.9,0,0,10000.0664285714,0,8.17235571428571,-42.2327428571429,842.752928571429,884.526357142857,2.05062535714286,857.666714285714,30.3661678571429,2.89911214285714,2.71572,23.45955,22.3805428571429,1999.98214285714,0.980007285714286,0.0199928285714286,0,2.01856428571429,0,6259.70678571429,17338.1178571429,40.062,40.696,39.812,39.062,39.8255,1959.99785714286,39.99,0,1677864457,0,0,"--:--:--",1664468064.5,1677795524,0,-0.419,-0.001,3.097,0.268,400,24,0.15,0.13,-42.249105,0.922295684803052,0.119575860753749,0,2.06575075,-0.368510881801131,0.0354838867929867,0,0,2,"0/2",2.97714,2.72859,0.137938,0.143804,0.129544,0.124717,25695.7,25247.5,30347.3,29747.9,36458.6,34277.5,46438.9,44236.7,1.84505,1.82108,0.181668,0,32.0616,999.9,49.2,34.8,30.7346,63.1337,23.125,1,0.165605,-2.15421,20.1837,5.22852,11.9737,4.9701,3.28973,9999,9999,9999,999.9,4.97325,1.87787,1.87601,1.87881,1.87545,1.87897,1.87607,1.87728,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,4.49,0.4006,1.95212870609396,0.00421885156013039,-1.79545563834132e-06,4.50901206508995e-10,0.400586404730822,0,0,0,0,2124,1,26,223273.2,1148.8,2.07642,2.5647,1.39893,2.36206,1.44897,2.52197,42.4304,24.1138,18,491.389,447.606,34.8868,29.3313,30.0001,29.0463,29.0964,41.5827,0,100,34.8922,908.231,31.6323,100.345,101.721,4
160,NA,1677864459.1,1937.59999990463,2023-03-03 11:27:39,11:27:39,5,"albert","sch_sco20_t2_ch4_2",1677864451.33214,0.00338138905300855,3.38138905300855,29.4801012293829,834.128552569732,354.763011344708,31.7632174092662,74.6825506473258,0.106611058072572,3.5378812724652,0.104857930838641,0.065691316919916,321.513892681317,35.1955036119253,35.0012714285714,5.64876905170906,53.2250306300706,2.89937559980414,5.4473911343624,2.74939345190492,-149.119257237677,-124.736115712777,-8.20794141438704,39.450578316476,68.2908390502268,3.52415054066437,29.4801012293829,920.689981197264,887.231787878788,3.47900014145102,63.5216758810404,3.38138905300855,30.3600730527264,32.3393684848485,-0.00605684036448206,100.007422885434,0,0,1,0,46240,1999.99071428571,1681.19187600068,0.840599840785316,0.16075769271566,2.96,0.5,"0: Broadleaf",2,TRUE,1677864451.33214,834.128571428571,876.294214285714,32.3830928571429,30.3644892857143,829.65475,31.9825,500.032892857143,89.4336214285714,0.100000717857143,34.3472928571429,35.0012714285714,999.9,0,0,10006.6314285714,0,8.28578678571428,-42.1656357142857,862.043821428571,903.735642857143,2.01860285714286,876.294214285714,30.3644892857143,2.8961375,2.71560678571429,23.4425285714286,22.3798535714286,1999.99071428571,0.980007,0.01999305,0,1.991675,0,6258.56035714286,17338.1857142857,40.062,40.69825,39.812,39.062,39.8345,1960.00571428571,39.9892857142857,0,1677864461.8,0,0,"--:--:--",1664468064.5,1677795524,0,-0.419,-0.001,3.097,0.268,400,24,0.15,0.13,-42.2212075,0.808438649155855,0.113766377694598,0,2.035944,-0.344039549718577,0.0331451468393187,0,0,2,"0/2",2.97699,2.72846,0.139957,0.145789,0.129473,0.124721,25635.9,25188.2,30347.7,29747,36462.2,34276.6,46439.4,44235.6,1.8442,1.8207,0.181638,0,32.0613,999.9,49.2,34.8,30.7243,62.9537,22.8726,1,0.165658,-2.5066,20.1785,5.22792,11.9739,4.97025,3.28975,9999,9999,9999,999.9,4.97326,1.87784,1.87601,1.87881,1.87542,1.87897,1.87607,1.87728,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,4.53,0.4005,1.95212870609396,0.00421885156013039,-1.79545563834132e-06,4.50901206508995e-10,0.400586404730822,0,0,0,0,2124,1,26,223273.2,1148.9,2.11182,2.55371,1.39893,2.36206,1.44897,2.48657,42.4571,24.105,18,490.913,447.37,34.8974,29.3293,30.0002,29.0461,29.0964,42.2849,0,100,35.0426,921.604,31.6323,100.347,101.719,4
